Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Dandy (GP 76-139)|Rogers Brothers Seed Co.|Rogers Brothers Seed Co.|open pollinated, early maturing green podded cultivar with pods slightly longer than 4', mostly three sieved size or smaller; suited for whole pack and has unique slow seed development.|Cometa.|wide. PVP. 1980.|common bean mosaic bean virus 1, New York 15, anthracnose.|
Dart (FM 658)|Robert Gehin.|Harris Moran.|52-day maturity; medium dark green pods, 5.1 inches long; pod size distribution at processing maturity: 20% 1-3; 60% 4; 20% 5-sieve.||processing; U.S. US patent #6,211,441 B1. 2002.|BCMV, I gene.|open pollinated.
Daytona (FM 477)|Ferry-Morse.|Ferry-Morse.|strong plant growth, concentrated maturity, smooth long pods.|Javelin.||bean common mosaic virus.|
Del Rey|Northrup, King and Co.|Northrup, King and Co.|Harvester type with darker pod.|Harvester. 1969.|||
Deli (NUN 0891)|Nunhems.|Nunhems.|improved Romano type.|Romano II.||common bean mosaic virus.|
Delight (X Ida 3817)|University Idaho, Twin Falls.||erect bush, small sieve, straight, medium green pod, brown seed coat.|||curly top virus, common bean mosaic A, New York 15, some races rust, powdery mildew. Idaho Agric. Expt. Sta. Bulletin 442. 1965.|Full Measure, Red Valentine Corbett, Refugee, Burtner's Blight Proof, Tenderpod.
Delinel|Harris Moran Seed Co. PVP 7100091.|Harris Moran Seed Co. PVP 7100091.|||||
Derby (FM175)|Dr. G. Emery.|Ferry-Morse.|combination shipping, processing; home garden cultivar; strong upright habit, long pods, white seeded.|Eagle. PVP. 1990.||bean virus 1, bean virus 1A.|
Distinction (RS 08091391)|Royal Sluis.|Royal Sluis.|fresh market, garden bean, medium large sieve, grading 9-12 mm, pod length 12-14 cm.|Grenoble.|northeast and southwest coastal U.S. 2001.|BCMV, rust.|open pollinated.
Dixie Belle|Everglades Expt. Sta., Belle Glade, Florida.||round podded.|Refugee.|southeastern United States. Florida Agric. Expt. Sta. Annual Report, page 185, 1946.|several strains of rust, mildew, mosaic.|Florida Belle selection (from natural crosses).
Dorabel||Vilmorin.||Maxidor. 1983.||common bean mosaic virus, Pseudomonas phaseolicola.|
Duchess|Novartis Seeds, Inc.|Novartis Seeds, Inc.|||||Slenderette / Brown seeded breeding line. PVP 9000201.
Duluth|University of Minnesota, Saint Paul.||white pod color. This cultivar was never adopted by seed trade and is no longer in existence.|Refugee. Minnesota Hort. 67: 65, 1939.|||Refugee x Crystal White Wax.
Dwarf Golden Carmine|Rogers Brothers Co.|Rogers Brothers Co.|pod 7', yellow, mottled with red, flat stringless; obsolete. Rogers Brothers Catalog, 1934.||||
Eagle (XP B13)|Asgrow Seed Co.|Asgrow Seed Co.|unique, slender podded Tendercrop type; high production; long pods with low fiber; and slow seed development.|Tenderette.|general. Asgrow Desc. Catalog 1971. PVP. 1972.|bean virus 1, New York 15.|Roundup x BBL 274.
Earligreen|Rogers Brothers Seed Co., Idaho Falls, Idaho.|Rogers Brothers Seed Co., Idaho Falls, Idaho.|uniform set, slim, medium dark green, round, smooth, stringless pod; white seeded.|||common bean mosaic. Rogers Brothers Catalog, 1957. 1957.|{[(Idaho Refugee x Tendergreen) x Tendergreen] x Sensation Refugee 1071} x USDA B2008.
Earliserve (CODE151)|L. B. Kerr.|Musser.|very early small pod with Blue Lake flavor and appearance.|||bean common mosaic virus. 1984.|
Earliwax|Rogers Brothers Seed Co., Idaho Falls, Idaho. Selection from undisclosed cross.|Rogers Brothers Seed Co., Idaho Falls, Idaho. Selection from undisclosed cross.|early pure gold wax type, white seeded.|Puregold Wax.|wide. Rogers Brothers Catalog, 1961. 1959.|common bean mosaic.|
Early Blue (E4203)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, very early maturing, Bush Blue Lake type, heavy yielding.|OSU 1604, OSU 58.|Pacific northwest. 1977.|bean virus 1A.|
Early Gallatin (H48-2)|Gallatin Valley Seed Co., Twin Falls, Idaho.|Gallatin Valley Seed Co., Twin Falls, Idaho.|white seeded, compact bush, concentrated pod set, borne high on plant, suitable for machine harvest; exceptional yield and quality, for canning, freezing, whole, cut, French style.|Gallatin 50.|all bean areas. 1961.|bean virus 1, New York 15, pod mottle virus.|
Early Harvest (XP 260)|Asgrow Seed Co.|Asgrow Seed Co.|a dual purpose, white seeded cultivar for shipping arid canning.|Harvester.|general. 1963.|common mosaic, bean virus 1, New York 15.|
Early Riser (EO215)|Dr. G. Emery.|Ferry-Morse.|heavy, consistent yielder with vigorous seed quality; good upright habit, large/medium leaves, medium in number; dark green, straight, long pods, Greenpod processing bean for canning and freezing, late midseason maturity.|Early Gallatin, Cascade. 1983.||bean virus 1A, bean virus 1.|
Early Sunray|Bakker Brothers of Idaho, Inc. PVP 8800069.|Bakker Brothers of Idaho, Inc. PVP 8800069.|||||
Eastern Butterwax|Eastern States Farmers' Exchange, West Springfield, Massachusetts.|Eastern States Farmers' Exchange, West Springfield, Massachusetts.|vigorous plants, clear wax round pods; 6.5-7' long; nearly straight.||northeastern, northwestern United States. E.S. Veg. Seed Catalog 1958.||segregation from Tekoa.
Eastern Horticultural|Eastern States Farmers' Exchange, West Springfield, Massachusetts, Selection from University of New Hampshire breeding material.|Eastern States Farmers' Exchange, West Springfield, Massachusetts, Selection from University of New Hampshire breeding material.|early, nonrunning, French Horticultural type.||northeastern United States. 1962 E.S. Catalog.||
Emerald Refugee|Northrup, King and Co., Minneapolis.|Northrup, King and Co., Minneapolis.|darker green pods, larger leaves, more upright plant than Idaho Refugee; does not discolor brine.|Idaho Refugee.|Refugee areas. Northrup, King and Co. distribution list 1952. 1952.|common mosaic.|closed.
Empress (121 Green Bush Bean)|Northrup, King and Co.|Northrup, King and Co.|open pollinated, medium sieve, longer podded and darker than Green Isle; pods are round, straight, white seeded; plants 16-18' tall; firm upright bush.|Green Isle.|wide. 1978.||
Encore (100 (White Seeded Gallatin 50))|Gallatin Valley Seed Co., Twin Falls, Idaho.|Gallatin Valley Seed Co., Twin Falls, Idaho.|white seeded, upright bush, pods borne high on plant, suitable for machine harvest, good yields and high quality for canning, freezing, cut, or French style pack.|Gallatin 50.|all bean areas. 1964.|bean virus 1, New York 15, pod mottle virus.|
Endurance|Novartis Seeds, Inc.|Novartis Seeds, Inc.|||||Labrador / Champ. PVP 9400124.
Envy|Harris Moran Seed Co.|Harris Moran Seed Co.|56 days, 6' dark green pods; Bush Blue Lake type, #4-5 sieve.|||BCMV (I). PVP 9200140.|Wisc 71-3938 / Oregon 4094-3.
Epoch|Wilbur-Ellis Co. PVP 8100017.|Wilbur-Ellis Co. PVP 8100017.|||||
Era (XPB253)|Asgrow.|Asgrow.|very small sieve wax bean; good yield.|||bean common mosaic virus. 1991.|
Espada||Harris Moran. 1988.|||||
Eureka (XPB 167)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, small sieve wax garden bean.|Goldrush.|all bean areas. PVP. 1986.|bean common mosaic virus.|
Evergreen|van Waveren Pflanzenzucht GmbH. PVP 8400132.|van Waveren Pflanzenzucht GmbH. PVP 8400132.|||||
Excaliber (XP 08190505)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|intermediate sieve, dual purpose type, pods 13 cm long, very dark green, high quality; for processing and fresh market.|Medinah, Slenderpack.|NAFTA - northeast and northwest U.S. PVP application #200300181. 2003.|bean common mosaic virus ('I' gene), anthracnose (races Delta, Gamma), intermediate resistant halo blight.|open pollinated.
Executive|Northrup, King and Co., Minneapolis. Selection from Tendercrop.|Northrup, King and Co., Minneapolis. Selection from Tendercrop.|tan to buff seeded. Tendercrop type.|Tendercrop. Northrup, King list, 1962.|||
Expressway (E6209)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, large sieve type, early processor, hold very well, very slow seed and fiber development.|Early Gallatin.|New York. PVP. 1982.|common bean, mosaic, bean virus 1A.|
Extender|USDA at United States Vegetable Breeding Laboratory, Charleston, South Carolina.|USDA at United States Vegetable Breeding Laboratory, Charleston, South Carolina.|very early, high early yield, long keeping quality, good initial vigor, pods pick with few stems.||wide. Seed World 27 February. 1959.|common bean mosaic, pod mottle virus New York 15.|Brittle Wax, World Fair, Unrivaled Wax, Mosaic Resistant Refugee, Commodore, United States 5, Black Valentine, Asgrow St. Green Pod, Logan.
EZ Gold (127 108)|Seminis/Petoseed.|Similar:|Yellow pod wax bean, pod length13, plant height 40 cm. 80 days to maturity.|Similar Goldrush.|Home gardens. ASTA Cultivar Listing.|CBM, RSP, Xant. A.|
Falcon (XP294)|Asgrow Seed Co.|Asgrow Seed Co.|slender pod with good yield potential, erect bush.|Slimgreen.|general. Asgrow Desc. Catalog, 1971. PVP.|bean virus 1, New York 15.|
Ferrari|Gebroeders Bakker Zaadteelt en Zaadhandel B.V. PVP 9500119.|Gebroeders Bakker Zaadteelt en Zaadhandel B.V. PVP 9500119.|||||
Fesca (NUN7324)|Nunhems Zaden.|Nunhems.|very good heat resistance, slow seed development, good pod quality, dark green pod color.|||anthracnose, bean common mosaic virus, bean yellow mosaic virus, halo blight. 1991.|
Festiva (XP378)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|round podded very dark green bush bean; pods 5.5' long.|True Blue.|processing in U.S. ASTA Cultivar Listing. PVP 9900071.|BCMV.|
Finesse (HMX7955)||Harris Moran. 1989.|||||
Flamata (RS 200)|Royal Sluis B.V.|Royal Sluis B.V.|91 day maturity, 14 cm flageolet bean on 30-40 cm plants; 6 seeds per pod.|||common bean mosaic, Anthracnose. PVP 8100086.|
Flash|Dept. of Hort., University of New Hampshire, Durham, New Hampshire.|Hepler Seed Co.|a true dwarf bean with red shell beans, adapted especially for selling on roadside stands, shelled or in pods.|Gage with bright red pods.|northern New England. 1942.||cross between French Hort. and an heirloom bean known locally as Gage.
Flatbush (FM142)|Dr. G. C. Emery.|Ferry-Morse.|flat-podded green crop type with heavy concentrated yields; pods are straight, smooth, uniform, medium green, white seeded.|Greencrop. PVP. 1988.||bean virus 1A.|
Flaveol (77-RS-1703)|Royal Sluis B.V.|Royal Sluis B.V.|91 day maturity, 14 cm flageolet bean on 30-40 cm plants; 6 kidney/round shaped seeds per pod.|||common bean mosaic, anthracnose. PVP 8100101.|
Flavor Sweet (HMX 0946)|Harris Moran Seed Co.|Harris Moran Seed Co.|green bean, round whole bean.||||open pollinated.
Flevoro|Seminis Vegetable Seeds. PVP 9200197.|Seminis Vegetable Seeds. PVP 9200197.|||||
Flexo (Xpb314)|Asgrow.||compact plant type, glossy, dark green pods, fresh market.|Xera.||ARE gene, bean common mosaic virus.|
Flo (XPB 3069)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, early green bean for processing or fresh market, good concentration of yield in sieve size 4.|Early Bird. PVP 8000123. 1980.||CMV type 15, anthracnose-alpha, beta, gamma, lambda strains.|
Florida Belle (Belle's)|Everglades Expt. Sta., Belle Glade, Florida.||flat podded.|Bountiful.|Florida Everglades area. 1943.|strains of rust, mildew.|
Florida White Wax|Everglades Expt. Sta., Belle Glade, Florida.|Ferry-Morse Seed Co.||Brittle Wax. Southern Seedsman, 1943. 1944.||rust, mildew, common bean mosaic.|Brittle Wax x United States 5 Refugee.
Florigreen|A.P. Lorz, J.M. Walter, Florida Expt. Sta., Gainesville, Gulf Coast Branch Sta., Bradenton, Florida.||heavy yield, dark green pod, disease resistant.|FM-191.|southern United States. Florida Agric. Expt. Sta. Circ. S-92. 1958.|common bean rust, common and southern mosaic.|selection from FM-191 x Pinto 5.
Footlong (SC-80H)|Clemson Coastal Expt. Sta. and USDA.|Clemson Coastal Expt. Sta. and USDA.|open pollinated, long, fattish green pod.|Dade.|wide. 1980.|tolerant to heat.|
French Filet||W. Atlee Burpee Co.|||||
Frenchy (RS 2216)|Royal Sluis.|Royal Sluis.|||||Prelude x own parent lines. PVP 8000138.
Fullgreen (Phaseolus vulgaris)|Southeastern Vegetable Breeding Laboratory, USDA, Charleston, South Carolina.|Similar:|round, straight, dark green pods with very low fiber content.|Resistance: common and Halo blight, common bean mosaic.|northeastern United States. Seed World. 1950.|Parentage:|Parentage. N922B x Great Northern 1.
Fury (XP349)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|round green bush snap bean, sieve size 4-5, heat set potential; pods 5.4' long, medium green color, 64 days to maturity.|True Blue. ASTA Cultivar Listing. PVP 200000130.||bacterial brown spot, BCMV.|
Gabriella (XP B3011)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, early wax bean with good butter pod color, relatively short pods on small bush, white seed.|Earliwax, Bonanza.|Europe. 1975.|four races anthracnose, bean virus 1.|Matidor x Pop.
Gaelic (XP B3024)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, short, slender pod for whole or cut style processing.|Pico, Pirol.|wide: United States, Sweden, Europe. PVP 7700067.|bean virus 1, one or more races of anthracnose.|
Galagmen (H 69-1)|, by Gallatin Valley Seed Co.|, by Gallatin Valley Seed Co.|white seed, long, very dark green, low fiber, high quality pods on erect bush, processor.|White-Seeded Tendercrop. 1969.||bean virus 1, New York 15, pod mottle BV.|
Galagold|Gallatin Valley Seed Co. PVP 8000048.|Gallatin Valley Seed Co. PVP 8000048.|||||
Galamor|Gallatin Valley Seed Co. PVP 7300025.|Gallatin Valley Seed Co. PVP 7300025.|||||
Galaslim|Gallatin Valley Seed Co. PVP 7300022.|Gallatin Valley Seed Co. PVP 7300022.|||||
Gallatin 50|Gallatin Valley Seed Co., Twin Falls, Idaho.|Gallatin Valley Seed Co., Twin Falls, Idaho.|ivory or cream colored seed. Tendercrop type.|||common bean mosaic, New York 15 virus. 1961.|
Gardengreen (Green Pod-91)|Charter Seed Co., Twin Falls, Idaho.|Charter Seed Co., Twin Falls, Idaho.|vigorous growth, high disease resistance, ability to produce abundantly under adverse conditions and of high quality; selection from undisclosed cross, a distinct cultivar.||United States, Canada. Seed World, 7 March. 1958.|common bean mosaic; tolerance to root rot.|
Gator Green 15 (E 1207)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|fresh market type, 7', slim, oval-round, medium light green pod, upright habit.|to Greencrop. 1972.||bean virus 1A.|
Gem (NCX806)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, long, smooth, straight, bright yellow pods, intermediate sieve size, good processed, canned, frozen quality.|Earliwax.|New York, Wisconsin, Pacific north west. 1975.||selection from breeding lines obtained from University of Maine.
Gentry|Novartis Seeds, Inc.|Novartis Seeds, Inc.|54 days, mild blue lake type on medium erect bush, 12-13 cm long, round, green pods.|||BCMV races 1 and NY 15. PVP 9100041.|
Gentry (H493-1-6-1)|Dr. P. Moser.|Rogers.|Victor is a slender podded, medium early cultivar, adapted for processing and fresh market use.|Slenderette. 1989.||bean virus 1, New York 15.|
Gina (XP R35)|Asgrow Seed Co.|Asgrow Seed Co.|flat podded, white seeded bean on erect bush.|Bush Romano.|general. 1975.|common bean mosaic, New York 15,|Romano x unintroduced breeding lines.
Gipsy (XPB 4017)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, Borlotto bush type with improved red color.|Taylor's Horticultural.|Italy. PVP. 1987.||
Gold Mine (XPB230)|Asgrow.|Asgrow.|medium sieve wax bean.|Goldrush. 1989.||halo blight.|
Goldcoast (B3929-1)|USDA, Veg. Breeding Laboratory, Charleston, South Carolina.|various seedsmen.|wax type with broad based genetic background, acceptable quality for processing and fresh market.||general in United States. 1974.|common bean mosaic, several races of rust; tolerance to Rhizoctonia, Pythium, Macrophomina seedling rots.|involves Logan 5, Tendergreen, Dixie Belle, Extender, Cranberry.
Goldcrop (9AI-2 wax)|USDA, Prosser, Wash.|USDA, Prosser, Wash.|white seeded wax on upright bush, pods borne high and suitable for mechanical harvesting, slender round pods, long, straight, smooth with good seed quality.|Kinghorn Wax.|major snap bean production areas. 1974.|common bean mosaic, curly top virus.|Prosser Hybrid 62160-B-3-1-1-B-B-B-B-B-B [1831-34 x (24 x 710-5)] x (6373 x Pencil Pod Wax).
Golden Gem|University of Idaho, Moscow.||high yield and quality, white seeded wax, for home gardens in areas subject to curly top epiphytotics and as possible whole pod pack cultivar.|Early Wonder Wax.|wide regional. Idaho Agric. Expt. Sta. Bulletin 217. 1954.|curly top, common bean mosaic, bean virus 1, variant of common bean mosaic bean virus 1A.|Corbett Refugee, Idaho Refugee type, Burtner Blight-Proof, Early Wonder Wax.
Golden Lake|State College of Washington, West. Washington Expt. Sta., Pullman.|various seed companies.|pods golden yellow and considerably smaller in diameter than Blue Lake but about same length.|Blue Lake.|Blue Lake area. Wash. State College Circ. 444.|common bean mosaic.|F7 of Puregold x Blue Lakes 65.
Golden Rod (E4221)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, high yielding, high quality wax bean, slightly later maturing than Earliwax.|Earliwax.|Wisconsin, New York, Oregon. 1977.|bean virus 1.|
Golden Ruler|Michigan Agric. Expt. Sta.|Keystone and others.|open pollinated, cans and freezes well, flat Romano type pods, concentrated set.||wide. 1979.|common bean mosaic virus, certain strains of rust.|(Green Crop x Romano) Kinghorn Wax.
Golden Sands (E6208)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, high yield potential over a wide range of conditions, good plant habit, pods long, straight, smooth.|Earliwax.|wide. PVP. 1979.|common bean mosaic, NY strain.|
Goldette (Code 130)|Charter Seed Co.|Charter Seed Co.|yellow wax color develops early, excellent yield, mechanical harvest.|||common, New York 15, pod mottle BV. 1970.|
Goldie (Wax 72-223)|Rogers Brothers Seed Co.|Rogers Brothers Seed Co.|open pollinated, erect, compact bush with small leaves and pods that are 5-5.5' long, straight, round and smooth at prime canning stage with golden color.|Earliwax.|wide. PVP 1980.|common bean mosaic bean virus 1, New York 15.|NYSAES line WB6-11 as one parent.
Goldkist|Novartis Seeds, Inc.|Novartis Seeds, Inc.|59 days, full season Slenderwax type, 14-15cm long pods on large upright bush.|||BCMV races 1 and NY 15, bacterial brown spot tolerant; tolerant to some rusts. PVP 8600053.|
Goldrush (XP B91)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, early-midseason, long pod, medium sieve wax cultivar.|Bonanza Wax.|wide. PVP 7700097. 1977.|New York 15.|
Gourmand (NCX 8024)|Moran.|Moran.|same as Gourmet; Bush Blue Lake type; pods average 5.5-6.25' long, slow seed development; average 60 % five sieve and above; pods set high on moderately erect bush; good eating flavor.|BBL274. 1984.||interlocular cavitation, adverse seasonal conditions.|
Gourmet (NCX 8024)|Moran.|Moran.|same as Gourmand; Bush Blue Lake type; pods average 5.5-6.25' long, slow seed development; average 60 % five sieve and above; pods set high on moderately erect bush; good eating flavor.|BBL274. PVP. 1984.||interlocular cavitation, adverse seasonal conditions.|
Grand Canyon|Idaho Seed Bean Co. PVP 7600012.|Idaho Seed Bean Co. PVP 7600012.|||||
Green Cluster|Ferry-Morse Seed Co., Mountain View, California.|Ferry-Morse Seed Co., Mountain View, California.|white seed, round pod processing for mechanical harvesting.|W.S. Tendergreen.|all bean growing areas. Ferry-Morse desc. list. 1959.|common, New York 15 bean mosaic.|United States 5 x Dixie Belle types.
Green Gator 15|Harris Moran Seed Co.|Harris Moran Seed Co.|53 days, 6-7' pod size, #4 sieve, round/oval pods.|||BCMV (I).|
Green Isle (144)|Northrup, King and Co.||white seeded bush, green podded.|White Seeded Tendercrop. 1967.||tolerance to common mosaic.|closed.
Green Ruler|Michigan Agric. Expt. Sta.|Harris Seed Co.|open pollinated, bush, early, freezes and cans well, with concentrated production.||wide. 1977.|common bean mosaic virus.|Greencrop x Romano.
Green Savage|Louisiana Agric. Expt. Sta., Baton Rouge.|Reuter Seed Co.|stringless, high yield and quality, straight podded.|Blue Lake.|southern United States. 1949.|rust.|Savage Wonder x Canfreezer.
Greenback (SSC 1202)|Shamrock Seed Co.|Shamrock Seed Co.|a highly productive bush bean that produces a dark green, upright bush with high pod placement; the round to oval pods are medium green in color and range from 6 to 6.5 inches in length; suited for mechanical harvest; developed for fresh market.|Green Crop.|U.S. bean growing areas. 2003.||open pollinated.
Greencrop (New Hampshire 23)|New Hampshire Agric. Expt. Sta., Durham, New Hampshire.||white seed; long, green, flat pods, crop holds up well and matures at one time.|Bountiful.|wide. 1956.||Bountiful x Streamliner.
Green-Genes (160)|Northrup, King and Co.|Northrup, King and Co.|open pollinated, bush bean, green pod, flat, about 7' long and 0.5' in diameter, plant 18-20' tall, upright, dark green, white seed.|Greencrop.|United States 1977.||
Greenpak (GP 68-115)|Rogers Brothers Co.|Rogers Brothers Co.|open pollinated, Bush Blue Lake type with smooth, straight pods and erect bush, very good holding quality.|Bush Blue Lake 274.|wide.|common bean mosaic.|
Greensleeves|W. Alice Burpee Co.|W. Alice Burpee Co.|open pollinated, white seeded, extremely dark green podded bush snap bean with color carried well into pod interior, pods round in cross section.|Richgreen.|wide. PVP 7400040. 1974.|bean virus 1, New York 15.|selection form Richgreen x Harvester.
Harris Shipper|Joseph Harris Co.|Joseph Harris Co.|green, near round pod, moderate fiber, 5.5' pod, strong vigorous plant, purplish brown seed.|Contender. Harris Catalog 1960.||common bean mosaic.|Wade x Contender.
Harter (5495-2-B)|USDA Agr. Res. Service, Crops Res. Division, Beltsville, Maryland.||bush bean with long slender pods.|White Seeded Tendercrop, Corneli 14.|northern, central, western United States. W.J. Zaumeyer, 3 May 1963.|common bean and New York 15 mosaic.|B2008 x Topcrop.
Harvest King (1230)|Northrup, King and Co., Minnesota.||high yielding, white seeded, green podded bush bean, medium sieve size, fleshy. Maturity same as Improved Tendergreen.||||
Harvester|Asgrow Seed Co., New Haven, Connecticut.|Asgrow Seed Co., New Haven, Connecticut.|erect plant, long slender, smooth pods, high yields in four sieve size.||wide. 1957.|common and NY bean virus.|complex.
Hawaiian Wonder|Vegetable Crops Dept., Agric. Expt. Sta., University of Hawaii.||flat podded pole green bean, vigorous, pods borne high on vine, pods 6.5' x 8.5' long, smooth, light to medium green.|Lualualei.|Hawaii. Circ. 28, Hawaii Agric. Expt. Sta., October. 1949.|bean rust.|Bountiful x Lualualei.
Hercules (XP373)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|extremely high yields, large sieve, length 5.8'.|Benton.|North America. ASTA Cultivar Listing. PVP 9900434.|bacterial brown spot, BCMV.|
Hialeah (FM216)|Dr. G. Emery.|Ferry-Morse.|Gatorgreen pods on an upright plant habit, excellent concentration of maturity and yield potential.|Gator Green 15. PVP. 1989.||bean common mosaic virus.|
Highway|Seminis Vegetable Seeds. PVP 9400078.|Seminis Vegetable Seeds. PVP 9400078.|||||
Higrade|Rogers Brothers Seed Co., Idaho Falls, Idaho.|Rogers Brothers Seed Co., Idaho Falls, Idaho.|improved white seeded Tendergreen type, large round straight smooth, stringless medium dark green pods.|Tendergreen. Rogers Catalog 1961.||common bean Mosaic.|from undisclosed cross.
HM 946 (HMX 0946)|Harris Moran.|Harris Moran.|open pollinated, green, round whole bean. ASTA Cultivar Listing.||||
Homestyle (XPB196)|Asgrow.|Asgrow.|round-podded green bean with colored seed coats.|Flo. PVP. 1989.||bean common mosaic virus, anthracnose.|
Horizon (NCX8014)|Moran Seeds.|Moran Seeds.|open pollinated, for processing, moderately early with medium sized erect bush. Pod length 4.25-5.5' Blue Lake color and slow seed development.|Bush Blue Lake.|wide. PVP. 1983.|bean common mosaic- New York 15 strains.|
Hurricane (XP393)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|bush bean, round green pods with fiber, early maturity, reliable setting under heat, pods are 5.6' long.|Hileah.|SE and NE United States and Mexico. ASTA Cultivar Listing. PVP 200000133.|BCMV, rust, rust race 38.|
Hypa||Harris Moran.|high yielding, compact, lodge resistant, well suited to mechanical harvest.|||bean common mosaic virus. 1992.|
Hystyle (MOX8033)|Harris Moran Seed Co.|Harris Moran Seed Co.|open pollinated, processor cultivar with very erect habit for high density harvest, persistent green color, fleshy pods, dark pods 5.25-6.5', resists lodging.|Bush Blue Lake 47.|all bean areas. PVP. 1985.|bean common mosaic virus, New York 15 strain, bean mosaic virus, curly top virus; tolerance to rust.|
Idachief (X Ida 121-13)|University of Idaho, Twin Falls.|||White-Seeded Tendercrop. Idaho Agric. Expt. Sta. Bulletin 499. 1966.||curly top, common, bean virus 1, bean virus 1A, Summer Death, powdery mildew, some races of rust.|
Idagem (X Ida 3919)|University of Idaho, Twin Falls.||concentrated set, medium dark green, dark interior, pods on moderately erect bush, distinctly pubescent.|Tendergreen. Idaho Agric. Expt. Sta. Bulletin 499. 1966.||curly top, common, bean virus 1, bean virus 1A.|Burpee Stringless, Tendergreen, Corbett Refugee, Burtner's Blight Proof, B2008.
Idagreen|Rogers Brothers Seed Co., Idaho Falls, Idaho.|Rogers Brothers Seed Co., Idaho Falls, Idaho.|dark green bush Refugee, rounder, fleshier pod.|||common mosaic bean virus 1 and 15. 1950.|(((Idaho Refugee x New Stringless) x New Stringless) x Sensation Refugee 1066) x Logan).
Idaho Bountiful|University of Idaho, Moscow.||seed darker brown, pods darker green, matures three to five days later than Bountiful.|Bountiful.|wide regional. Idaho Agric. Expt. Sta. Bulletin 217. 1954.|curly top; common bean mosaic, bean virus 1; variant of common bean mosaic, bean virus 1A.|Red Valentine, Corbett Refugee, Burtner Blight-Proof, Bountiful.
Igloo|Hague-Igloo Vegetable Seeds, Inc. PVP 9700133.|Hague-Igloo Vegetable Seeds, Inc. PVP 9700133.|||||
Impact (XPB254)|Asgrow.|Asgrow.|very small sieve wax bean, good yield.|||bean common mosaic virus. PVP. 1991.|
Improved Commodore (Bush, Kentucky Wonder)|Corneli Seed Co., Saint Louis.|Corneli Seed Co., Saint Louis.|long, tender, crisp pods that remain at edible stage over a long period.|Commodore. Corneli Catalog. 1945.|||a selection of old Commodore.
Improved Higrade|Rogers Brothers Co., Idaho Falls, Idaho.||upright bush not as spreading as regular Higrade, pods 6', uniform setting, fleshy, round, smooth, medium dark green in color, low in fiber.||wide. Rogers Brothers Catalog, 1962.|common and New York 15 virus.|Tendergreen x (Rival x Wade Bush).
Improved Landreth|Rogers Brothers Co.|Rogers Brothers Co.|pods at. longer and rounder than Landreth.|Landreth Stringless.|||(Idaho Refugee x Full Measure) x Full Measure.
Characteristics: pods 6', smooth, round, medium green in color, fleshy, stringless, low in fiber. Upright bush.|Adaptation: wide. Rogers Brothers Catalog 1958. 1956.|Similar:|Breeder: Rogers Brothers Co., Idaho Falls, Idaho.|Resistance: mosaic, New York 15 virus; tolerance to curly top.|mechanical harvesting.|Parentage: Tendergreen x USDA 4.|Name: Improved Supergreen
Improved Tendergreen (Mosaic Resistant Tendergreen)|Rogers Brothers Co.|Rogers Brothers Co.|slightly longer pod and taller plant than Tendergreen.|||mosaic, bean virus 1, New York 15. Rogers Brothers Catalog. 1950.|(Idaho Refugee x Tendergreen) x Tendergreen.
Indy Gold (BE506101)|Rogers.|Rogers.|wax bean for processing or market, golden color.|Goldrush.|||
Itasca (140)|Northrup, King and Co.|Northrup, King and Co.|open pollinated, midseason, bush, white seed, green pod, medium sieve. 1974.||||
Jade (GB45-1-3-1)|Novartis Seeds, Inc.|Novartis Seeds, Inc.|fresh market, large upright bush, 16-18 cm round green pods.|||BCMV races 1 and NY15, curly top virus, tolerant to some strains of rust. PVP 9200052.|I 213 / OSU 4094-1-1 /3/ Galaslim / Early Gallatin // H318-2-1 /4/ I213 / ODU 4094-1-1 // H267 / Galaslim.
Javelin (FM 1555)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, white seeded fresh market processor type, slim, very attractive, uniform round pods.|Sprite.|Florida, Atlantic seaboard, New York, Wisconsin, California. 1985.|bean virus 1, bean virus 1A common bean mosaic viruses.|
Jumbo|Novartis Seeds, Inc. PVP 8100177.|Novartis Seeds, Inc. PVP 8100177.|||||
