Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Kuronan (XP 513C)|EMBRAPA.|Asgrow Seed Co.|open pollinated, high quality selection of Kuroda; uniform interior for tropical summer production.|Kuroda.|tropical summer production. 1984.|alternaria.|
Lance (908)|Dessert Seed Co.|Dessert Seed Co.|hybrid, uniformity, high orange color with freedom from green shoulder.|Imperator, Long Nantes.|general in the United States. 1972.||
Lariat (PS 131695)|Omar Diaz.|Seminis-Petoseed.|Cello/Jumbo type for fresh market, slicer for Northwest and Midwest, 9-10 inches long, main crop.|Navajo.|Northwest and Midwest U.S. 2000.||F1 hybrid.
Legend (PSX4486)|Petoseed.|Petoseed.|uniformity, high packout, sweet, firm, crisp flesh. 1990.||||
Liberty||Bakker.||Imperator.|||
Long Chantenay|Eastern States Farmers Exchange, West Springfield, Massachusetts.|Eastern States Farmers Exchange, West Springfield, Massachusetts.|rapid growth, smooth skin, rounded shoulder, small, full colored core, tender sweet flesh.||mineral soils in the Northeastern United States. Eastern States Cooperator 24 (1): 19, 1948.||selection and line breeding from Sherwood Seed Company's Chantenay for length and core color.
Long Imperator|Associated Seed Growers.|Associated Seed Growers.|a standard bunching carrot. 1942.||||Imperator.
Long Imperator 11|Asgrow Seed Company, New Haven Connecticut.|Asgrow Seed Company, New Haven Connecticut.|roots very uniform, longer and more slender than regular Long Imperator.|Long Imperator. Asgrow, Your-Crops, Vol. 6, Number 2, Spring, 1958.|||selection from Long Imperator.
Long Imperator 58|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|uniform long roots with good color; used mostly for shipping.|Long Imperator.|general. Ferry-Morse Seed Company, 15 April 1963.||
Long Knife|Pioneer.|Pioneer.|||||
Louisiana Danvers|Louisiana State University, Baton Rouge.|Renter and Cornell.|uniform color of cortex and stele.|Red Core Danvers. Louisiana Bul. 287, 1937.||off-color.|Danvers.
Lucky B|W.H. Gabelman.|University of Wisconsin, Madison.||Nantes.|||W259 x W266.
Lucky's Gold|W.H. Gabelman.|University of Wisconsin, Madison.||Nantes.|||W133 x W77C.
Luego (XPH7039)|Asgrow.||hybrid Nantes type, cylindrical long smooth roots, uniform shape.|Nantes. 1995.|||
Luxor (XPH7023)|Asgrow.|Asgrow.|European Nantes type, length of root is 15-17 cm, roots are very smooth, uniform, cylindrical and blunt, maturity is early, good foliage and attachment for mechanical harvest, well adapted bunching.|Nantes. 1991.|||
Madamoiselle (E9210)|Dr. C. Nichols.|Ferry-Morse.|Nantes type, early, medium sized, cylindrical, well stumped high quality.|Nantes Strong Top. 1984.||tolerance to powdery mildew.|
Magnum (HMX 1336)|Clause Seed Co.|Harris Moran.|processing type to be used for slicing; uniform in shape; interior color is acceptable in the market with a very good blunt tip, good length and good yield.||jumbo fresh market and storage areas of Canada, and fresh market of Mexico (also Mid West and Texas). 2002.|moderate to Alternaria.|F1 hybrid.
Mark II (FMX 105)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|Chantenay type with smooth blunt tip, round shouldered roots, with uniform interiors; good bolting tolerance and crack resistance.|Chantenay types.|Wisconsin, Canada, California. 1985.||F1 hybrid from FM inbreds.
Mercury||Chriseeds.||Imperator.|||
Merida (Nun6255)|Nunhems Zaden.|Nunhems Zaden.|roots 18-20 cm long, Nantes type, slightly conical, uniform roots, very high yields, excellent internal and external color, strong foliage. 1991.||||
Midas Touch (13C-X73)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, well stumped, smooth Chantenay type with excellent cooked color.|Red Core Chantenay.|wide. 1980.|powdery mildew, crack; tolerance to cercospora leaf blight, bolting.|
Minipak (ENHR)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, small fingerling carrot, good color and smoothness.|Scarlet Nantes.|eastern United States and Canada. 1969.||
Mistral|Ferry-Morse.|Ferry-Morse.|cylindrical, smooth Nantes/slicer 6.5 inch long, 0.9-1.3 inch wide rounded tip; excellent color with no green shoulders; field holds well.|Nantes.|||
Mokum||Bejo.||Danvers, Chantenay.|||
Monique||Crookham.||Nantes.|||
Morecuts (KXPC054)|K. Markiewicz-Ladd.|Polonica International.|strong tops 15-17 inch, long and slender roots 14-16 inch long, 3/4 inch diameter, well filled to the tip; smooth roots, small core, dark orange and sweet.|Primecut.|areas where 'baby' carrots are grown. 1997.|Alternaria, premature bolting.|
Motherlode||Shamrock.||Imperator.|||
Nanco||Vilmorin.|very versatile carrot, high quality yields, beautiful roots of length 17-20 cm, cylindrical smooth, very good coloration with no green or purple tops, solid healthy foliage, excellent keeping quality.|Nantaise Tip Top. 1980.|||
Nancy|Associated Seed Growers, New Haven, Connecticut.|Associated Seed Growers, New Haven, Connecticut.|intermediate between Nantes and Chantenay in type; good quality. 1943.|Nantes.|||Prime Rouge.
Nangro (XP506)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, early, high quality.|Nantes.|United States, Brazil, Mexico. 1982.||
Nantes Strong Top 3 (NST 3)|Dr. C. Nichols.|Ferry-Morse.|early attractive Nantes type with smooth, cylindrical, well stumped roots, medium sized tops, good interior color.|Nantes Strong Top, Nantesa Superior. 1983.||crack, tolerance to powdery mildew.|
Nantesa Superior|Breeder and|Ferry-Morse.|cylindrical, well-blunted Nantes 5-7 inch long, 1.2-1.5 inch wide; very resistant to cracking and breakage.|Nantes.|Mexico.||
Nanton (78-836-23)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, uniform, good color, freedom from green shoulder.|Nantes.|all carrot areas.||
Natasha (XP 8415)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|Nantes root type, excellent tops with good internal and external color, slightly pointed shape, good tolerance to bolting, root length 15-18 cm, has a thick orange neck, strong leaves, conic shape (visible characteristic of a Flakee type); yield same as Supreme; very uniform shape.|Supreme.|NAFTA, Argentina. 2003.||open pollinated.
Navajo (Sunex3211)|R. Freeman.|Sunseeds.|excellent color, early uniform maturity.|Apache. 1989.||alternaria.|
Neptune||Chriseeds.||Imperator.|||
Nugget|Keystone Seed Co.|Keystone Seed Co.|early, small, spherical, good color root for whole pack processing.||wide. 1968.||European forcing type.
Nuggeteer (13C-X65)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, very good color, length and shape for market.|Hi Color 9.|wide. 1980.|alternaria blight.|
Nutri-Red (PS800295)|R. Maxwell.|Seminis/Petoseed.|red, open pollinated; for lycopene extraction.|no cultivar like it.|home garden. 1996.||
Olympiad|C.E. Peterson and P. Simon, USDA.|||Imperator. 1984.|||(3475 x 4367) x 9253.
Orange Blitz|Dakota.|Dakota.|early maturing, high tonnage, solid orange.|Apache. 1992.||bolting.|
Orange Crush|Dakota.|Dakota.|early maturing, high tonnage, solid orange.|Apache. 1992.||bolting.|
Orange Strike|Dakota.|Dakota.|early maturing, high tonnage, solid orange.|Navajo. 1992.||bolting.|
Orbit||Chriseeds.||Paris Market.|||
Orlando Gold|C.E. Peterson, USDA, Florida, Texas, California, Arizona, and Idaho Agric. Expt. Sta.|Alf Christianson Seed Company, Northrup King and Co.|F1 hybrid, uniform exterior and interior color; smooth to intermediate taper, high carotene, good flavor.|Imperator 58.|United States carrot areas. 1982.||B3640 BC1 x F524.
Pacific Gold||Sakata.||Imperator.|||
Packer (XP Crk W 104)|Crookham Co.|Crookham Co.|F1 hybrid, uniform, long, slim root that carries weight well to the root tip; long strong leaves with strong attachments; interior and exterior color is superior.|Long Imperator 58.|wide. 1981.||(B3640 x B3080) x Cr300C.
Packmaster (91P6)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, late, long, 8-10', taper root, good interior and exterior color, short but strong top.|Goldpak.|northern United States and Canada. 1973.|tolerance to leaf blights.|
Pak Mor|Breeder and|Harris-Moran.|early maturing hybrid, 8-10 inch show taper with semi-blunt tip.|Dominator, Apache.|||
Paramount (XPH 159M)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early, straight, smooth uniform.|Imperator. 1981.||tolerance to alternaria and cercospora.|Michigan Agric. Expt. Sta. and Asgrow inbreds.
Parano|Nunhems.|Canners.|Nantes type, 17-19 cm long smooth exterior, good uniform internal and external color. 1989.||||
Passage (XPH3740)|Asgrow.||blocky Danvers type with deep orange color, superior flavor for processing, medium tops.|Danvers. 1994.||alternaria, blight.|
Paydirt|Breeder and|Shamrock Seed Company.|Imperator type, early maturity, cylindrical roots, good tip fill 10-11 x 1.6 inch, strong tops and top attachment, heavy yielder.|Imperator.|California, Arizona, Texas, Florida. 1995.|Alternaria blight, powdery mildew.|
Petite Claire (HMX8324)|Clause.|Harris Moran Seed Co.|cylindrical, slightly tapered roots, smooth, strong tops and early.||Mexico, Canada, Nantes growing regions of the United States. 1999.||
Piece Keeper|Pioneer.|Pioneer.|||||
Pioneer|Joseph Harris Co.|Joseph Harris Co.|F1, long Nantes type with uniform length, color, and type.|Nantes Long.|northeastern United States and Canada. 1964.||
Pipeline (XP18004)|L. Baker.|Seminis/Asgrow.|long, semi-tapered, slightly later than Diamond Cut, medium maturity, Imperator type.|Choctaw.|Northeast United States. 1999.||F1 hybrid.
Plato||Chriseeds.||Imperator.|||
Prago (XPH3748)||Asgrow.|long blunt roots with deep orange color. medium sized tops.|Nantes. 1995.|||
Prelude (PS38891)|R. Maxwell.|Seminis/Petoseed.|cello type with high beta-carotene; 8-9 inch length with gradual taper to a blunt tip; maincrop maturity.|Temptation.|NE United States and Canada, California, Colorado. 1993.||
Premium (XPH3883)||Asgrow.|vigorous tops on smooth long deep orange roots with slight taper.|Imperator. 1995.||alternaria, blight.|
Presto||Vilmorin.||Nantes.|||
PrimeCut 59|R. Freeman.|Sunseeds.|slender imperator with excellent color and eating quality; 9-11 inch under high populations; best suited for cut/peel production; strong foliage, smooth exterior.|Long Imperator.|most commercial carrot production areas where imperator type is used. 1995.|strong tolerance to Alternaria dauci.|
Primo||Vilmorin.|mechanical harvest, very early root length 16-18', quite cylindrical, stumped rooted. good internal and external color, no green tops.|Buor, Tancan, Tarenco. 1985.||bolting.|
Prodigy (PS 302295)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|Danvers, Flakkee shape; root length 23-26 cm, CMS, high yield, strong top, good internal color and flavor; for the cut and peel, cello and processor markets.||northeast U.S. 2001.||F1 hybrid.
Prospector (PS3282)|Dale Kammerlohr.|Seminis/Petoseed.|long 9-10 inch smooth imperator type with mild sweet flavor; high yield and uniform color.|Imperator.|Midwest, California. 1986.||
Protoge (XPH3786)|Asgrow.|Asgrow.|cylindrical large smooth root with good uniform interior color for processing as a slicer type.|Lucky B. 1996.||alternaria, blight.|
Pygo Improved|Rispens.|Rispens.|heavy Nantes type, excellent for slicing.|Eagle. 1991.||tolerance to alternaria.|
Recoleta (PS306796)|R. Maxwell.|Seminis/Petoseed.|Berlicum shape, root length is 22-25 cm, strong healthy tops, good for processing.|Goliath.|Argentina, North America. 1999.||
Rival|Breeder and|Ferry-Morse.|cylindrical, smooth Nantes/slicer 8-9 inch long, 1-1.5 inch wide; uniform interior and exterior color; field holds well; very sweet flavor.|Nantes.|||
Royal Chantenay|Northrup King and Company, Minneapolis.|Northrup King and Company, Minneapolis.|roots are longer and more cylindrical than Red Cored Chantenay. 1952.||||Red Cored Chantenay.
Royal Crown (275)|Agway.|Agway.|hybrid, vigorous, suitable for market or processing.|Imperator. 1968.|||M1558 seed parent.
Royal Nantes (NV 1406)|Northrup King.|Northrup King.|a nonbolting selection, same as Scarlet Nantes.|Scarlet Nantes. 1982.|||
Saber (915)|Dessert Seed Co.|Dessert Seed Co.|hybrid, uniformity, high orange color, freedom from green shoulder.|Long Nantes.|general. 1972.||
Savory (403-3)|USDA-ARS at Department of Hort., University of Wisconsin, Agric. Research Sta.|ARCO Seed Co.|F1 hybrid, high carotene and excellent flavor.|Orlando Gold.|United States. 1986.|tolerance to alternaria leaf blight.|(8080S x 2302) x 2566.
Seminole|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, early; strong tops; good color; root fills well to tip.|Imperator.|most shipping carrot production areas. 1985.|tolerance to alternaria.|
Shamrock 1|Shamrock.|Shamrock.|Imperator class roots 9-10' long, roots are smooth and semi cylindrical, dark orange, strong crown attachment.|||tolerance to blight. 1986.|
Shona (SDC I040)|G.C. McWalter.|Campbell Institute.|heavy shoulder dicer, very smooth, stumped, very intense and uniform internal color, very little greening or pale cambium, needs 20+ weeks growth, short top.|Camden F.I., Corrie, Long Chantenay. 1987.|||
Sierra (490)|Northrup King and Co.|Northrup King and Co.|F1 hybrid, Imperator type, 65 day maturity; excellent internal and external color; smooth. uniform roots are 10-11.5' in length, 1.25' in diameter.|Fancy Pak.|wide. 1978.|bolt.|
Six Pak|Harris Moran.|||Imperator.|||
Six Pak II|Harris Moran.|||Imperator.|||
Six Pence (Hybrid 2914)|Harris Moran Seed Co.|Harris Moran Seed Co.|F1 hybrid, Hicolor Imperator type with long semi-cylindrical roots, 9-10'; average root diameter 1.25', tops 18-20'.|Imperator 58.|fresh-market areas. 1985.||
Six Shooter (HMX 6319)|Mark Mason.|Harris Moran.|early maturing Imperator type carrot for cello/jumbo markets with improved color and length; bolt tolerant with good field holding ability.||U.S. 2002.||F1 hybrid.
Slice and Dice|Ferry-Morse Seed Company, Detroit.|Ferry-Morse Seed Company, Detroit.|Chantenay type with long, cylindrical roots; smooth; excellent color.|Long Chantenay.|wide. 1958.||selection from Long Chantenay.
Sophie (HMX8325)|Clause.|Harris Moran Seed.|cylindrical Nantes roots, very sweet, tender, juicy fresh market.||Canada, Mexico, United States. 1999.||
Sovereign (PS17789)|Petoseed.|Petoseed.|8-8' roots, excellent interior color, good top attachment, non-harsh flavor, very uniform shape.|Avenger, Legend, Prospector. 1994.|||
Sparta||Chriseed.||Imperator.|||
Spartan Bonus|C.E. Peterson.|||Danvers.|||(MSU1558 x MSU5931) x MSU9541 MSU. 1968.
Spartan Delite (40134, 40133)|Michigan State Ag. Expt. Serv., East Lansing.||hybrid, late maturity for fresh-market type with very long roots; superior culinary quality, color, and uniformity.|Imperator.|northern mucklands in the United States. Release memo, March. 1971.|cercospora leaf spot.|[(MSU 5931. x MSU 6000) x MSU 5986).
Spartan Fancy (69W146, 40122, 40131, 40128)|Michigan State Agric. Expt. Serv., East Lansing.|various seedsmen.|hybrid, superior culinary quality, uniformity, and color.|Spartan-Sweet.|northern mucklands in the United States. Release memo, March. 1971.|storage rots; tolerance to cercospora.|[(MSU 5931 x MSU 5986) x MSU 6000.).
Spartan Sweet (67S32m MSU 7707)|Michigan State Agric. Expt. Sta., East Lansing.|Crookham Co.|hybrid, excellent interior and exterior color, free from green shoulder and core, good flavor.||northern mucklands. 1969.|cercospora leaf spot.|MSU 5931 x MSU 6000.
Sprinter (Hybrid 2101)|Harris Moran Seed Co.|Harris Moran Seed Co.|F1 hybrid, Imperator 58 type, good vigor, long cylindrical roots 8-9', average diameter 1.25, tops 18-20'.|Imperator 58.|fresh market areas. 1985.||
Starca (Nun4506)|Nunhems Zaden.|Nunhems Zaden.|suitable for mild and late cropping, smooth and cylindrical roots, medium long Nantes type 16-18 cm, strong foliage. 1991.||||
Streamliner|Ferry-Morse Seed Company, Detroit.|Ferry-Morse Seed Company, Detroit.|short, sturdy tops; roots long, tapering, deep orange; small cores; slightly tough.|Long Imperator.|California in cool weather. Ferry-Morse Seed Company Descriptive List. 1939.||
Characteristics: jumbo/cello or slicer with very smooth exterior and uniform interior color; tapered shape with blunt tips; early maturity.|Breeder. R. Maxwell|Similar: Enterprise.|Breeder:|Resistance:|Washington, Midwest, and Canada. 1995.|Parentage:|Name: Stylus (PS37393) -
Sucram|D. van der Ploeg N.V.|Herbst Brothers.|slender, red, small core roots; market or processing.|Amsterdam Forcing. 1968.|||
Sugar Snax 54||Sunseeds.||Imperator.|||
Sundance (NVH 1000)|Northrup King.|Northrup King.|fresh market or slicing hybrid, 75 day maturity; produces 10-11' roots in length, 1 1/4' in diameter; tops 15-17' in length, interior and exterior color is bright orange, smooth and tapered.|Fancipak. 1981.|||
Sunrise (86W133)|N. Molenaar.|Crookham.|uniform long blunt, dark orange interior, medium core, vigorous top, 20-22'.|Goldmine. 1990.|||
Supreme Half Long|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|very small top, smooth root, excellent color and quality; bushel carrot, broader than Nantes.|Danvers.|wide. 1937.||selection from Half-Long Luc.
Sweet 16 (XP18016)|L. Baker.|Seminis/Asgrow.|California cut and peel hybrid with long roots, good color, high sugar.|Caropak.|California. 1998.|Alternaria dauci.|
Sweet Bites (HMX6320)|Harris Moran.|Harris Moran.|wide adaptation, sweet mild flavor, 23-25 cm long, tube-shaped roots, excellent quality.|Caropak and Prime Cut.|California, Canada, Pacific Northwest, Texas, Florida. 1999.|moderate tolerance to Alternaria.|
Sweet Orange|Burpee Seed Co.|Burpee Seed Co.|||U.S. 2003.||
Sweet Rocket|Burpee. 1999.|Burpee. 1999.|||||
Sweet Treat|Burpee. 1998.|Burpee. 1998.|||||
Sweetcuts (KXPC055)|K. Markiewicz-Ladd.|Polonica International.|smooth and long roots 13-15 inch long and 0.75-1 inch diameter, small core, strong tops 16-18 inch tall; sweet not brittle.||areas where 'baby' carrots are grown. 1997.|tolerant to Alternaria and premature bolting.|
Sweet-N-Crisp (Hybrid CrkW276)|Crookham Co.|Crookham Co.|F1 hybrid, sweet and crisp, filled to tip; oversized, can be used as slicers; culinary quality superior to open shipper carrots.|Gold Pak.|where Gold Pak and Long Imperator are grown. 1981.||(Cr 304 x 5986) x Cr 317.
Sweetness|Petoseed.|Petoseed.|early maturing Nantes, lovely shape, good color, wonderful flavor, brittle roots must be dug by hand, home garden only.|Scarlet Nantes. 1991.|||
Tahoe (462B)|Northrup King and Co.|Northrup King and Co.|F1 hybrid, smooth exterior, uniform reddish-orange interior, heavy shoulder, tapers slightly to a blunt tip; length 7'.|Gold King.|United States. 1977.||
Target (729136)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, uniform orange long Chantenay type.|Spartan Bonus.|northeastern United States. 1976.||
Tastypeel (PS 711202)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|cut and peel type; 14 inch roots that are slender with an even diameter; no shoulder, blunt tip; flavor and texture are excellent relative to competing cultivars.|Primecut.|U.S.; cut and peel; grower/shipper. 2001.||F1 hybrid.
Temptation||Petoseed.||Imperator.|||
Terminator (FMX 471)|Ferry-Morse.|Ferry-Morse.|long slender 12-14' with a width of 1-1.5' cylindrical root with medium external smoothness. good orange color uniformly through out the root, strong tops.|Gold Pride, Apache.|||
Texsun (13C-X24)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, smooth, cylindrical for market, very good exterior color.|Long Imperator 58.|Texas, Florida, California. 1980.|tolerance to cercospora, alternaria leaf blight, bolting.|
Thor (2755)|Moran Seeds.|Moran Seeds.|F1 hybrid, dual purpose, fresh or processor; continues sizing after fresh-market stage, smooth root, less pronounced shoulder, roots 7-9', tops 20-24', semi-cylindrical roots.|Imperator.|wide. 1981.|tolerance to alternaria.|
Thumbelina (PSR1030)|Petoseed.|Petoseed.|small round root, excellent orange color, home garden and processing. 1990.||||
Top Notch (XP3918)|L. Baker.|Seminis/Asgrow.|cello Imperator with big tops, good yield and quality roots.|Navajo.|Canada, Florida, Midwest. 1998.|moderate to Alternaria.|
Touche (DEXP 322)|Dessert Seed Co.|Dessert Seed Co.|hybrid, high color and uniformity.|Touchon. 1974.|||
Toudo||Vilmorin.|short growth cycle, average length roots very smooth and well colored.|Touchon. 1981.|||
Toudo Hybrid|W. Atlee Burpee Co.|W. Atlee Burpee Co.|F1 hybrid, Nantes type cylindrical stumped roots that resist splitting.|Nantes.|wide. 1985.||
Toudo II|Burpee Company.|Burpee Company.||Nantes. 1999.|||
Trigger (PS 140395)|Omar Diaz.|Seminis-Petoseed.|Cello/Jumbo type, for fresh market, main crop maturity, 9-10 inches long, tapers to blunt tip, strong top, excellent color, good yield.|Apache.|Northwest and Midwest U.S. 2000.||F1 hybrid.
Triple Play 58||Sunseeds.||Imperator.|||
Triumph (PS 5086)|Petoseed.|Petoseed.|fresh market, cello and peeler.|Avenger, Legend.|||
Trophy (9160 AN)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, Imperator type with smoother roots and better interior and external color.||general. 1974.||
Veronesa (RS 2696)||Seminis Vegetable Seeds-Royal Sluis.|long Flakee/Kuroda type with blunt tip; good bolting tolerance; very uniform root; for the summer season; very good color and root quality.|Brasilia.|Colombia, Brazil. 2002.||F1 hybrid.
Vicna (XP7000 399)|C. Crookham.|Seminis/Asgrow.|tropical open pollinated, good yield, bright orange color.|Brasilia.|Brazil. 1999.||
Vitasweet #691||Abbott and Cobb.|strong 9-10 inch tops; bright orange roots; early maturity.|Apache. 1990.||tolerant to Alternaria.|
Vitasweet #711||Abbott and Cobb.|mid-early Imperator type with 9-10 inch, tapered, very smooth, high carotene roots.|Caropak. 1989.|||
Vitasweet #781||Abbott and Cobb.|medium late high quality high carotene type; very smooth roots good for peeling.|Caropak. 1991.|||
Vitasweet tm 830 (ACX 824427)|Abbott & Cobb.|Abbott & Cobb.|good uniform cello pack type, deep orange color, strong top, sweet flavor.|Gold Pack, Imperator 58. 1983.|||
Vitasweet tm 840 (ACX 824418)|Abbott & Cobb.|Abbott & Cobb.|strong top, uniform size and shaped root, deep orange exterior and interior, sweet flavor. Gold Pack, Imperator 58. 1983.||||
Vitasweet tm 850 (ACX824404)|Abbott & Cobb.|Abbott & Cobb.|8-9' uniform root, uniform dark orange interior and exterior, sweet flavor.|Gold Pak, Imperator 58. 1983.|||
Vita-Treat (PS46295 [BB])|R. Maxwell.|Seminis/Petoseed.|peeler for California, early, slightly wedged shape, smooth interior.|no cultivar like it.|California. 1998.||
Viva La France|W. Atlee Burpee and Co.|W. Atlee Burpee and Co.|||||Nantes Hybrid.
Waltham Hicolor|Waltham Field Sta., University of Massachusetts, Waltham.||long, slim, dark colored carrot of the Hutchinson type for packaging and bunching.||dark colored Hutchinson cultivar.|leaf blight. 1955.|Hutchinson x Turkey Red Carrot.
Warrior (FMX 611)|Ferry-Morse.|Ferry-Morse.|7-9' carrot with slightly tapered shape and semi-blunt tip, very smooth exterior and good color throughout, tops are medium height, dark green and very strong, good flavor.|Caro Spike.||tolerance to alternaria.|
Woodland (472)|Northrup King and Co.|Northrup King and Co.|F1 hybrid, Imperator type selected for smooth exterior and uniform interior color, top slightly shorter than Fanci Pak.|Fanci Pak, Imperator 408 and Imperator 58.|warm season areas for market and shipping. 1976.||
Yardley II (PS74989)|Dale Kammerlohr.|Seminis/Petoseed.|early long Kuroda with very sweet flavor and crunchy texture.|Kurodin.|Caribbean. 1991.||
