Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Melissa|Seedway.|Bejo.|hybrid, Savoy, early, dark green solid heads, tall wrappers.|||yellows, tolerance to tipburn.|
Mentor|Bejo Seeds.|Bejo Seeds.|processing F1 hybrid with uniform, very large and dense heads; excellent yields for kraut or slaw.|||fusarium yellows, tipburn.|
Mercury (5432)|Dessert Seed Co.|Dessert Seed Co.|uniform head, highly compact with short core, blue-green color.|Badger Belle.|general. 1973.|yellows and mosaic.|hybrid, DW 343 x Badger number 110.
Missouri|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|late hybrid with large, round, gray-green tapered heads.|||thrips tolerance.|
Montego|Seedway.|Bejo.|hybrid, storage, late, tapered base, large round heads excellent standability.|||yellows, tolerance to tipburn, black speck.|
Morden Midget|Experimental Sta., Morden, Man., Canada.|T and T Seeds, Winnipeg, Canada.|nonbursting heads, dwarf plants, blue foliage, small heads 4 and 5' in diameter.|Early Vienna.|most areas where yellows is absent. 1956.|head bursting after ready for use.|Early Vienna x Golden Acre, sibbed four times during 6 selection years.
Morris|Seedway.|Bejo.|hybrid, fresh market, dense, short core.|||tipburn, splitting resistant, yellows, tolerance to tipburn, thrips.|
Morse's Large Red|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|dark-red color; slow bolting.|Mammoth Rock Red.|Pacific coast of the United States. 1939.||selection from market garden strain.
National|Seedway.|Bejo.|hybrid, storage, very late, dark green, compact.|||tolerance to tipburn, black speck.|
Novusa|Seedway.|Bejo.|hybrid, Savoy, medium maturity, round to slightly flattened, solid heads, fresh market or storage.|||tolerance to tipburn.|
Number 33|Chriseed.||hybrid, medium maturity, blue-green, large head, flat round.|||yellows; tolerance medium high to alternaria, moderate to black rot, tolerance to black speck, tipburn.|
Oakview Ballhead|Ferry-Morse Seed Company, Detroit.|Ferry-Morse Seed Company, Detroit.|storage and late market type, solid and round headed.|Ballhead.|wide. 1941.||Ferry's Hollander.
Ocala|Sunseeds.|Sunseeds.|F1 hybrid, midseason, dual purpose for fresh market or processor, good holding quality.|Rio Verde.|wide.|fusarium yellows, black rot.|
Odina|Tom McBride.|Seminis Vegetable Seeds.|late hybrid with large, blue-green heads.|||fusarium yellows, moderate black rot.|
Olympic (NVH 658)|Northrup King.|Northrup King.|large frame, uniform, gray-blue color, holds very well, under stress conditions produces larger heads than Rio Verde, two weeks earlier than Rio Verde in maturity.|Rio Verde. 1982.||black rot, yellows, tipburn.|
Pacifica (SCB8103)|Sakata.|Sakata.|deep green color with a solid, round, tight head.|Headstart. 1990.||fusarium yellows, tipburn.|
Panther||Chriseed.|hybrid, early, medium green, small solid heads, fair field holding, good flavor.|||yellows.|
Parel|Bejo Seeds.|Seedway.|early maturity, fresh-market, F1 hybrid with small compact heads on a short stem.|||tipburn tolerant.|
Pedro|Seedway.|Bejo.|hybrid, red, long term storage, very late, round-oval, medium tall, short cores.|||tolerance to tipburn, black speck.|
Pee Wee (Morden GAZ MIN2)|Morden Agric. Expt. Farm, Morden, Manitoba, Canada.||very dwarf plants, small half-pound heads.|Morden Midget.|general. 1967.||Golden Acre number 84/58-3 x Morden ZCO1A/58-3.
Pennant (NVH 672)|Northrup King.|Northrup King.|F1 hybrid, fresh market type, medium frame size, blue green in color, good wrapper leaves, healthy appearance under a wide range of climatic conditions; matures a week earlier than Rio Verde; holding ability excellent.|Rio Verde.|wide. 1985.|fusarium yellows, tipburn.|
Pennvalley|Pennsylvania Agric. Expt. Sta. State College.|||Penn State Ballhead.|Pennsylvania. Philadelphia Agric. Expt. Sta. Prog. Rpt. Number 84. 1952.|yellows;|Penn State Resistant Ballhead x resistant Wisconsin Ballhead backcrossed to Penn State Ballhead.
Pillan (38894)|Doug Souza.|Seminis-Asgrow.|tropical, semi-flat head, pale to medium green, early maturity, good heat tolerance, mid to upland type, good holding.|R.R. Cross.|Caribbean, Asia, Brazil. 2000.|fusarium yellows.|F1 hybrid.
Platinum Dynasty (XP 52101257)|Tom McBride.|Seminis-Asgrow.|spring-summer-fall harvest, main season, fresh market, round shape, good size, vigorous growth, good wrapper.|Bravo.|northeast U.S. 2000.|fusarium yellows, black rot.|F1 hybrid.
Polaris (87G-100)||Sakata.|hybrid, mid-late maturity, semi storage type, compact, bluish green.|||yellows, tolerance to tipburn.|
Polo (XPH 5786)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|medium-late hybrid, matures in 80 to 85 days, tropical type, plants are semi flat and blue-green in color with good canopy for head protection.|Green Coronet.|Brazil. 2002.||F1 hybrid.
Primavoy|Reed.|Nickerson.|hybrid, excellent late market and storage cultivar Savoy, compact heads, flattened round medium dark blue-green.|||yellows and frost tolerance.|
Prime Time (EO200)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, fresh-market type, medium to large frames, dark blue-green color; wrapper leaves tight, tall, and smooth; second early to midseason maturity.|PrimePak.|wide. 1981.|fusarium yellows.|
Primero A (XPH5236)|Asgrow.|Asgrow.|large, vigorous plant, gray-green savoyed foliage, good canopy protection; round to slightly flattened heads, solid with short cores; maturity is one month later than Conquest.|Bravo, A & C 5, Solid Blue 760. 1990.|||
Primero S|Bejo Seeds.|Seedway.|F1 hybrid with dark red color, compact solid heads on a short stem with few upright wrapper leaves.|||black leg and tipburn tolerant.|
Princess||Canners.|compact, cylindrical, oval type, 1-1.2 kg average wt, late bolting. 1989.||||
Prizemaker (ACX 016)|Abbott & Cobb.|Abbott & Cobb.|F1 hybrid, good uniformity, short core.|Supermarket.|wide. 1979.|fusarium yellows; tolerance to tipburn.|
Protector|Reed.|Northrup King.|hybrid, rugged, rough, short wrappers.||wide, dark blue-green.|yellows; tolerance to black rot, very strong to thrips.|
Provita|Reed.|Petoseed.|hybrid, long term storage, well wrapped, fine internal structures, deep round tapered base, medium dark green.||||
Puma|Chriseed.||hybrid, early, market, very solid, round to slightly flat, high density, solid.|||yellows, tolerance to thrips.|
Quakerstate Ballhead (YR13 x F)|Agway.|Agway.|round solid head up to 6 pounds.|late Danish types.|northern United States. Agway 1967 Catalog.|yellows.|
Quick Start||Takii.|hybrid, head start class early cabbage, round, dark green, shorter core, good field holding ability.|||yellows.|
Ramada|Bejo Seeds.|Seedway.|fresh-market F1 hybrid with well-wrapped dense, upright heads, medium-large, dark blue-green.|||fusarium yellows; tolerance to tipburn and black rot.|
Rancho Red (BOSCO99)|Orsetti.|Brinker.|medium sized red cabbage; carries red through interior; adaptability good through USA.|Ruby Ball, Perfection. 1990.|||
Ranger (XPH 1069)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, solid relatively small heads; holds well, good flavor.|Market Topper. 1977.||cabbage yellows.|
Red Acre||Harris Seeds.|solid, small, round heads with dark color; good wrapper leaves; stands well without splitting.||||
Red Baron|Takada Veg. Seed Co.|Shamrock Seed Co.|red cabbage hybrid with medium size, round heads.|||black rot tolerance.|
Red Dynasty|Tom McBride.|Seminis Vegetable Seeds.|red cabbage hybrid with medium round heads.||||
Red Express (102 134)|Petoseed.|Petoseed.|small size, red home garden specialty markets.||||
Red Head, Keystone (5587)|Keystone Seed Co.|Keystone Seed Co.|hybrid, midseason, red, spherical heads, holds well.|red market types. Keystone Catalog. 1969.|||
Red Head, Reed|Reed.|Orsetti.|hybrid, main season, bright red, flattened heads.||south.||
Red Jewel (SCB9602)||Sakata.|hybrid, red cabbage, good internal color, good size.|||cracking resistant, tolerance to tipburn.|
Redman (Hybrid Red-RIR2)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, midseason, uniform round, well wrapped, solid, medium size head.|Red Danish.|general. 1974.|cabbage yellows.|
Regal (Hybrid 1558)|Keystone Seed Co.|Keystone Seed Co.|F1 hybrid, early blue-green market cabbage with spherical head and fine high-quality interior.|Badger Shipper, but earlier.|not restricted. 1977.|black speck.|
Regal Red (BOSCO20)|Orsetti.|Brinker.|large round head, earlier than Rio Grande Red.|Red Head. 1989.|||
Regina (XP 811)|Agway.|Similar: Market Prize.|Danish type for summer and fall harvest; round, tight, blue-green head with short core.|Resistance: to yellows.|northeastern United States. Agway Vegetable Seed Catalog, 1972.|splitting.|hybrid, Wis. B113 x Ag 26572.
Resistant Detroit|Ferry-Morse Seed Company, Detroit.|Ferry-Morse Seed Company, Detroit.|early, round and firm head.|Copenhagen Market.|wide. 1936.|cabbage yellows.|selection from European stock.
Resistant Glory|Ferry-Morse Seed Company, Detroit.|Ferry-Morse Seed Company, Detroit.|kraut type.|Glory.|wide. 1952.|cabbage yellows.|Early Kraut type (very probably Danish stock).
Retosa|Seedway.|Bejo.|hybrid, Savoy, early, medium fine, dark gray green.|||yellows, tolerance to tipburn.|
Rinda|Reed.|Petoseed.|hybrid, earliest processing cultivar, solid, uniform, good holding.|||yellows, tipburn.|
Rio Grande Red (BOSCO19)|Orsetti.|Brinker.|hybrid, large framed red, large wrappers, excellent in Florida, flattened, medium red.|Red Head. 1988.||tolerance to tipburn.|
Rio Verde (Sakata Number 30)|T. Sakata and Co.|Northrup King and Co.|F1 hybrid, Greenback type, but head more flattened; leaves semi-wavy, blue-green color. 1965.||||closed.
Riovoy (SSC 16093 F1)|Nozxaki Seed.|Shamrock Seed Co.||Savoy King.|all cabbage growing regions in U.S. 2000.||F1 hybrid.
Robson Large Glory|Robson Seed Farms, Hall, New York.|Robson Seed Farms, Hall, New York.|larger, more uniform, and out-yields Reeds Glory.|Reeds Glory.|kraut areas. 1952.||selection from Reeds Glory.
Rocket (PSX63880)|Reed.|Petoseed.|hybrid, very early, best for cool season, good density, nice wrappers, round, dark blue-green.|||fusarium yellows, tolerance to thrips. 1988.|
Rodolfo|Seedway.|Bejo.|hybrid, processing, large round heads, short core.||northern and southern United States.|tolerance to yellows, tipburn.|
Rohnert's Early Red|Waldo Rohnert Company, Gilroy, California.|Waldo Rohnert Company, Gilroy, California.|earliness, red color throughout head.||wide. 1958.|yellows.|
Rolto|Reed.|Nickerson.|hybrid, late market-storage red, nice wrappers, round-oval, dark red.|||yellows, tolerance to tipburn, black rot.|
Rona|Reed.|Petoseed.|hybrid, excellent storage red, thick leathery fancy wrappers, round head, very dark red.|||yellows, tolerance to tipburn, black rot.|
Rookie|Reed.|Sakata.|hybrid, red, midseason flattened round, medium-dark red.|||tolerance to tipburn.|
Roundup (Hybrid number 5)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, plants large with Resistant Glory-type foliage; heads medium size, slightly flattened globe, well wrapped; fully mature heads may be used for kraut.|Resistant Glory.|general, but not on muck. 1965.|fusarium yellows.|hybrid; female selected from Cornell University material.
Royal|Reed.|Nickerson.|hybrid, midseason red, high yielder, round-oval, yellows, tolerance to tipburn.||||
Royal Dynasty (XP5210387)|Glenn Ruttencutter.|Seminis-Asgrow.|main season CMS, round to semi-round head, blue-green cover canopy; summer-fall in east and south; winter in south.||midwestern U.S., south-central U.S. 2001.|XCCR, fusarium.|F1 hybrid.
Royal Vantage|Reed.|Sakata.|hybrid, vigorous, fancy in Texas and Florida, round dark blue-green.|||yellows; tolerance to thrips, black speck, black rot, tipburn.|
RS 3060|Petoseed.|Petoseed.|late season fresh market hybrid with excellent round dense heads; also suitable for processing.|||fusarium yellows, tipburn tolerance.|
RS 3080|Petoseed.|Petoseed.|attractive storage hybrid with excellent field holding ability and mid-long storage.||||
RS 3085|Petoseed.|Petoseed.|storage hybrid with medium heads for fresh market out-of-storage.||||
RS 4024|Petoseed.|Petoseed.|red cabbage hybrid with large dark red heads.|||thrips tolerance.|
RS 6696|Petoseed.|Petoseed.|large, vigorous storage hybrid with high yields and long stability.|||thrips tolerance.|
Ruby Ball|Reed.|Takii.|hybrid, very early open, round, solid, medium dark.|||tolerance to green tipburn.|
Ruby Dynasty (EX 5219037)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|early maturing red CMS type; 7 to 10 days earlier than Red Dynasty; round heads with good wrapper protection; vigorous and uniform; for fresh market.|Red Rookie.|NAFTA - southeast U.S. 2003.||F1 hybrid.
Ruby Perfection|Reed.|Takii.|hybrid, late red, excellent quality, medium sized, nice wrappers, round dark red.|||yellows, tolerance to black rot, tipburn.|
Sagittarius (177868)||Seminis Vegetable Seeds-Asgrow.|early CMS type intended for fresh market; matures in 95 days in the summer and 105 days in the late spring in Brazil; good holding ability has been noted.|Shinsei.|Brazil. 2002.|intermediate to Fusarium yellows.|F1 hybrid.
Salad Delight||Burpee.|early maturing high quality red cabbage.||||
Sanibel (Badger Hybrid 14)|Department of Plant Pathology, University of Wisconsin, Madison.||F1 hybrid, very uniform, vigorous, suitable for kraut or market in the northern United States or for high-quality market cabbage in the southern United States and Florida; more productive than open pollinated kraut and market types; deep blue-green color.|extremely uniform Globe or Morden Market.|wide. Wisc. Agr. Ext. Sta. Res. Bul., 1967. 1967.|fusarium yellows, internal tipburn, powdery mildew, Rhizoctonia (bottom rot), and black speck.|Badger Inbred 13 (female) and Globelle (male).
Saratoga|Seedway.|Bejo.|hybrid, storage, vigorous, holds green after long storage dense leafy heads.|||yellows, tolerance to tipburn, black spot.|
Satellite (NCX 902)|FMC.|FMC.|F1 hybrid, compact, uniform, blue-green plants with upright habit and good wrappers, uniform, solid, round heads with medium core for fresh market use.|Market Prize.|Florida, Texas, and Ohio. 1975.|yellows.|
Savoy Ace|Reed.|Takii.|hybrid, fancy, midseason, Savoy semiglobe, medium large, medium dark blue-green.|||yellows field resistance.|
Savoy Blue (HMX 0220)|Harris Moran.|Harris Moran.|mid-early maturity; savoy type; dark green, round heads; refined interior, tolerant to warm temperatures.||U.S. 2002.||F1 hybrid.
Savoy Express||Harris Seeds.|F1 hybrid, 55 days, small heads, compact plants with few wrapper leaves.||||
Savoy King (F1 Hybrid Cabbage No.28)|T. Sakata and Co., Yokohama, Japan.|Herbst Bros., New York.|F1 hybrid, uniform, vigorous, with semi-flat head, weighs about 4 pounds; can be grown several times per year under mild climate.||Australia and Southern Europe.|heat and black rot.|
Score|Bejo Seeds.|Seedway.|large framed processing F1 hybrid, split resistant, excellent standability for mechanical harvest.|||fusarium yellows, tipburn tolerant.|
Scorpion (XP 05291105)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|early CMS cabbage for fresh market, maturity is 95 days in summer and 105 days in late spring in Brazil; good holding ability, semi-flat to semi-round heads, high uniformity; tolerant to bolding and cracking.|Shinsei, Kenzan.|Brazil. 2001.|Fusarium yellows; black rot.|F1 hybrid.
Seneca Danish Ballhead|Robson Quality Seeds, Hall, New York.|Robson Quality Seeds, Hall, New York.|heads very solid, uniform, 5 to 6 pounds, medium short stems, has an attractive bloom on top leaf of head, a little earlier than some New York strains.|Reeds Danish.|all Danish growing areas. Robson Catalog. 1948.|yellows.|long history of crossing and selection of selected New York strains of Danish.
Shamrock (PWS Expt.11)|Pieters-Wheeler Seeds.|Pieters-Wheeler Seeds.|F1 hybrid, midseason, blue-green, round slow bolting heads with short core and stem (average weight 3.5 pounds).||Florida and the Rio Grande Valley. 1975.|yellows.|
Shesheba|Tom McBride.|Seminis Vegetable Seeds.|large hybrid with round, blue-green heads.|||fusarium yellows.|
Show Boat (HYB MOX 9078)|Harris Moran Seed Co.|Harris Moran Seed Co.|F1 hybrid, mid-season fresh market hybrid; early maturing with good holding ability.|Bravo.|North Carolina and South Carolina. 1985.|black rot yellows.|
Showoff (38782)|Johan Hofstede.|Seminis Royal-Sluis.|kraut, 5 days earlier than Atria, excellent yield, flat round heads, 125 days.||northeastern U.S., Canada, Europe. 2000.|fusarium yellows, thrips.|F1 hybrid.
Silver Dynasty|Tom McBride.|Seminis Vegetable Seeds-Asgrow.|high quality hybrid, short core.|||fusarium yellows.|
Slow Bolting Flat Dutch|Ferry-Morse Seed Company Mountain View, California.|Ferry-Morse Seed Company Mountain View, California.|slow to bolt; drum head.||western coast of the United States. 1938.|bolting.|selection from western market garden type.
Slow Bolting Green|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|a distinct cultivar; slow to bolt; low core.||Pacific coast of the United States. 1953.|bolting.|Slow Bolting Flat Dutch x Copenhagen.
Solid Blue 760 (ACX82270)|Abbott & Cobb.|Abbott & Cobb.|round-oval head, deep blue-green, uniform maturing, 3.5-4 lb, holds well.|Moneymaker, Blueboy. 1983.||yellows.|
Solid Savoy (CB9-07)|Zaadunie.|Rogers Brothers.|semi-Savoy type, round shape, very dense for Savoy type.|Savoy King. 1992.|||
Sombrero|Bejo Seeds.|Seedway.|F1 red cabbage hybrid, mid-season, dense classy wrappers.|||black leg, black speck and thrips tolerant.|
Spring Dynasty (XP 5210087)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|hybrid with excellent yield potential; ability to make size consistently; holds well with good interior quality; early to mid-season maturity; performs well in Midwest and California; possible use for fresh processing industry.|Little Goblin.|NAFTA. 2003.|Fusarium yellows (race 1) intermediate to black rot.|F1 hybrid.
Springtide||Johnny's Selected Seeds.|||||
Stoltera|Petoseed.|Petoseed.|red cabbage hybrid with excellent dark color, very short core and high quality.|||thrips tolerance.|
Stonehold|Candice Kocher.|Seminis Vegetable Seeds-Petoseed.|early, fresh market hybrid with small, round, exposed heads; susceptible to yellows.|||black rot tolerant.|
Storage Hybrid #4||Reed.|called Tiara by Chriseed; hybrid, also good for fresh market, solid heads, round, very solid, dark green, round heads 4-8 lb, firm, very good storability, 110 day maturity from transplant, good flavor, very good field holding ability.|Early Langendijker. 1992.||yellows, black speck, tipburn.|
Strukton|Reed.|Nickerson.|hybrid, stores well, high yield, flattened top, tapered base, medium tall, open wrappers, grayish blue.|||yellows, tolerance to thrips.|
Sunup (Hybrid U)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, early (64 days), uniform blue-green, round (2.25 to 2.5 pounds) well-wrapped market type head.|Early Copenhagen.|wide. 1974.|cabbage yellows.|
Super Red 66||Reed.|hybrid, one of earliest reds, solid round, medium dark red.|||yellows, tipburn tolerant.|
Super Red 77||Chriseed.|hybrid, midseason red, medium dark red.|||moderate to black rot, tipburn, tolerance to tipburn.|
Super Red 80||Reed.|hybrid, midseason red, fancy, medium dark red.|||tipburn, tolerance to black rot.|
Super Red 83||Reed.|hybrid, midseason red, solid heads, fancy, dark red, round.|||yellows, tolerance to tipburn.|
Super Red 90||Chriseed.|hybrid, medium late red, greenish red frame, medium red interior, medium, excellent holding ability.|||yellows, highly tolerance to tipburn, fair to thrips.|
Superdane||Reed.|hybrid, late storage cultivar, high yielding, good slaw quality, flattened round head, tight wrappers, blue-green.|||yellows, pepperspot.|
Superette (E4202)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, medium to small frame; round solid head, with excellent interior conformation; leaves silvery-blue-green; uniform second early.|Badger Market.|general, but performed best in New York and Florida.|fusarium yellows.|combined inbreds from Ferry-Morse.
Supergreen||Reed.|hybrid, very fancy, tough wrappers, good shipper, excellent quality.|||yellows; tolerance to black rot, tipburn, alternaria, black speck.|
Superkeeper||Chriseed.|hybrid, very late, storage, medium blue-green, medium large, excellent storage holding ability.|||yellows, tolerance to tipburn, tolerance to thrips.|
Superlite||Reed.|hybrid, fancy, tough, high tight wrappers, shipper, holds in field, sweet flavor, round, dark blue.|||yellows, tolerance to black rot, black speck, tipburn.|
Supermarket|Reed.|Takii.|hybrid, round, blue-green, dense, medium cores.|||yellows; tolerance to black rot, tipburn.|
Superpak||Reed.|hybrid, blue-green wrappers, very solid, medium head, long standing in field.|||yellows, tipburn; tolerance to black speck.|
Supreme Vantage (SCB8202)|Sakata.||hybrid, mid-early maturity, 7 days earlier than Royal Vantage, bluish green, excellent holding, for shredder market.|Royal Vantage. 1993.||fusarium yellows, tipburn.|
Taler|Petoseed.|Petoseed.|very attractive Savoy hybrid with dark green color and medium storability.||||
Talisman (FMX 381)|Ferry-Morse.|Ferry-Morse.|round heads with short cores, holds well in field, early midseason maturity, black rot tolerant.|Grandslam, Bravo, Solid Blue 760-780.||yellows.|
Tastie (number 72)|T. Sakata and Co.|Northrup King and Co.|hybrid, very sweet taste, good compact head with dark green foliage.|Copenhagen Market. 1971.|||
TBR Globe (62M)|Department of Plant Pathology, University of Wisconsin, Madison.||vigorous, heavy yielding kraut cabbage with greater uniformity but with about the same midseason maturity as Globe.|Globe.|kraut production in New York, Ohio, Illinois, Michigan, Wisconsin, and Colorado. Wisconsin Agric. Expt. Sta. Res. Bul. 258. 1967.|fusarium yellows and internal tipburn.|mass selection from Globe.
Tenacity (84G-11)|Sakata.|Sakata.|strong black rot resistance, medium late main season cultivar. Round heads.|Grandslam. 1990.||black rot, fusarium yellows.|
Tendersweet|Evergrow Seed Co.|Johnny's Selected Seeds.|||||
Titanic 90 (11C-X36)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|late maturing kraut type with firm, solid, round heads, silvery blue-green color.|Globe.|New York, Wisconsin, and Ohio. 1974.|yellows.|hybrid, Ferry-Morse Seed Company inbreds.
Transam|Bejo Seeds.|Seedway.|processing F1 hybrid with highest dry matter for kraut.|||fusarium yellows; tipburn and black speck tolerant.|
Tristar|Seedway.|Bejo.|hybrid, fresh market, compact, early shipping, short core.|||resists splitting, yellows, tolerance to thrips, black rot.|
Tropicana (PSX86384)||Petoseed.|early maturity tropical type with excellent yield, uniformity, disease resistance, shippability.|KK Cross. 1992.||yellows, Xanthomonas campestris.|
Tropigreen|Seminis Vegetable Seeds/Petoseed.|Seminis Vegetable Seeds/Petoseed.|early maturing.|||black rot, heat tolerance.|
Two Seasons Hybrid|Choong Ang.|W. Atlee Burpee Co.|F1 hybrid, Chinese cabbage with short broad heads, very compact, does well as either spring or fall crop.|Burpee Hybrid.|wide. 1982.|heat, soft rot, and bolting.|
U-Neek Savoy (Early Savoy)|Agway.|Agway.|uniform small heads.||cooler areas in the United States. Agway Catalog, 1967.||
Upton|Bejo Seeds.|Seedway.|processing F1 hybrid with excellent standability for mechanical harvest; short storage.|||fusarium yellows; tipburn and black speck tolerant.|
Vantage Point|Reed.|Sakata.|hybrid, vigorous, high yield, tall wrappers, dense, medium blue-green.|||yellows, black speck, tipburn; tolerance to black rot, thrips.|
Ventura (7933)|Keystone Seed Co.|Keystone Seed Co.|spherical heads, small frame, semi-procumbent skirt, slightly waved margins.|Copenhagen Market. Keystone Catalog. 1969.|||self pollinated Copenhagen Market number 53 selection.
Venus (73LL)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, early small uniform compact round heads; short core.|Emerald Cross.|southwestern United States. 1975.|none.|
Viking (XP058)|K. Bixby.|Asgrow.|an early ballhead type, approximately 65 day maturity from transplant; suitable for early summer or early fall harvest, heads average 4 lb, about 6-7' in diameter; heads are round, solid, well covered with wrapper leaves.|Princess 39. 1984.||fusarium yellows.|
Vitaro (Bejo 1599)|Bejo Seeds.|Seedway.|F1 hybrid, very dark red, round, well wrapped, medium large heads.|||black speck, thrips and tipburn tolerant.|
Vorox|Reed.|Petoseed.|hybrid, late market red, solid, wrappers somewhat open, very dark red.|||yellows, tolerance to tipburn.|
Wanda|Nunhems.|Nunhems.|extremely early, round, medium sized head, light green color, average weight 1-1.5 kg.|||good to bolting. 1991.|
Wirosa|Seedway.|Bejo.|hybrid, Savoy, late, very fine, round gray green, frost.|||tolerance to tipburn.|
Wisconsin All Seasons Improved|United States Department Agric. and the University of Wisconsin, Madison.||a selection for uniform blue color and even maturity and mosaic resistance.|Wisconsin All Seasons.|wide regional. United States Department Agric. Farmers Bul. 1439 (1948 revision). 1949.|yellows-mosaic.|Wisconsin All Seasons.
Wisconsin Ballhead Improved|United States Department Agric. and the University of Wisconsin, Madison.||‚1 week later than Wisconsin Ballhead.|Danish Ballhead.|regions where Ballhead is grown. United States Department Agric. Circ. 776. 1948.|yellows, some tolerance to mosaic.|Wisconsin Ballhead x Wisconsin Hollander.
Wisconsin Greenback Y.R.|Wisconsin Cabbage Seed Company, Racine, Wisconsin.||color line outstanding, having blue-green cast; heads round, 7 to 8' in diameter, weight 4 to 4.5 pounds; maturity 70 to 75 days.|||yellows.|reselection of regular Greenback.
Wizard (906)|Northrup King and Co.|Northrup King and Co.|hybrid, early, round head with blue-green color.|Jet-Pak. 1971.|||
Y.R. Charleston Wakefield|University of Wisconsin and USDA, Madison, Wisconsin.|||Charleston Wakefield.|same areas as Charleston Wakefield. Phytopath 46. 1956.|cabbage yellows.|Jersey Queen x Charleston Wakefield.
YR Storage #4||Reed.|hybrid, storage type, tall, very upright, excellent storability, round tapered base, dark blue-green.|||yellows.|
Zerlina|Seedway.|Bejo.|hybrid, storage, very late, long term, tall, medium dark green.|||tolerance to thrips, tipburn, black rot, black speck.|
