Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Honey Ball No. 306|University of California, Davis, California and the Hort. Field Sta., USDA, La Jolla, California.||small seed cavity, orange-colored flesh.|Melo Gold. University of California Circ. 352. 1942.||all known races of powdery mildew.|Weavers Special x Hale's Best.
Honey Bun|W. Atlee Burpee and Co.|W. Atlee Burpee and Co.|cantaloupe.||||
Honey Chow (137)|Manuel Rosas.|Seminis Vegetable Seeds-Petoseed.|honeydew, main-season, high fruit set, very smooth, tight seed cavity, oval size fruit, no netting, very smooth skin.|Satunao.|South Africa.||F1 hybrid.
Honey Gold (HMX 7603)|Bill Copes.|Similar: Temptation.|very uniform size, excellent quality and shipping ability, hybrid orange flesh honeydew.|Resistance: powdery mildew.||fusarium wilt races 0, 2.|
Honey King (NVH 975)|Northrup King.|Northrup King.|green flesh honeydew type, very smooth, does not produce netting except under stress conditions. oval fruit shape 8 x 7'; uniform for shape and size, excellent long distance shipper, matures in 90 days, excellent quality.|Early Dew, Honeydew Green Flesh. 1986.|||
Honey Moon|Taiwan.|ARCO.|good disease resistance.|||powdery mildew, downy mildew. 1987.|
Honey Pac (XP6403)|Meie Perets.|Seminis Vegetable Seeds-Asgrow.|oval/round, green flesh honeydew, small seed cavity, high brix, early maturity.|Morning Ice.|North America, Central America. 1999.|powdery mildew.|F1 hybrid.
Honey Pearl|Johnny's Selected Seeds.|Johnny's Selected Seeds.|||||F1 hybrid. 1999.
Honey Rock, FR|several Michigan growers.|Joseph Harris Company, Rochester, New York.|early medium sized oval melon with heavy net; ribbed yellow flesh.||northeastern United States and southern Canada. Harris catalog, 1955.|fusarium wilt.|Michigan grower selection from fusarium resistant lines obtained from Michigan State University.
Honey Star (Sunex 7037)|Sunseeds.|Sunseeds.|disease resistant, large, sweet honeydew.|Honey and Cream. 1990.||fusarium wilt, powdery mildew.|
Honeybush|Univ. Minnesota.|Univ. Minnesota.|short internode bush type plants, bearing 3-6 melons ranging in size from 2.5-3 lb, very thick juicy orange flesh with small seed cavity.|Honey Rock.||fusarium wilt.|
Honeycream (PSX 5086)|Petoseed.|Petoseed.|large uniform fruit; almost round fruit; rind color is almost creamy white at maturity.|||powdery mildew. 1989.|
Honeygold|Edward Lowden, Ancaster, Ont., Canada.|Edward Lowden, Ancaster, Ont., Canada.|green slip melon coming from vine on full slip several days before ready to eat.||northern districts. 1941.||Hearts of Gold, Honey Dew, and Vegetable Peach or Mango; a distinct cultivar.
Honeyshaw (PS 1576)|Petoseed Company.|Petoseed Company.|F1 hybrid, medium size, skin ribbed, dark green to yellow at maturity, flesh pastel pink to orange, sweet, distinctive flavor, early with yellow-green speckles; vine vigorous.|Crenshaw.|sunbelt and possibly to home garden use in the midwestern and eastern United States. 1980.||
Hybrid Persian (SSC 30204)|Shamrock Seed Co.|Shamrock Seed Co.|Persian type melon with an 80-85 day maturity; fruit is oval-round; slips at maturity.|Persian.|Arizona, California, Texas, southwest U.S. 1996.|sulfur tolerance.|F1 hybrid.
Hy-Mark (PSX S781)|Petoseed.|Petoseed.|83 days, western shipper; oval, 5 x 5.5', 3-3.5 lb, full medium net, no sutures, deep salmon flesh.|||powdery mildew race 1, sulfur. 1985.|
Intrepid (NVH 880)|Northrup King.|Northrup King.|produces no sutures, fully netted and excellent interior quality; matures in Shipmaster and Tam Uvalde season; fruit are 45-36 size, slightly oval, a long distance shipper type.|Imperial 45, Perlita, Topmark. 1983.||powdery mildew race 1, low resistance to downy mildew.|
Isabella (PS 152140)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|netted type with sutures; Charentais flavor, taste and flesh; good shelf life with good holding ability in field; fruit size is approximately 1 to 1.5 kg, depending on growing area and conditions.|none.|NAFTA, Mexico, Central America. 2002.|Fusarium wilt, powdery mildew.|F1 hybrid.
Ironhorse (Sunex 7043)|Sunseeds.|Sunseeds.|very disease and aphid resistant.|||fusarium wilt, powdery mildew, downy mildew, aphids. 1993.|
Iroquois|Cornell University, Ithaca, New York.||round to slightly oval fruit, thick, high quality, orange flesh; similar in size to smaller strains of Benders.||regionally, northeastern and midwestern United States and eastern Canada. Farm Res. 10(2):20. 1944.|fusarium wilt.|Minnesota 99-36 x Bender's Surprise.
Jacumba (LJ43724-M4, PMR 21)|USDA, LaJolla, California., University of California, and University of Arizona.||vigorous, early, fruit extra firm for shipping.|PMR 450.|California and Arizona. California. Agr. 19(7):8-10, 1965. 1966.|powdery mildew; tolerance to crown blight.|(LJ36486 x PMR 45) x PMR 450 x PMR 450 x PMR 450.
Jewel (189-13-6)|Petoseed Company.|Petoseed Company.|hybrid, Early Hale's Best type, uniform good quality, firm salmon flesh, slightly oval shape, medium coarse net, slightly ribbed.|Burpee Hybrid.|midwestern to northeastern United States. 1971.|fusarium wilt and powdery mildew.|
Juno (XP 764)|Asgrow.|Asgrow.|F1 hybrid, large, slightly elongated fruit.|Saticoy, Classic, Harvest Queen, Iroquois.|wide.|tolerance to one or more races of powdery mildew.|
King Henry|Northrup, King and Company, Minneapolis.||shipping type selected for fine net and indistinct ribbing or furrowing.|Hale's 45. 1964.|||
Laguna (XPH 5014)|Asgrow.|Asgrow.|very early, season opener for Texas and southwest desert areas of U.S.; up to 10 days earlier than Topmark, large sutureless fruit with heavy crown set, small cavity, excellent shipper.|Topmark. 1983.|||
Laredo (PSX 30787)|Petoseed.|Petoseed.|large, full-netted fruit, firm flesh, early, western shipper type.|||sulfur, powdery mildew. 1990.|
Legacy (SSC 77)|Shamrock.|Shamrock.|strong vine cover, fully netted round western shipper type.|Traveler. 1992.||sulfur.|
Legend (XPH 5362)|Asgrow.|Asgrow.|a sutured, round-oblong melon weighing approximately 6-7 lb, orange flesh with small seed cavity.|Supermarket. 1989.|||
Lexus (SSC 30244)|Hollar Seed Co.|Shamrock Seed Co.||Ovation.|all melon growing regions. 2000.|Fusarium and powdery mildew.|F1 hybrid.
Limelight|Burpee.|Burpee.|two weeks earlier than Honeydew; slips from vine when ripe; thick, pale green flesh; very prolific.|Honeydew. 1984.|||
Lobo (KXPM-212)|Krystyna Markiewicz-Ladd.|Polonica International.|round mid-size sutureless shipping type cantaloupe, dark green foliage, very good yield; small and tight seed cavity, high sugar and firm flesh.|Gold Rush, Hymark.|Mexico, Texas, California main season. 1997.|powdery mildew race 1, tolerance race 2, fusarium wilt race 2.|F1 hybrid.
Longkeeper|Burpee Seed Co.|Burpee Seed Co.|cantaloupe type.||U.S. 2003.||
Luscious|Petoseed Company.|Park Seeds.|F1 hybrid, medium-early, regular vine size, thick netting with pronounced sutures; fruit are slightly oval, 4-6 pounds, salmon color flesh, and slightly musky flavor.||wide. 1979.||
Madras (XP 4047)|Asgrow.|Asgrow.|fruit are large and uniform, 3-4 days earlier than Amarillo Oro.|Amarillo Oro. 1990.|||
Magellan (PX6246)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|western shipper, round, ropey, sutureless, even netted; flesh is thick, crisp and bright orange.|Mission.|California, U.S. 1998.||F1 hybrid.
Magno (HMX 6583)|Bill Copes.|Harris Moran.|western shipping cantaloupe; early maturing; large fruit, round, full-netted.||U.S. 2001.||F1 hybrid.
Magnum 45 (PSX 5077)|Petoseed Company.|Petoseed Company.|F1 hybrid, fruit well netted, lightly sutured, 6 x 5', flesh deep orange; small seed cavity, early and concentrated set.|PMR 45.|wide. 1980.|fusarium race 1.|
Mainpak (7018)|Sunseeds.|Sunseeds.|uniform, high-yielding, disease resistant.|Mission. 1989.||powdery mildew race 1.|
Mainstream (63-4-M1-18-M8)|U.S. Veg. Laboratory, USDA, Charleston, South Carolina.|various seedsmen.|open pollinated, high yield, small compact plant, high ascorbic acid (vitamin C); orange colored flesh.|Gulfstream.|southeast United States, Indiana, and California. 1978.|powdery mildew, downy mildew, and cucumber beetles.|PI 124111, PI 164343, PMR 45, Georgia 47.
Marathon (NV 900)|Northrup King.|Northrup King.|long distance shipper, normal vine, fruit size 36-45; slightly oval, well netted with little or no suturing, thick flesh, small seed cavity.|Shipmaster, Topmark. 1979.||some races of powdery mildew.|
Marco Polo (XPH 6112)|Asgrow.|Asgrow.|very early western shipper cantaloupe.|Mission. 1995.||fusarium wilt race 1.|
Megabrew (SME 5304)|Sakata Seed America.|Sakata Seed America.||Honeybrew.|all melon areas. 1998.||F1 hybrid.
Mel-O-Dew|Burgess Seed and Plant Company, Galesburg, Michigan.|Burgess Seed and Plant Company, Galesburg, Michigan.|thick fleshed, good netting, Honey Dew flavor, earlier than Honey Dew.||wide. Burgess Seed and Plant Company. Cat. 1940.||possibly field cross Hale's Best and Honey Dew.
Meloso (XPH 5097)|Asgrow.|Asgrow.|an early maturing, Piel de Sopa type with high initial fruit set; high soluble solids, excellent flavor.|Piel de Sopa. 1985.|||
Millennium (KXPM-356)|Krystyna Markiewicz-Ladd (Polonica International).|Krystyna Markiewicz-Ladd (Polonica International).|large fruit, very smooth, small seed cavity; it produces very strong and vigorous vines; very good crown set; sweet with high solids.|Morning Ice and Crv®me de Menthe.|all honeydew areas where viruses are a problem and where size is needed.|fusarium wilt race 2 and powdery mildew race 1; tolerance to CMV and WMV.|F1 hybrid.
Minn Honey|University of Minnesota and Farmer Seed and Nursery Company, Faribault, Minn.||thick flesh, high sugar and yield 8-10 pound fruit.||nationwide regional. 1954|fusarium wilt.|selection from Minn 356, a miniature cultivar (Minn Midget).
Minnesota Midget (Set. 56)|Minnesota Agric. Expt. Sta., St. Paul.|commercially by the Farmer.|small fruit, high quality, fine dense netting, borne on a small early vine.||regionally to short season areas.|fusarium wilt.|
Mission (XPH 913)|Asgrow.|Asgrow.|5-6 days earlier than Topmark, rugged vine, round, medium-large sutureless fruit, small cavity.|Topmark. 1983.|||
Moonbeam (HMX 4607)|Bill Copes.|Harris Moran Seed Co.|||California, Texas, Mexico.|powdery mildew race 1, fusarium wilt race 2.|F1 hybrid.
Moonshine (XPH 5482)|Asgrow.|Asgrow.|an early, medium sized honeydew type; very uniform in shape; green flesh.|Honeydew. 1990.|||
Morning Ice (HMX 5609)|Harris Moran.|Harris Moran.|early maturing honeydew type with good size.|Honeybrew.||fusarium wilt race 2, powdery mildew.|
Morning Ray (HMX 6594)|Harris Moran.|Harris Moran.|high yield and concentrated set.|Honeybrew and Tam Dew.||powdery mildew.|
Musketeer (2503)|Goldsmith Seeds.|H.G. German Seeds.|open pollinated, ideal for container growing, heavily netted, round, 6' in diameter, only 90 days to maturity.||wide. PVP. 1980.||
My Gal|Pioneer.|Pioneer.|||||
NC-Sapphire (NC-303 x NC-309 F1)|T.C. Wehner, T.L. Ellington, J.R. Schultheis, and W.R. Jester.|North Carolina State University, Raleigh.|hybrid with andromonoecious flowering habit; indeterminate plant type, vines with palmate leaves having serrated margin, moderate fruit yield, early maturity; round or oval fruit shape, smooth white rind, crisp flesh texture, white flesh color, high sugar content, small seed cavity, freedom from defects; vines have typical palmate leaves with serrated margins. The fruit are uniform, with large size and elongate shape, and a tough and thin rind. Fruit have a length; diameter ratio of 1.2, a brix of 12, and weight of 0.8 kg; the fruit develop brown cracks that occur radially around the blossom scar at fruit maturity; radial cracks are an indicator of maturity.|Sprite F1.|southern U.S. 2006.||F1 hybrid of NC-303 x NC-309 inbreds, which were developed from the intercross of Sprite F1.
NC-Sparta (NC-301 x NC-304 F1)|T.C. Wehner, T.L. Ellington, J.R. Schultheis, and W.R. Jester.|North Carolina State University, Raleigh.|hybrid with andromonoecious flowering habit; indeterminate plant type, vines with palmate leaves having serrated margin, moderate fruit yield, early maturity; round or oval fruit shape, smooth white rind, crisp flesh texture, white flesh color, high sugar content, small seed cavity, freedom from defects; vines have typical palmate leaves with serrated margins. The fruit are uniform, with medium size and elongate shape, and a tough and thin rind. Fruit have a length; diameter ratio of 1.2, a brix of 12, and weight of 0.7 kg; the fruit develop brown cracks that occur radially around the blossom scar at fruit maturity; radial cracks are an indicator of maturity.|Sprite F1.|southern U.S. 2006.||F1 hybrid of NC-301 x NC-304 inbreds, which were developed from the intercross of Sprite F1.
NC-Star (NC-302 x NC-305 F1)|T.C. Wehner, T.L. Ellington, J.R. Schultheis, and W.R. Jester.|North Carolina State University, Raleigh.|hybrid with andromonoecious flowering habit; indeterminate plant type, vines with palmate leaves having serrated margin, moderate fruit yield, early maturity; round or oval fruit shape, smooth white rind, crisp flesh texture, white flesh color, high sugar content, small seed cavity, freedom from defects; vines have typical palmate leaves with serrated margins. The fruit are uniform, with small size and elongate shape, and a tough and thin rind. Fruit have a length; diameter ratio of 1.2, a brix of 13, and weight of 0.6 kg; the fruit develop brown cracks that occur radially around the blossom scar at fruit maturity; radial cracks are an indicator of maturity.|Sprite F1.|southern U.S. 2006.||F1 hybrid of NC-302 x NC-305 inbreds, which were developed from the intercross of Sprite F1.
NC-Stella (NC-302 x NC-306 F1)|T.C. Wehner, T.L. Ellington, J.R. Schultheis, and W.R. Jester.|North Carolina State University, Raleigh.|hybrid with andromonoecious flowering habit; indeterminate plant type, vines with palmate leaves having serrated margin, moderate fruit yield, early maturity; round or oval fruit shape, smooth white rind, crisp flesh texture, white flesh color, high sugar content, small seed cavity, freedom from defects; vines have typical palmate leaves with serrated margins. The fruit are uniform, with small size and round shape, and a tough and thin rind. Fruit have a length; diameter ratio of 1.1, a brix of 13, and weight of 0.6 kg; the fruit develop brown cracks that occur radially around the blossom scar at fruit maturity; radial cracks are an indicator of maturity.|Sprite F1.|southern U.S. 2006.||F1 hybrid of NC-302 x NC-306 inbreds, which were developed from the intercross of Sprite F1.
Nectarmelon|New Hampshire Agric. Expt. Sta., Durham.|New Hampshire Agric. Expt. Sta., Durham.|green flesh, modified honeydew type; separate from stem; poor seed development limits rise.|Honeydew Melon.|northern states. Bul. 440 N.H. Agric. Expt. Sta. 1959.||Korean sweet melon, Kimmaka x Jaunv©, Canaire, Honeydew.
New Far North (Far North)|University of Minnesota, St. Paul.|Farmer Seed and Nursery Company.|earliness and uniformity.|Far North.|northern regional. News release. 1950.||Far North was inbred and selected.
Nilo (PS 29595)|Manuel Rosas.|Seminis-Petoseed.|large fruited cantaloupe, early maturing, small seed cavity, strong plant with good net, excellent flavor and firmness.|Capa de Oro.|Ecuador, Mexico, U.S. 1999.||F1 hybrid.
Northern Lights (75250)|D. Croker.|Petoseed.|early maturity.|Fast Break. 1994.|||
Nova (GSV 83-93)|Goldsmith.|Northrup King.|an early, oblong to round shaped, coarse-netted hybrid, sutures are shallow; orange flesh with excellent sugar content.|||powdery mildew races. 1983.|
Odyssey (SXM 7119)|Pat Crill.|Sunseeds.|coarse netting, orange flesh, storage and shipping capabilities; uniform shape and good interior quality.|Athena.|eastern U.S. 2000.|fusarium wilt Race 1 and powdery mildew.|F1 hybrid.
Orange Blossom (PSX 889)|Petoseed.|Petoseed.|unusually high quality, orange fleshed honeydew type, very high sugar content; thin rind, intense orange flesh color. 1994.||||
Orange Bowl (XPH6232)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|orange flesh honeydew, white rind, midseason maturity, strong vine, good size.|Temptation.|U.S., California and Texas. 1998.|fusarium wilt race 2, powdery mildew.|F1 hybrid.
Orange County (23324)|Manual Rosas.|Seminis Vegetable Seeds-Petoseed.|honeydew, orange flesh, uniform size, firm.|Honeydew Orange Flesh.|California.||F1 hybrid.
Orange Delight (PS 16994)|Manual Rosas.|Seminis Vegetable Seeds-Petoseed.|orange flesh honeydew, uniform size, firm, sweet flesh.|Honeydew Orange Flesh.|Central America, Mexico.||F1 hybrid.
Orange Dew|Shamrock Seed Co.|Shamrock Seed Co.|honeydew type with salmon orange colored flesh, and fruit size of 6.5' x 6'; 112 day maturity. 1988.||||open pollinated.
Orange Dew|Shamrock Seed Co.|Shamrock Seed Co.|mixed melon that produces oval-round fruit with orange flesh and a smooth, creamy white rind; flesh is aromatic and sweet; 85 day maturity.|||fusarium; sulfur. 1995.|open pollinated.
Orange Sherbet (PSR 16994)|Seminis.|W. Atlee Burpee and Co.|round honeydew type melon with orange flesh color and a creamy white exterior; fruit weight 4-6 lb.|Venus.|U.S. 2000.||F1 hybrid.
Oro 21 (M 21)|Northrup King.|Northrup King.|western shipper type with a thick shell and heavy net; high sugar content; dark, firm flesh with a small seed cavity.|Marathon, Top Mark. PVP. 1989.||fusarium wilt race 2.|
Oro 24 (17 24)|Northrup King.|Northrup King.|western shipper type; thick shell with a heavy net; high sugar content and thick, dark flesh.|Top Mark. PVP. 1989.||sulfur.|
Oval Chaca|Petoseed Company.|Petoseed Company.|hybrid, oval shape fruit, ribbed with open netting, gold rind, outstanding flavor.|Charentais. Petoseed Catalog, 1974.||fusarium wilt and powdery mildew.|
Ovation|Rogers.|Rogers.|round, slightly oval, sutureless cantaloupe with firm, dark flesh.|Laredo, Primo, Durango. 1994.||fusarium wilt races 0, 2; powdery mildew races 1, 2.|
PacStart (XPH 6240)|Asgrow.|Asgrow.|large, early, western shipper.|Cruiser. 1995.||powdery mildew race 2.|
Patrician (FMX 40)|L. Gautney.|Ferry-Morse.|fruit oblong, complete open netting, medium sutures, flesh deep orange, firm and very thick; heavy yield; excellent shipping quality. 1988.||||
Pennsweet|Pennsylvania Agric. Expt. Sta., University Park.||early maturity, high quality, small size.||regionally northern United States. Mimeo-Pa. Agric. Expt. Sta., 1954. 1955.||unnamed strain x Golden Gopher.
Pioneer|H.V. Marsh, South Deerfield, Massachusetts.|Eastern States Farmers' Exc., West Springfield, Massachusetts.|large, oval, ribbed fruit, netted over ribs.|Early Benders.|lower growing temperatures northeastern United States. Eastern States Seed Catalog. 1954.||selection from Delicious or Benders.
Planters Jumbo (67-1)|USDA Vegetable Breeding Laboratory, Charleston, South Carolina.||86 days maturity, vigorous vines, averaging over 4 lb, round-oval in shape, 'nutty' flavor with sweetness on par with Edisto types; large, well netted fruit.|Hale's Best Jumbo. 1969.||downy and powdery mildews.|
PMR 45 Full Net|Shamrock.|Shamrock.|PMR 45 type that matures in 80 days, and has mostly full netted, sutureless melons.||||
Powdery Mildew Resistant Cantaloupe 5|University of California, Davis, and Hort. Field Sta., USDA, La Jolla, California.||vigorous vine, heavy green foliage, high sugar, fruit excellent flavor, but poor net.|PMR 45.|Imperial Valley of California. Proc. Amer. Soc. Hort. Sci. 47:347-356. 1946.|all known races of powdery mildew.|45 and P.M.R. introduction from India.
Powdery Mildew Resistant Cantaloupe 6|University of California, Davis, and Hort. Field Sta., USDA, La Jolla, California.||large oval 'button' at blossom end.|PMR 45.|regionally to Imperial Valley, California., and lower Rio Grande Valley. Proc. Amer. Soc. Hort. Sci. 47:347-356. 1946.|all known races of powdery mildew.|45 and P.M.R. introduction from India.
Powdery Mildew Resistant Cantaloupe 7|University of California, Davis, and Hort. Field Sta., USDA, La Jolla, California.||small, flat, late maturing.|PMR 45.|Imperial Valley, California. Proc. Amer. Soc. Hort. Sci. 47:347-356. 1946.|all known races of powdery mildew.|45 and P.M.R. introduction from India.
Powdery Mildew Resistant Cantaloupe 8|University of California, Davis, and the Hort. Field Station, USDA, La Jolla, California.||shallow unnetted sutures, water cavity.|Hale's Best.|regionally to Imperial Valley, California. University of California. Circ. 352. 1942.|all known races of powdery mildew.|
Pride of Fordhook|W. Atlee Burpee Company, Philadelphia.|W. Atlee Burpee Company, Philadelphia.|heavier netting and thicker flesh than Pride of Wisconsin.|Pride of Wisconsin.|wide, except extreme northern portion. Burpee Catalog, 1943.||selection from the Murray strain of Pride of Wisconsin (560-HVL).
Primo (NVH890)|Northrup King.|Northrup King.|western shipper type with excellent, firm, dark orange flesh.|||powdery mildew races 1, 2. 1989.|
Progresso (KXPM-296)|Krystyna Markiewicz-Ladd.|Polonica International.|mid-size western shipper, strong foliage and deep root system; excellent set, high yield; small seed cavity and firm flesh; good flavor, high sugar.|Mission.|all melon areas. 1999.|powdery mildew race 1, 2; fusarium wilt race 2.|F1 hybrid.
Pulsar (PSX 10084)|Petoseed.|Petoseed.|86 day maturity, round fruit, 6.5 x 6.5' (17x17 cm), 5-5.5 lb, coarse net, sutured, orange flesh, fresh market.|||fusarium wilt race 2, powdery mildew. 1986.|
Characteristics:|Dept. of Horticulture, Purdue University, West Lafayette, Indiana.|Similar:|Breeders Hale's Best type; fruit and vine are difficult to distinguish from other Hale's.|Resistance: alternaria leaf spot.|wide. Purdue A.E.S. Circ. 295. 1944.|Parentage: Inbred from New Seed|Name: Purdue 44
Quasar (PS 105292)|Petoseed.|Petoseed.|large fruit, 7-10 lb, good internal color, medium-late maturity.|Roadside. 1994.|||
Queen of Colorado|C. Robinson., Waterloo, Nebraska.|C. Robinson., Waterloo, Nebraska.|very similar Pride of Wisconsin but slightly larger and slighter later.|Pride of Wisconsin.|wide. 1937.||selection out of Pride of Wisconsin.
Regal|Pioneer.|Pioneer.|||||
Rio-Sweet|Lower Rio Grande Valley Substation, Texas Agric. Expt. Sta., Weslaco.|T.A.E.S.|good net, greenish-yellow rind, deep flesh with green border, exceptionally high in sugar content.|Smith's Perfect in flavor.|regionally to all of Texas and the southeastern states. Texas A.E.S. Prog. Rpt. 1292. 1951.|downy mildew.|(Cucumis melo var. chito x Hale's Best) x Smith's Perfect.
Road Runner (PSX E680)|Petoseed.|Petoseed.|88 day maturity, round fruit, 6.5 x 6.5', medium net and rib, salmon colored flesh, high quality.|Classic. 1986.||powdery mildew.|
Roadside (PSX 4273)|Petoseed.|Petoseed.|F1 hybrid, round to oval fruit with light netting and medium rib; firm, salmon colored flesh with distinctive flavor.|Oval Chaca, but larger and firmer.|wide. 1976.|fusarium wilt.|
Rocio (Sunre 7049)|Sunseeds.|Sunseeds.|large, very disease resistant honeydew.|Honeystar. 1992.||powdery mildew races 1, 2; fusarium wilt.|
Rock O'Honey|F.W. Richardson, Hicksville, Ohio.|Burgess Seed and Plant Company, Galesburg, Michigan|heavier netting and thicker, finer textured flesh than Honey Rock and remains prime for use much longer.|Honey Rock.|same as Honey Rock. Burgess Catalog. 1941.||Honey Rock and Hale's Best.
Rocket (HMX 0588)|Bill Copes.|Harris Moran.|cantaloupe type; strong vine; excellent interior; firm fruit; strong net; mid-early maturity; round to slightly oval fruit.||Mexico, Southwest US, Latin American North, Australia. 2002.||F1 hybrid.
Rocky Sweet F1|Hollar.|Hollar.|thick green flesh, unique net, no musky taste.|Galia.||powdery mildew.|
Royal Dew (XP 6404)|Meie Perets.|Seminis Vegetable Seeds-Asgrow.|oval to round green flesh honeydew, excellent brix.|Moonshine.|North America and Mexico. 1999.||F1 hybrid.
Samantha (SSC 112)|Shamrock Seed Co.|Shamrock Seed Co.|widely adapted honeydew type; produces attractive, round fruit with crisp flesh; heavy production of 4s and 5s, with a few 6s; small to medium seed cavity and small blossom scar.|Honeydew, Green Flesh.|U.S. melon growing regions. 2003.|none claimed.|F1 hybrid.
Samson F1|Robert Tang.|ARCO.|tight cavity.|Topmark.|||
San Isidro (001-564)|Manuel Rosas.|Seminis Vegetable Seeds-Asgrow.|honeydew, main season maturity, high fruit set, very smooth, sizes 6 to 8 range.|Emerald.|California, Australia, Central America. 1997.||F1 hybrid.
San Juan (PS9194)|Jose Gomez.|Seminis Vegetable Seeds-Asgrow.|honeydew with vigorous plant, good cover, round fruit, slightly oblate, very good size 3.5 to 5 kg, early maturity, firm flesh.|Earli-dew.|home garden. 1997.|fusarium wilt race 2.|F1 hybrid.
Saticoy Hybrid (CA 20)|Petoseed Company, Saticoy, California.|Petoseed Company, Saticoy, California.|F1 hybrid, used for home and market gardening.|Harvest Queen.|eastern and midwestern United States. The Peto Story, Petoseed Company. 1961.|fusarium wilt and powdery and downy mildew.|Peto inbreds.
Saturno (PS9794)|Jose Gomez.|Seminis Vegetable Seeds-Asgrow.|honeydew with main season maturity, high fruit set, very smooth, sizes 6-8 range.|Emerald.|California, Australia and Central America. 1997.||F1 hybrid.
Savor|Vilmorin.|Vilmorin.|smooth charentais type, unmatchable fruit quality, very good refractometer index, andromonoecious plant, establishing well in all soil types, superb fruit presentations, very regular size, average weight 0.7-1.0 kg.|||fusarium wilt races 0, 1, 2. 1978.|
Seneca Bender|Robson Quality Seeds Inc., Hall New York.|Robson Quality Seeds Inc., Hall New York.|uniform, medium sized melons, 5-6 pounds, with heavy netting and firm. orange-yellow, sweet flesh.|Bender.|Northeast. Robson Catalog. 1939.||selected from Bender grown in Albany area.
Seneca Delicious|Robson Quality Seeds, Hall, New York.|Robson Quality Seeds, Hall, New York.|3- to 4-pound round melons of excellent flavor and sweetness, more uniform than other strains.||Northeast. Robson Catalog. 1942.||selected from Delicious.
Ship Master (1202)|Northrup, King and Company.|Northrup, King and Company.|open pollinated, indistinct suture, well netted, salmon-orange interior, small seed cavity, fruit size 6.5 x 5.5'; excellent shipping melon.|PMR 45. 1977.|||
Shipper|Shamrock.|Shamrock.|full net, western shipper type. 1985.||||
Sierra Gold|Lawrence Robinson and Sons, Modesto, California.|Lawrence Robinson and Sons, Modesto, California.|earliness, tolerant to sulfur.|PMR 45.|southwestern United States, particularly. 1956.|powdery mildew.|
Smith's Perfect|Archie D. Smith.|Kilgore.|vigorous, prolific fruit with characteristic aroma.||southeastern United States. 1942.|downy mildew.|Rocky Ford x Netted Gem x Jamaica Small Melon.
So Sweet|Burpee.|Burpee.|extremely sweet Galece type.||||
Sol Dorado (RML 5432)|Novartis Seeds.|Novartis Seeds.|high brix, high color and tight seed cavity for fall and spring plantings.|Gold Rush.|desert southwest U.S. 1998.|fusarium wilt race 0, 1; powdery mildew races 1, 2; sulfur tolerant.|F1 hybrid.
Sol Real (RML 5462)|Novartis Seeds.|Timothy Stewart and Lekos.|high sugar content, high color, tight seed cavity, main season cultivar.|Hymark.|Central America and Central California, U.S. 1998.|fusarium wilt race 0, 2; powdery mildew race 1, 2; sulfur tolerant.|F1 hybrid.
Solid Gold (NVH 889)|Northrup King.|Northrup King.|a western shipper, sutureless and well covered with a heavy ropy net, dark, firm, orange flesh; excellent flavor and texture.|Challenger, Topmark. 1987.||powdery mildew races 1, 2; fusarium wilt races 1, 2.|
Sonic|Sakata.|Sakata.||Spanish Melon. 1994.|||
Sophia (SSC 116)|Shamrock Seed Co.|Shamrock Seed Co.|early maturing (80-85 days), honeydew type; uniform fruit size and shape; strong vines set high numbers of fruit (size 5 to 6) with small seed cavity; fruit has an attractive, round, smooth shape and high sugar content; good field holding capacity.|Honeydew Green Flesh.|U.S. melon production regions. 2003.|powdery mildew (race 2), Fusarium (race 0, 2), sulfur.|F1 hybrid.
Sorbet Swirl|Johnny Selected Seeds. 2000.|Johnny Selected Seeds. 2000.|||||
Spanish Moon|W. Atlee Burpee.|W. Atlee Burpee.|||||
Sparkle (FMX 165)|Ferry-Morse.|Ferry-Morse.|excellent foliage cover for protection from the sun, excellent uniformity of maturity, excellent yield, orange flesh.|Mission, Cruiser.||powdery mildew, fusarium wilt race 0; field tolerance to downy mildew.|
Spartan Rock|Michigan State College, East Lansing.||small, very solid, heavy net.|Honey Rock.||fusarium wilt.|Howell Honey Rock x Michigan 55 (selection from cross).
Sprint (PSX 4773)|Petoseed.|Petoseed.|F1 hybrid, very early about 70 days, round fruit 5.5 x 5.5' with medium netting and slight ribbing, deep salmon colored flesh.||wide. 1976.|tolerance to fusarium race 1.|
SR 91|Ferry-Morse, Mountain View, California.|Ferry-Morse, Mountain View, California.|resistant to sulfur application for powdery mildew control.||California and Mexico. 1949.||Sulfur Resistant Honey Ball x MR45.
SR 91, Small Fruited|Ferry-Morse, Mountain View, California.|Ferry-Morse, Mountain View, California.|resistant to sulfur application for powdery mildew control.||California and Mexico. 1953.||Sulfur Resistant Honey Ball x MR45.
SR 1463|Dessert, El Centro, California.|Dessert, El Centro, California.|earlier than PMR 45 and SR 91, good quality vigorous, prolific; fruit not ribbed or sutured.|SR 91.|southern and southwestern United States. 1959.|sulfur.|selection from Hale's Best.
