Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Gold Rush (PSR 1876)|Petoseed.|Petoseed.|F1 hybrid, early, uniform golden productive zucchini type; slender white flesh resistance to bulbing.|Golden Zucchini.|wide. 1978.||
Gold Slice (PSX 1771)|Petoseed.|Petoseed.|F1 hybrid, extra long, slow to bulb, yellow summer squash.|Goldzini.|wide. 1978.||
Gold Strike|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, fruits butter yellow, smooth to slightly warted, high yielding.|Early Prolific Straightneck.|general. 1969.||
Golden Crown|H.J. Ziehlsdorff, Washburn, Wisconsin Garden Meadows, Madison, Wisconsin.|H.J. Ziehlsdorff, Washburn, Wisconsin Garden Meadows, Madison, Wisconsin.|deep golden exterior and interior color; very sweet; prolific; good keeper; pink blossom end.|Buttercup.|northern United States. 1965.||hybrid with Buttercup.
Golden Dawn (NVH 3760)|Northrup King.|Northrup King.|golden zucchini hybrid, slender bright gold zucchini fruit with dark green fruit stem, open bush, cut leaf.|Gold Rush. 1981.|||
Golden Dawn III||Seedway.|hybrid zucchini; golden yellow, cylindrical, 7-8' fruit; open bush; 47 days.||||
Golden Delicious||Stokes Seed.|open pollinated, bright, red-orange fruit; hard, smooth rind; fine-grained, dry, light-orange flesh; higher vitamin C content than other squash; good flavor; 90 days.||||
Golden Eagle (522)|Northrup King and Co.|Northrup King and Co.|F1 hybrid, smooth, pale golden straightneck with creamy white interior; semi-open bush.|Early Prolific Straightneck.|wide. 1977.||
Golden Girl (8BC)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, early, long slim yellow squash; open plant.|Seneca Prolific.|wide. 1974.||
Golden Swan (PSX 7371)|Petoseed.|Petoseed.|F1 hybrid, early, medium yellow slightly ribbed crookneck.|Goldneck.|wide. 1975.||
Goldfinger (XPH 1294)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, golden zucchini; L/D 3.8; firm seed cavity, cylindrical, plants are open with flecked leaves, processing, home garden, or fresh market use.|Goldrush.|wide. 1985.||
Goldhorn|Hollar and Co.|Hollar and Co.|hybrid, open bush habit; high yield; vigorous; uniform.|Crookneck.|crookneck areas. 1972.||
Goldpack (NH #6)|New Hampshire Agric. Expt. Sta., Durham.|Joseph Harris Company, Rochester, New York.|early maturing ovoid weighing approximately 12 pounds with high dry matter content; rind thin, pink, lightly netted facilitating peeling for pre-packed product.|Pink Banana.|areas growing C. maxima. 1964.||and orange turban squash obtained by selfing a C. maxima from Turkey (Balkabaigi).
Goldzini (F1 1371)|Petoseed Co.|Petoseed Co.|hybrid, early; extremely long, gold fruit on bush plant; taste similar to Zucchini.||general. 1975.||
Green Eclipse||Seedway.|hybrid zucchini; fruit twist off with few breaking; medium green, glossy fruit; extremely high yielding; open bush; 46 days.||||
Green Magic (78-2202)|Musser Seed Company.|Musser Seed Company.|F1 hybrid, early maturity, medium compact plants with open growth habit; uniform, straight, blocky fruits with medium dark green color; high yield, fruits separate easily from plants without breaking.|Zucchini Elite.|wide. 1980.||
Green Magic 2|P.Yorty.|Musser Seed Co.|F1 hybrid, 25 percent longer than Green Magic.|Green Magic.|wide. 1986.||
Green Striped Cushaw|Willhite Seed.|Willhite Seed.|open pollinated winter squash, long curved neck, rind is cream white mottled with irregular green stripes, smooth and medium soft rind, pale yellow flesh is sweet, moist, fibrous and course; solid in neck, medium thick in bulbous end; used for pies, baking, stock feed; 110 days to maturity. Willhite Catalog, 1994.||||
Green Warted Hubbard||Liberty Seed.|deep blackish-green rind with warts; 12-14 lb fruit; fine grained, golden yellow flesh; 115 days.||||
Greengold|Minnesota Agric. Expt. Sta., Saint Paul.|Farmer Seed and Nursery Co.|round flat, orange and green, hard thin rind, deep orange flesh, small seed cavity, 3 to 4 pounds, high quality.|Buttercup.|northern United States. Minnesota Hort. 67:168, 1939.||inbred selection from Buttercup.
Greenzini (E4228)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|early, vigorous, upright, open bush, large, shiny medium dark green cylindrical straight fruits.|Hyzini.|wide. 1975.||F1 hybrid.
Greyzini Hybrid|Petoseed Company, Saticoy, California.||F1 hybrid, high yielding over long period; fruit longer, more slender at edible stage than Grey Zucchini; tender, high quality.|Grey Zucchini.|general. Peto Desc. Catalog. 1963.||
Grisette (CHY 4026)|ARCO/Dessert Seed.|ARCO/Dessert Seed.|F1 hybrid, medium-gray green fruit color with some stripe, leaves are dark green with some silver, fruit are about 6.25' long with some taper to the end.|Caserta.|Middle East. 1983.||
Gulliver|Zeraim Gedera.|Zeraim Gedera.|hybrid; suitable for trellis cultivation in greenhouse or tunnels; slight ribbed, cylindrical, light green fruit; short internode, climbing plant.||||
Harris Hybrid Cocozelle|Joseph Harris Company, Rochester, New York.|Joseph Harris Company, Rochester, New York.|F1 hybrid, early, prolific; compact vine; fruit long and slender with dark- and light-green stripes.|Cocozelle.|eastern United States. Harris Catalog, 1950.||
Harris Improved Cocozelle|Joseph Harris Company, Rochester, New York.|Joseph Harris Company, Rochester, New York.|straight well marked (colored) fruit, early.|Cocozelle.|eastern United States. Harris Catalog, 1942.||selfed selection in Italian Cocozelle.
Hasta La Pasta|W. Atlee Burpee.|W. Atlee Burpee.|spaghetti-type summer squash; 6-8' long, 4-5' across, perfect for a family meal; pasta substitute; 73 days. 1995.||||
Heart of Gold (NVH 3954)|Rogers Brothers.|Rogers Brothers.|early maturity, 90-100 day maturity, heart shaped fruit, 2.5-3 lb, dark green mottled striped on cream, vigorous semi-bush.|Sweet Dumpling. 1992.|||
Herald (XPH 1380)|Asgrow.|Asgrow.|earlier than Senator with smaller plant.|Senator.|||
Characteristics: hybrid, orange flesh spaghetti type, bright orange rind, semi-bush plant, 75 days to maturity.|Breeder. Jim Waltrip|Similar: Orangetti.|Breeder:|Resistance:|home garden. 1999.|Parentage:|Name: Hi-beta Gold (PS 11899) -
Hokkori|Johnny's Selected Seeds.|Johnny's Selected Seeds.|hybrid kabocha winter squash; medium size 4-5 lb fruit, orange flesh, dry, flaky, sweet; 95 days.||||
Honey Boat (OSU D27)|J.R.Baggett, Oregon Agric. Exp. Sta.||small, oblong, green striped on tan, sweet flavor, high dry matter.|Delicata. 1990.|||
Honey Delight|Johnny's Selected Seeds.||large Japanese kabocha-type hybrid winter squash; 5-6 lb flattened globe fruit are dark green with light green stripes; bright, deep orange, dry, sweet flesh; stores well; 95 days. 1996.||||
Horn of Plenty|Hollar.|Willhite Seed.|hybrid crookneck; bright yellow, smooth skin; erect, bush plant; 43-45 days.||||
Huasco (HMX 1718)|Ted Superak.|Harris Moran.|summer squash with a tapered fruit, medium dark green color and dark green stripes.||U.S. 2002.||F1 hybrid.
Hubbard Golden||Twilley Seeds.|open pollinated winter squash; large, red-orange, warted fruit weigh about 10 lb, 11' x 9'; very tasty flesh is deep orange, dry; excellent for pies, cooking; long storage; 105 days to maturity. Twilley Seeds Catalog, 1989.||||
Hubbard Green||Twilley Seeds.|open pollinated winter squash; large, green, warted fruit average 15' x 10'; turn bronze-green at maturity; good quality, deep orange-yellow flesh; long storage; 105 days to maturity; traditional cultivar. Twilley Seeds Catalog, 1989.||||
Hubbard Improved Green||Stokes.|open pollinated winter squash, green skin, warted, vining, 100 days.||||
Hurricane (Sunex 9718)|Sunseeds.|Sunseeds.|cylindrical, excellent length excellent yield.|Ambassador, Senator, Seneca Zucchini. 1995.|||
HySerta|Hollar and Co.|Hollar and Co.|hybrid, extra early; bush summer squash; general appearance of Caserta but much heavier yielding; earlier and different plant habit.|Caserta.|general. 1974.||
Hyzina|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, vines similar to Dark Green Zucchini but slightly more open; fruits straight, cylindrical, blocky with dark green color and faint green fleck.|Dark Green Zucchini.|general. 1961.||
Independence II (XPT 1776)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|hybrid, medium green zucchini, high yield potential, extended harvest, open plant habit, fruit 6-7 inches long, 41 days to maturity.|Senator. 1998.||transgenic resistance to WMV, ZYMV.|
Ingot (Hyb. 1759)|Keystone Seed Co.|Keystone Seed Co.|F1 hybrid, vigorous, open plant with central fruiting habit; fruits straight, cylindrical, smooth light creamy yellow.|Early Prolific Straightneck.|wide. 1977.||
Ipanema (XPH 1205)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early, Grey Zucchini type but fruits are longer and slightly light color.|Grey Zucchini. 1980.|||
Irit|Zeraim Gedera.||hybrid; smooth, cylindrical light green fruit; open bush plant.||||
Jackpot (007041)|Hollar and Company.|Hollar and Company.|F1 hybrid, open bush, few spines, dark green foliage, scalloped leaves.|Black Beauty.|wide. 1985.||
Jade (FMX 212)|L.Gautney.|Ferry-Morse Seed Co.|zucchini-type with medium green color, slight striping and moderate speckling.|Zucchini Elite.|eastern United States. 1985.||F1 hybrid, Ferry-Morse Seed Company inbreds.
Jaguar (HMX 3712)|T.Superak. 1994.|Harris Moran.|dark green, long cylindrical fruit, high yields.|Midnight.||zucchini yellows, watermelon mosaic 2, papaya ring.|
Japan Cup|Takii.||gray-green skin; deep yellow, thick flesh; 2-3 lb; suitable for long storage; extra early, semi-bush plant.||||
Jarrahdale (JS strain)||Johnny's Selected Seed.|traditional Australian winter squash; open pollinated; 6-10 lb fruit, heavy, rounded ribs, slate gray skin, thick orange flesh; stores well; 100 days.||||
Jason||Harris Moran.|||||
Justice III (PXT 04620097)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|medium dark green zucchini type with high yield and a vigorous bush plant; fruit at market stage are 7-8 inches long, cylindrical, smooth with waxy appearance.|Dividend, Cashflow.|NAFTA and Northeast U.S. 2004.|Watermelon mosaic virus, Cucumber mosaic virus, Zucchini yellow mosaic virus.|F1 hybrid.
Karam (XPH 1599)|Asgrow.|Asgrow.|long-fruited, English marrow type, smooth skinned, light green in color; very productive.|Maayan. 1988.|||
Lakota|D. Coyne.|W. Atlee Burpee.|stunning winter squash that was once prized by the Sioux; flesh is sweet and nutty; fine baking quality; 8' x 9' fruit; 85 days to harvest; for home garden. Burpee Spring Catalog, 2000.||||
Lancer (XPH 1546)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, an early, long, cylindrical, lighter colored than Senator, zucchini squash, small, open bush, projected for early market needs.|Senator, Seneca zucchini.|wide. 1986.||
Largo (CV 235)|Northrup King.|Northrup King.|long cylindrical zucchini squash that harvests over a long period.|Elite, Ambassador; Zucchini squash. 1990.|||
Lemonbar (XPH 1433)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, yellow straightneck, L/D 3.9, longer fruited than Lemondrop L, relatively smooth skinned.|Lemondrop L.|southeastern United States. 1986.||
Lemondrop (XP 1088)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early, uniform, prolific straightneck type.|Early Prolific Straightneck.|wide. 1977.||
Lemondrop L (XP 1132)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early, uniform prolific straightneck type; for processing and fresh market.|Lemondrop.|wide. 1977.||
Liberator 3 (XPH 1740)|Asgrow.|Asgrow.|hybrid yellow straight neck with broad resistance to viruses.|Lemondrop L. 1995.||zucchini yellow mosaic virus, watermelon mosaic virus, cucumber mosaic virus.|
Lioness (HMX-0709)|T. Superak.|Harris Moran.|yellow straightneck type; green stem, smooth skin, medium-size bulb.|Enterprise.|southeastern U.S. 2002.|ZYMV, PRSV, WMV-2, CMV.|
Lita (XPH 1214)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, Marvella class with slightly greener color but slightly lighter than Clarita.|Clarita. 1981.|||
Lolita (PS 59792)|Mark Hutton.|Petoseed.|pale green to gray color, light speckling, large vigorous plant.|Clarita.|||
Magda|Johnny's Selected Seeds.|Johnny's Selected Seeds.|hybrid, Middleastern 'cousa' type summer squash; pale green, blocky, tapered fruit; nutty, sweet flavor; 3-4' long for stuffing; 48 days. 2000.||||
Medallion|Abbott and Cobb.|Abbott and Cobb.|hybrid semi-crookneck; bright yellow skin, strong necks, 4.5-6.5'; vigorous, open, bush-type plants; 52 days to harvest.||eastern U.S. and Florida winter production. 1992.||
Meigs (XOH 1671)||Asgrow.|precocious crookneck squash. 1994.||||
Mellow Gold (XP 931)|Agway.|Agway.|F1 hybrid, 50 day yellow straightneck summer squash, fruit are slightly tapered to cylindrical.|Gold Slice.|eastern United States. 1987.||
Midas|Willhite Seed.|Willhite Seed.|hybrid straightneck; light butter-yellow, very smooth fruit; large, vigorous plants; 53 days.|||powdery mildew.|
Midnight (HMX 7124)|Harris Moran.|Harris Moran.|very dark zucchini type; open growth habit; very uniform fruit that maintains dark green color under intense light; cylindrical fruit with blunt ends.||southwestern U.S. and Mexico. 1989.||
Midnight Express (FMX 210)|L.Gautney.|Ferry-Morse.|zucchini type with dark green fruit color, large open bush; fruit slightly longer and slightly darker green than Onyx.|Onyx.|West Coast of United States. 1985.||F1 hybrid, Ferry-Morse Seed Company inbreds.
Moctezuma (HMX 1708)|T.Superak.|Harris Moran.|compared to Zucchini Gray Small Seeded, early, high yielding, shorter and thicker fruit shape, disease tolerance, larger more vigorous plant, more open habit.|Zucchini Gray Small Seeded. 1994.||Zucchini Yellow Mosaic Virus, powdery mildew.|
Monet (FMX 227)|Ferry-Morse.|Ferry-Morse.|precocious yellow straight neck, medium yellow color with yellow stem. plant is 18-28' depending on growing season and location, good yields.|Lemondrop, Multipik.|||
Moneymaker (Hyb. 1758)|Keystone Seed Company.|Keystone Seed Company.|F1 hybrid, vigorous, open plant with central fruiting habit; fruits crooknecked, smooth, light creamy yellow.|Early Yellow Summer Crookneck.|wide. 1977.||
Multipik (8PC)|Joseph Harris Seed Company.|Joseph Harris Seed Company.|F1 hybrid, homozygous precocious yellow, highly female, high yield, fruit resist greening caused by cucumber mosaic virus; first true leaf yellow under cool temperatures.|Golden Girl.|northeast United States. 1981.||
Napolini (NCX 7106)|FMC Corp.|FMC Corp.|F1 hybrid, cylindrical dark green fruit; open bush.|Aristocrat.|southern California, Texas, Mexico. 1977.|none determined.|
Neptune (CIAGB)|Joseph Harris Seed Company.|Joseph Harris Seed Company.|F1 hybrid, open bush, dark fruit color.|Zucchini Elite.|northeast United States. 1976.||
New Hampshire Bush Buttercup (Bush Buttercup)|University of New Hampshire, Durham, New Hampshire.|Hepler Seed Co.|crown setting, larger and earlier than Buttercup cultivar with similar quality.|Buttercup.|northern limit for squash. New Hampshire Bul. 380. 1951.||Buttercup x Zapellita.
Noblesse (HMX 7709)|Harris Moran.|Harris Moran.|dark green zucchini type; long, slender and glossy fruit; early maturity. 1994.||||
Nutty Delica|Takii.||semi-globe, deep yellow, sweet flesh; smooth dark green rind with bright green blotches; distinct dry and nutty taste; good storage ability; grows well under low temperatures.|Delica.|||
Obodas (XPH 1757)||Asgrow.|squash of English Marrow type for middle east, slightly slender fruit, same color as English Marrow with a distinct blossom end scar, light green.|English Marrow. 1994.|||
Onyx (16C-X56)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, early, open habit, leaves large, moderate cut, very dark green with hint of silvering. Fruit long, straight, cylindrical with shiny, very black-green skin with a moderate amount of very fine speckling.|Hyzini. 1979.|||
Orange Banana|Vegetable Crops Department, California Agric. Expt. Sta., Davis.||large (30 to 50 pounds) banana shaped, bright orange color, flesh thick, seed cavity small, rind very tough.||wherever banana squash is grown. 1952.||selection from Banana.
Pagoda Gold (PS 4718357)|Jim Waltrip.|Seminis-Petoseed.|strong semi-bush with open plant habit for easy harvest, fruit are top shaped, early and productive.|no cultivar like it.|home garden. 2000.||F1 hybrid.
Papaya Pear (PX 4718347)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|summer squash, strong plant, fruit are bright yellow pear shape; AAS designated winner until we have inventory; semi-bush growth habit; open and easy to harvest; plants spread about 4 feet, and grow approximately 3 feet tall; fruit are bright yellow with fine white speckles, uniquely pear shaped, and should be harvested when about 3.5 inches long by 2.75 inches across, at which stage they weigh approximately 170 grams; fruit have excellent taste; maturity is very early, about 40 days; very attractive squash with unusual fruit shape like no other cultivar; superior fruit quality, fine flavor, vigorous plants and high yield (formerly Yellow Pear); unique fruit shape and color.||home garden and wholesale use. 2001.||Cucurbita pepo F1 hybrid.
Parks Creamy (PSR 3273)|Petoseed Company.|Park Seed Co.|F1 hybrid, medium small-sized open bush; small leaves, early, slender medium-long fruits; smooth medium yellow color.||wide. 1979.||
Parks Green Whopper (PSR 5976)|Petoseed Company.|Park Seed Co.|F1 hybrid, medium large open bush; very dark green fruits, slender straight.|Blackjack.|wide. 1979.||
Pasta (PSX 10298)|Petoseed.|Petoseed.|fresh market spaghetti squash. 1991.||||
Patriot II (XPT1816)|Asgrow.|Liberty Seed.|hybrid straightneck; green stem, precocious yellow; 42 days.|||transgenic resistance to ZYMV, WMV, intermediate resistance to powdery mildew, not resistant to CMV, PRSV.|
Patty Gold (PS 9596)|Jim Waltrip.|Seminis-Petoseed.|yellow scallop with open plant habit, semi bush, disk shaped fruit.|Sunny Delight.|wholesale home garden. PVP.||F1 hybrid.
Patty Green Tint (PSX 273)|Petoseed.|Petoseed.|F1 hybrid, open, medium, prolific bush; earlier than Patty Pan with darker colored fruit and small blossom end scar.|Patty Pan.|wide. 1976.||
Pavo (XPH 1457)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early, smoother skinned version of Dixie.|Dixie.|southeastern United States. 1985.||
Peraoro|Inter-American Institute of Agric. Sci., Turrialba, Costa Rica.|Inter-American Institute of Agric. Sci., Turrialba, Costa Rica.|productive, very high in vitamin A, bright orange interior.|Butternut.|moist tropics. La Hacienda, New York, June 1948.||a Puerto Rican squash x an African squash introduction (latter similar to Butternut progenitor).
Picasso (FMX 564)||Ferry-Morse.|early maturity, excellent yield, better uniformity than Dixie.|Dixie. 1995.|||
Pic-N-Pic|W. Atlee Burpee Co.|W. Atlee Burpee Co.|early golden crookneck with smooth wart-free skin, single stem, open plant habit.|Sundance.|wide. 1985.||F1 hybrid.
Pilgrim|Seeds By Design.|Seeds By Design.|hybrid butternut winter squash; 3.3 lb average fruit weight, 9' long x 4.9' wide, good flesh quality; excellent yields; neither high nor low temperatures affect quality; restricted vine allows 7% more plants per acre; 84 days to maturity. American Vegetable Grower, April 1999.||||
Powergrey (HMX 8712)|Ted Superak.|Harris Moran.|summer squash.|Caserta.|U.S. 2003.|tolerance to ZYMV, WMV-2, and PRSV.|F1 hybrid.
Precious (83 5237)|P.Yorty.|Musser.|precocious yellow fruit color eliminates greenish yellow color.|Multipik. 1989.|||
Precious II|Abbott and Cobb.|Abbott and Cobb.|hybrid straightneck; bright precocious yellow fruit; open plant; 53 days. 1998.||||
Prelude 2 (XPH 1732)|Asgrow.|Asgrow.|yellow Crookneck with pronounced crook.|Dixie, Pavo. 1995.||zucchini yellow mosaic virus, watermelon mosaic virus, and powdery mildew.|
Premier (GSV 83-68)|Goldsmith.|Northrup King.|F1 hybrid, elite-type summer squash, early, medium green glossy fruit color, open plant habit, long smooth cylindrical fruit.|Elite types.|wide. 1982.||
President (526)|Petoseed Co.|Petoseed Co.|hybrid, single stem plant with 8' long, smooth, cylindrical, dark green fruit with light green flecks.|Storrs Green Hybrid, Senator.|general. Petoseed Catalog, 1973.||
Prestige (HMX 0711)|Frederic Tenet.|Tezier Seed.|dark green glossy color.|Raven.|U.S., Mexico. 2000.|powdery mildew.|F1 hybrid
Prima Qualita (SRX 301)|Niagara Chemical Division, F.M.C. Corp.|Niagara Chemical Division, F.M.C. Corp.|hybrid, open sturdy bush, dark green, long fruits.|Zucchini.|general. 1968.||
PSX 391|Mark Hutton.|Petoseed.|precocious yellow zucchini, bright yellow glossy fruit, 7' x 1.75', large vigorous plant, suitable for processing.||||
Pueblo (XP 1186)|Asgrow Seed. Co.|Asgrow Seed. Co.|F1 hybrid, fruit mottled green background with indistinct broad green stripes; long and cylindrical.|Striato, Romenesio.|wide. 1979.||
Puma|Harris Moran.|Harris Moran.|hybrid zucchini.|||tolerance to ZYMV, WMV-2, PRSV.|
Puritan Butternut||Seedway.|slightly smaller than Waltham, good yields and storage ability; full vine; 110 days.||||
Queensland Blue||Johnny's Selected Seeds.|Australian cultivar introduced in the U.S. in the 1930s; blue-gray 6-10 lb fruit with deep ribbing; buttercup shape, orange flesh, good flavor; stores well; 100 days.||||
Rainbow|Minnesota Agric. Expt. Sta., Saint Paul.|Farmer Seed and Nursery Co.|cylindrical tapering at apex, pink and blue, thin medium hard shell, flesh fine, moderate dry, 3 to 4 pounds, about 100 day maturity.|Small Banana.|45th parallel. Minnesota Hort. 75:5, 1947.||Greengold x Banana, inbred 5 generations.
Rama (XPH 1517)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, English marrow-type, light green in color; L/D 2-3 at prime pickling stage for middle east, high yielding over long pickling period.|Clarita.|Jordan, Syria, Saudi Arabia. 1986.||
Rapido (E8275)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, vigorous, open bush; leaves have long petioles, highly cut, dark green with hint of silvering; fruit long and dark green.|Marrow.|California. 1979.||
Raven (NVH 3771)|Northrup King.|Northrup King.|very dark green summer squash, produces 7-8' cylindrical fruit with dark green glossy appearance, open plant for ease of picking, nearly spineless petioles.|Blackjack. 1985.|||
Really Big (24532)|Jim Waltrip.|Seminis-Asgrow.|Butternut hybrid, medium large fruit, tan skin color exterior with orange flesh, rigorous plant, thick neck, good storage.|Butternut Supreme.|home garden. 2000.||F1 hybrid
Rebel Yell (FMX 359)|L.Gautney.|Ferry-Morse.|outstanding earliness, smoothness, and yield, medium yellow fruit color.|Dixie. 1988.|||
Rebenque (PS 12004)|Manuel Rosas.|Seminis Vegetable Seeds-Petoseed.|hybrid, medium large fruit, butternut type, 5.5 lb, tan skin, orange flesh, good storage, main season.|Butternut Supreme.|northeastern U.S. 1999.||
Red Kuri (Baby Red Hubbard, Orange Hokkaido)||Johnny's Selected Seeds.|open pollinated winter squash, tear-drop shaped 4-7 lb fruit, scarlet rind, smooth textured flesh; 92 days.||||
Regency (GSV 83-71)|Goldsmith.|Northrup King.|F1 hybrid, open plant habit, summer squash nearly spineless, very uniform cylindrical fruit, medium green, waxy appearance.|Ambassador.|wide. 1983.||
Rembrandt (FMX 633)|Gary Taurick.|Harris Moran Seed Co.||Raven.|U.S., Mexico. 2000.||F1 hybrid.
Resista (XPH 1742)||Asgrow.|squash of English Marrow type for middle east, slightly darker than English Marrow with a distinct blossom scar.|English Marrow. 1994.|||
Revenue (ZS15)|Rogers Brothers.|Rogers Brothers.|medium-light green zucchini with upright plant and vigorous bush, fruit are slightly tapered, 44-47 day maturity.|Tigress, Elite. 1995.||cucumber mosaic virus, zucchini yellow mosaic, watermelon mosaic virus.|
Rhode Island Butternut (URI 59-1-N)|University of Rhode Island, Kingston, R.I.||bell shape, 3 to 4 pounds, neck 4 to 5' in diameter, bulb 5 to 6'.||areas where Butternut cultivar is grown. Providence Sunday Journal, Oct. 29, 1961.||Inbred 14 generations from thick neck types.
Richgreen Zucchini|W. Atlee Burpee Co.|W. Atlee Burpee Co.|F1 hybrid, compact, open single stem bush habit and very dark glossy green cylindrical fruit.|Ambassador. 1982.|wide. 1982.||
Right Royal|W. Atlee Burpee Co.|W. Atlee Burpee Co.|open pollinated, very large slate gray colored C. maxima.|Hungarian Mammoth.|eastern midwestern United States. 1972.||
Rocky Gold|Hollar and Company.|Hollar and Company.|F1 hybrid, zucchini-type fruit with shiny golden skin, pale white flesh; no green color at either end of fruit.|Burpee Golden Zucchini. 1993.|||
Roly Poly|W. Atlee Burpee.|W. Atlee Burpee.|unique round fruit ideal for stuffing; plants are single stemmed and prolific; harvest in 50 days. Burpee Spring Catalog, 2000.||||
Royal Ace PM (HMX 9736)|Ted Superak.|Harris Moran Seed Co.|winter squash type; large plant with extended setting; dark green fruit; formerly Accorny PM.||U.S. 2003.|powdery mildew.|F1 hybrid.
Royal Knight|Wendy Lou Jones.|Hollar and Company.|open pollinated, crookneck type but with medium green fruit; maturity in 40 days.|Crookneck, Early Summer Yellow.|wide. PVP Certificate Number 800130. 1982.||
Saffron|Hollar Seeds.||open pollinated prolific yellow straightneck; uniform, tapered, classic shape; smooth fruit borne on manageable, sturdy, open plant; early. American Vegetable Grower, December 1996.||||
Saticoy Hybrid (SO number 6)|Petoseed Company, Saticoy, California.|Petoseed Company, Saticoy, California.|F1 hybrid, vigorous, productive, earlier than Crookneck.|Early Summer Crookneck.|United States, southern Canada, and Mexico. The Peto Story, Petoseed Company 1961.||
Scallopini (PSX 3572)|Petoseed.|Petoseed.|F1 hybrid, scallop type with zucchini color.||wide. 1976.||
Seasons|Abbott and Cobb.|Abbott and Cobb.|hybrid zucchini; medium, dark green, straight fruit; open plant, fewer spines.|Ambassador. 1998.|||
Sebring|Otis Twilley.|Otis Twilley.|hybrid, deep golden zucchini squash, semi-spineless, highly productive, 8' fruit, bush habit, open plant structure. American Vegetable Grower, December 1998.||||
Senator (XP 1046)|Asgrow Seed Co.|Asgrow Seed Co.|hybrid, medium bush, open growth habit; productive, fruit cylindrical, light green, glossy.|Seneca Zucchini.|general. 1972.||
Seneca Autumn (1875)|Petoseed.|Petoseed.|semi-bush, dark green fruit 5-6' diameter, 71 day relative maturity.|Table Ace. 1987.|||
Seneca Baby Crookneck|Robson Seed Farms, Hall, New York.|Robson Seed Farms, Hall, New York.|F1 hybrid, early, good yield.|Summer Crookneck.|world wide. 1961.||
Seneca Butterbar|Robson Seed Farms, Hall, New York.|Robson Seed Farms, Hall, New York.|F1 hybrid, distinct fruit type; long cylindrical yellow fruit of zucchini shape; first yellow fruit does not bulb; small seed cavity; smooth skin; high quality even at large size.||world wide. 1963.||
Seneca Gourmet (XPG778)|Robson Seed Farms.|Robson Seed Farms.|F1 hybrid, early, vines more open than other zucchini types.|Seneca Zucchini.|wide. 1975.||
Seneca Prolific|Robson Seed Farms, Hall, New York.|Robson Seed Farms, Hall, New York.|F1 hybrid, early, productive, high quality, smooth skin, small blossom scar.|Early Prolific.|world-wide. 1954.||
Seneca Supreme|Robson Seed Farms.|Liberty Seed.|improved hybrid straightneck; precocious yellow, glossy, slow to bulb; bush plant; 45 days.|||precocious gene masks virus infection.|
Seneca Zucchini|Robson Seed Farms, Hall, New York.|Robson Seed Farms, Hall, New York.|F1 hybrid, early, uniform, productive; plants open type; fruits cylindrical; uniform green color.|Storrs Green Hybrid.|world wide. 1953.||
Sensation (XPH 1713)|Asgrow.|Asgrow.|fruit medium dark green, long and slender, compact but open bush.|Senator. 1993.|||
Shurouq (FMX 109)|G. Emery.|Ferry-Morse.|excellent vigor bush type, early and prolonged production of light pale gray green, smooth wide stem end, medium short, blocky tear drop narrow type fruit.|Vicotira, Ghada.|Middle East. 1985.||F1 hybrid, Ferry-Morse Seed Company inbreds.
Signature (HMX 2701)|Clause Tezier.|Harris Moran Seed Co.|zucchini type summer squash with dark green fruit.||Mexico and coastal U.S. 2003.|ZYMV, WMV-2, powdery mildew.|F1 hybrid.
Silver Bell|Ferry-Morse Seed Company, Detroit, Michigan.|Ferry-Morse Seed Company, Detroit, Michigan.|fruits small size (3 to 4 pounds), silver gray color and short bell shape; hard shell when ripe; keeper.||wide. 1956.||selected from Small Banan; a distinct cultivar.
Slender Gem|Burpee Seed Co.|Burpee Seed Co.|||U.S. 2003.||
Slenderella (NEX 7001)|FMC Corp.|FMC Corp.|F1 hybrid, early (52 days), vigorous yellow straightneck; long (7'), slender, straight glossy yellow fruit.|Seneca Prolific Straightneck.|southeast United States. 1976.||
Slendergold (NCX 306)|Niagara Chemical Division, FMC Corp.|Niagara Chemical Division, FMC Corp.|hybrid, productive yellow with excellent exterior and interior; slender neck and bulb with subtle crook; superior processed quality.|Dixie.|general. American Vegetable Grower, Dec. 1971. 1972.||
