Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Dawn (3244)|Northrup, King and Company.|Northrup, King and Company.|F1 hybrid, 68 day maturity; 7.5-8' ears, 12-14 rows, ears 1.75' in diameter; 4.5-5' stalks.|NK Earliking.|United States; excellent for short season areas. 1977.||
Daystar (HMX 2343S)|T.Natti.|Harris.|82 day, yellow shrunken-2 hybrid, adapted to Florida, strong stalk and standability, good husk cover and color, fair flags, easy to hand harvest. 7-7.5' ear with light yellow kernels, 18-16 rows.|Ultima. 1994.||very high to northern corn leaf blight.|
Dazzle (XPH2644 BC2)|Asgrow.|Asgrow.|bicolor shrunken-2 with very attractive ears and more tender pericarp.|||stewarts wilt, moderate to northern corn leaf blight. 1993.|
Debonair|Crookham.|Crookham.|mid-main season shrunken-2 (supersweet) bicolor.|Phenomenal. 1993.|||
Debut (G.H. 74-1702)|Rogers Brothers.|Rogers Brothers.|F1 hybrid, mid-early yellow, especially suited for the garden and market trade, ears are 8' long, 1.875' in diameter, with an average of 16 rows of kernels.|Golden Beauty.|wide. 1979.||
Debutante (ACX2104A)|Abbott & Cobb.|Abbott & Cobb.|early maturing, high yielding good flavor, fresh market and home garden. 1982.||||
Deepgent|Michael-Leonard Company.||90 day maturity, 2132 GDD, Cogent class, white kernels. 1956.||||
Deepgold|F. H. Woodruff and Sons.|Div. Asgrow.|87 day maturity, 1958 GDD, Golden Cross class, yellow kernels, 18-22 rows. 1957.||||
Defender|Northrup King.||87 day maturity, Golden Cross class, yellow kernels, 18 rows. 1964.||||
Delectable|Crookham.|Crookham.|main season se bicolor.|Incredible (bicolor). 1993.|||
Deligold|Michael-Leonard Company.||81 day maturity, 1863 GDD, Golden Cross class, yellow kernels, 14-16 rows. 1954.||||
Diabolo (FMX 256)|D.Jeffers.|Ferry-Morse.|bicolor shrunken-2, dark green husk, long flag leaves, mid-season maturity, slightly tapered ear, 16-18 row count.|Peter Corn. 1988.||stewarts wilt.|
Dinner Time|Otis Twilley.|Otis Twilley.|F1 hybrid, high sugar content, 16 rows, yellow kernels, about 1' longer than Sweet Time, requires isolation.||wide. 1979.|Ht.|
Dirigo|Maine Agric. Exp. Sta.||Carmelcross class, yellow kernels, 14 rows. 1946.||||
Diva (XP 8414667)|Jim Thomasson.|Seminis-Asgrow.|very attractive husked ear with small kernels in straight rows and smooth tip, narrow deep kernels with blend of corn flavor and sweetness.|Zenith.|North America - processor. 2000.|common corn rust.|F1 hybrid.
Dividend (6649)|Northrup, King and Company.|Northrup, King and Company.|hybrid, white silk, yellow, 16-20 row ear, NK199 season.|Wondergold. 1970.|||
Divinity|Stokes.|Stokes.|78 days, se, white.||||
Dixie Darling|Beal.|Beal.|F1 hybrid, two eared with extra tight husk.||central and southern states. 1968.|bird damage, ear worm, and smut.|
Dominator|Rogers Bros.||86 day maturity, Early Golden Cross class, yellow kernels, 12-16 rows. 1958.||||
Dorinny|Central Expt. Farm, Ottawa, Ontario, Canada.|Central Expt. Farm, Ottawa, Ontario, Canada.|earliness; high quality.|Golden Midget.|wide. 1942.||Golden Bantam x Pickanniny.
Double Delicious|Gurney Seed and Nursery Company.|Gurney Seed and Nursery Company.|F1 hybrid, homozygous se, superior eating quality with tender pericarp and sweet flavor, exceptional holding quality past prime harvest.|Miracle Hybrid.|wide. 1983.||
Double Delight (CrSEYW8032)|Crookham Company.|Crookham Company.|F1 hybrid, homozygous sugary enhancer endosperm, bicolor.|Butter and Sugar.|wide. 1982.||
Double Treat (CrYW8019)|Crookham Company.|Crookham Company.|F1 hybrid, heterozygous se, bicolor.|Butter and Sugar.|wide. 1982.||CrW221 x Cr286.
Dreamer (XP 8414577)|Jim Thomasson.|Seminis-Asgrow.|white hybrid sweet corn for fresh market and shipping, very attractive husked ear, excellent eating.|Snow White.|northeastern, southeastern U.S., California. 2000.||F1 hybrid.
Duet|Asgrow.||81 day maturity, 1700 GDD, Golden Cross class, yellow kernels, 14-16 rows. 1961.||||
Dugan (XPH 2663)|Asgrow.|Asgrow.|good standability, high packout yields, bright yellow kernel color, se endosperm.|Rival. 1993.||common smut, MR, northern rust, stewarts wilt.|
Dulce II|Dulce Corn Company.|Dulce Corn Company.|F1 hybrid, segregates into su2/su2 and sh/sh sugary genes that give a unique taste.||wide. 1977.||
Dynamo (HMX5372)|T. Kunkel.|Harris Moran Seed Co.|78 days, su, yellow.||||
Dynasty|W.Lough.|Crookham.|homozygous su1 hybrid designed for processing whole kernel canning and freezing.|Commander. 1989.||rust.|
Eagle (SCH 2772)|Illinois Foundation Seed.|Johnny's.|mid-season bicolor shrunken-2, 5' x 2' ears, 16-20 rows, 8' tall.||||
Eagle (SCH 27772)|P. Mosely.|IFSI.|76 days, bicolor, 8.5' ear. 1997.||||
Earli Queen (Hybrid 72-3097)-1979|Rogers Brothers.|Rogers Brothers.|F1 hybrid, early white hybrid, good eating quality.|Silver Queen, but 10 days earlier.|wide.|some tolerance of stewarts wilt.|
Earlibelle|Joseph Harris Company.|Joseph Harris Company.|hybrid, midseason, yellow market type, short sturdy stalk, good yield, attractive husk and ear.|Northern Belle.|general. Joseph Harris Company Catalog, 1969.||
Earligem (FM-12)|Seedway.|Seedway.|3-way hybrid, excellent early vigor in cold soil, large eared, early, high eating quality, 64 day maturity.|Earliking.|northeastern United States and the Great Lake states. 1978.||
Earliglow EH (D5 EH)|Charter Research.|Charter Research.|F1 hybrid, 78 day maturity, high sugar content, very tender pericarp: remains in edible and processing stage for extended period; fresh market, canner, freezing whole ear or whole kernel.||wide. 1978.||
Earliking|Northrup, King and Company.||66 day maturity, Earliest Market King class, yellow kernels, 12 rows. 1957.||||
Earli-Stay Sweet (ACR 2335)|Abbott and Cobb.|Abbott and Cobb.|F1 hybrid, supersweet type with better germination and more vigorous plant type than original supersweets.|Florida Staysweet.|wide. 1983.|Ht.|
Earli-Time (ACR 2335A)|Abbott and Cobb.|Abbott and Cobb.|F1 hybrid, earlier maturing super sweet type with good germination, vigorous, sturdy plants.|Florida Staysweet.|wide. 1981.|Ht.|
Earlivee (VH691)|Hort. Res. Inst. of Ontario, Canada.|Stokes Seeds.|hybrid, very early, 10-14 rows, well filled, good quality, attractive ears, colored silks, and tassels, almost no suckers.|Spancross.|northern areas. 1972.||V663 x V642.
Early Ambrosia|Crookham Co.|Crookham Co.|homozygous sugar enhanced bicolor.|Ambrosia.|north 40 degrees. 2000.||
Early and Often|Seminis.|W. Atlee Burpee and Co.|se, bicolor, 64 days. 2000.||||
Early Arctic|Sunseeds.|Sunseeds.|F1 hybrid, Sugary, su1/su1, hybrid, 63 day maturity; white silk, yellow kernels, 12-14 rows; extra early hybrid for home garden and market.|Earliking.|wide.||
Early Bird (V641)|Vaughans.|Vaughans.|F1 hybrid, uniform, high quality, early.|Golden Beauty.|northern United States and Canada. 1965.||closed.
Early Charm (XP 492)|Agway.|Agway.|69 day maturity, bicolor with 7.5-8' ears having 14-16 rows, genotype is normal sugary-1, flag leaves average 6', and the ear has 1-2' of tip cover.|||stewarts wilt. 1987.|
Early Choice|Mesa Maize.|Burpee.|se, yellow, 66 days. 1996.||||
Early Cogent|Rogers Bros.||93 day maturity, 2460 GDD, Golden Cross class, white kernels. 1955.||||
Early Dawn|O. and G.||hybrid, Spancross maturity, foliage reddish green, ears 12 rowed, high quality.|Miniature Hyb. and Early Sunglow.|deep southern and northern United States and Canada. 1965.||inbreds.
Early Fine|Michael-Leonard Company.||75 day maturity, 1725 GDD, Marcross class, yellow kernels, 18-16 rows. 1958.||||
Early Fortune|Agway.|Agway.|hybrid, early, high row count ear; market.|Spancross.|northern United States. Agway Catalog, 1966.|wilt.|Agway and Crookham inbreds.
Early Golden 113|Maine Agric. Exp. Sta.|Eastern States Farmers Ex.|pre Carmelcross class, 79 day maturity, Spancross class, yellow kernels, 12-10 rows. 1942.||||
Early Golden Giant|University Massachusetts Agric. Expt. Sta., Amherst.||first early commercial hybrid with large ear.|North Star.|northern states. 1968.|bacterial wilt.|Ma CX13 x Ma C5NT.
Early Hybrid 0144|F.H. Woodruff and Sons.|Div. Asgrow.|72 day maturity, 1667 GDD, Carmelcross class, yellow kernels, 10-14 rows. 1955.||||
Early Illini (SCH60222)|P. Mosely.|IFSI.|78 days, yellow, 8.0' ear. 1998.||||
Early Illini Bicolor (SCH86222)|P. Mosely.|IFSI.|78 days, bicolor, 8.0' ear. 1999.||||
Early Star (Cr 7801)|Crookham Company.|Crookham Company.|F1 hybrid, early, large eared.|Earliking.|northern area. 1982.||(Cr13gl x C13) x ( V631 x Co15).
Early Style (E4209)|Ferry-Morse.|Ferry-Morse.|F1 hybrid, midseason processor type with high yields, good quality and plant type.|Jubilee but distinctly shorter plant.|northwestern and midwestern United States.||
Early Sunglow|Charter.||Spancross class, yellow kernels. 1956.||||
Early Sunray (77H99)|Seedway.|Seedway.|F1 hybrid, cold resistance, girthy ear.|Golden Beauty.|northeastern United States and the Great Lakes. 1981.||
Early Top Cross|Maine Agric. Exp. Sta.||Carmelcross class, yellow kernels, 12 rows. 1935.||||
Early Triumph (E3C2)|Seed Res. Specialists, Ames, Iowa.|Seed Res. Specialists, Ames, Iowa.|F1 hybrid, perfect ears on cylindrical cobs with high percentage showing perfect tip fill, earlier than most processor varieties, but with midseason yields.|FM Cross.|northern half of the United States. 1965.|root lodging and dry weather.|
Early Valley Gold|O.and G.|O.and G.|hybrid, early, high quality, reddish stalk and husk.|Early Dawn. 1967.|||Me2rt x 087-12.
Early Xtrasweet (SCH 4001)|J. Hove.|Illinois Foundation Seeds, Urbana.|hybrid, high sugar, slow starch conversion; 70 days, yellow, 7.5' ear.|Illinois Xtra Sweet.|northern and north central United States. 1970.||
Earlychief|Michael-Leonard Company.||73 day maturity, 1695 GDD, Carmelcross class, yellow kernels, 14 rows. 1957.||||
Earlypak (SUNEX 2610)|Sunseeds.|Sunseeds.|sugary, NSCBA classification IIa, yellow kernels, 71 day maturity, 1623 GDD, 6.0' plant, 24' ear, short, husk cover, 8.0 x 1.8' ear size, slightly tapered ear, 14 rows.|Spirit. 1989.|||
Earlytreat (S1211)|Sweet Corn Genetic Service.|O. and G.|hybrid, second early, cylindrical ears with no dropped rows, holds sweetness to advanced maturity, good ear length.|Seneca Chief but 6 days earlier.|from the north central to the northern United States. 1973.|cold, wet conditions at planting time.|
Eastern Belle|Eastern States Farmers' Ex.||84 day maturity, Carmelcross class, yellow kernels, 14-16 rows. 1953.||||
Eastern Chief|Eastern States Farmers' Ex.||98 day maturity, Iochief class, yellow kernels, 16 rows. 1959.||||
Eastern Market|Eastern States Farmers' Ex.||84 day maturity, Carmelcross class, yellow kernels, 14-16 rows. 1959.||||
Eclipse (GH78-2581)|L.Hansen.|Rogers.|a mid-season 83 days yellow developed for shipping.|Guardian. 1983.||tolerance to race 1 of H. turcicum.|
El Dorado (E4208)|Ferry-Morse.|Ferry-Morse.|F1 hybrid, early maturing processor type; good yield and quality.|Trail Blazer.|Idaho, Oregon, and Washington. 1975.|tolerance to fusarium.|
El Toro (XP 8410357)|Jim Thomasson.|Seminis-Asgrow.|use for cut kernel and whole frozen or canned processing; late season performance, good husk cover.|Bold.|midwest and eastern U.S., Mexico. 2000.|A, CCR, MDMV, SBW.|F1 hybrid.
Eliminator|Crookham.|Crookham.|mid-season processing type sweetcorn hybrid, a combination of a large ear with a narrow, deep kernel and multiple disease tolerances should result in high yields and recovery.|Terminator. 1993.||tolerance to maize dwarf mosaic virus and stewarts wilt, single gene resistance to common maize rust.|
Elite (GH2839)|Rogers.|Rogers.|85 days, su, yellow.||||
Eminence|Crookham.|Crookham.|mid-season bicolor shrunken-2 hybrid with single gene resistance to common leaf rust. High quality along with very good plant and ear characteristics.|Bojangles. 1993.||single gene resistance to common maize rust.|
Empire (GH 2759)|Rogers.|Rogers.|yellow, se, 83 day maturity, 9' ear, 16-18 row count.|Northrup 199 (Sunseeds). 1993.||rust; tolerance to stewarts wilt.|
Endeavor (XPH 3061)|Asgrow.|Asgrow.|excellent eating quality and uniformity. A shrunken-2 European type, yellow kernel color. Improved seedling performance over standard shrunken-2 types.|Challenger. 1993.||northern leaf blight smut, anthracnose, southern leaf blight, LLA-rust.|
Enforcer|Harris Moran.|Harris Moran.|78 days, su, yellow.||||
Enterprise|Crookham Company.|Crookham Company.|F1 hybrid.|Iochief.|northern interior states. 1978.||
Envy (Hybrid 38)|Seedway.|Seedway.|79 day maturity, yellow, shrunken-2 genotype, plants 6-7' tall, single stalked ears are 7-8' long with tapered tips, husks are very tight.|Voyager, SS7630. 1995.|||
Epic (NCX 2004)|Ferry-Morse.|Ferry-Morse.|F1 hybrid, productive with cylindrical ears, deep bright yellow kernels, average 18-20 rows; quality acceptable for processing or fresh market.|Jubilee.|Pacific North West, Wisconsin, New York, Minnesota, and California. 1976.|head smut.|
Epitome (707)|Crookham.|Crookham.|homozygous shrunken-2, primarily developed for the cob corn market, has good cylinder appearance, excellent length to diameter ratio and straight rowing.|Supersweet Jubilee. 1987.|||
Escalade|Harris Moran.|Harris Moran.|82 days, sh2, bicolor.||||
Esquire (XP 8410377)|Jim Thomasson.|Seminis-Asgrow.|preferred for whole ear and cut kernel frozen and canned, very cylindrical, 9 inch ear with bell tip.|Jubilee.|all processor areas in U.S. 2000.|common rust.|F1 hybrid.
Esteem|Eastern States Farmers' Ex.||90 day maturity, Golden Cross class, yellow and white kernels, 18-20 rows. 1963.||||
Even Sweeter (XPH 2607W sh2)|Asgrow.|Asgrow.|F1 hybrid, midseason white shrunken2 type.|Snowbelle.|wide. 1987.||
Everprime (SCH14036)|Illinois Foundation Seed.|Illinois Foundation Seed.|shrunken-2 bicolor with good emergence and vigor, has unique ability to maintain refined ear appearance and eating quality on the stalk and after picking, uniform ears 7-8' long with excellent tip fill.|Quasar.||northern corn leaf blight, stewarts wilt.|
Eversweet (S1213)|Sweet Corn Genetic Service.|Charter.|hybrid, processing type, retains flavor and texture unusually well, straight rows with uniform kernel size.|Seneca Chief but higher row count.|central and the northern United States. 1973.|quality deterioration in hot weather.|
Evertender C|Michael-Leonard Company.||78 day maturity, 1873 GDD, Golden Cross class, yellow kernels, 16 rows. 1956.||||
Excalibur (FMX 305)|Ferry-Morse.|Ferry-Morse.|85 day maturity, yellow normal sugary-1 processing corn, deep refined kernels. Plant height is 7-8' tall, 32-36' ears, very strong erect plant with few tiller.|Viking.||rust, stewarts wilt, smut.|
Excel (GSS 3749)|L.Hansen.|Rogers.|a mid-season shrunken-2 developed for fresh market and shipping; especially suited for hand harvest.|Supersweet, Jubilee. 1988.|||
Excellency (FMX 162)|Ferry-Morse.|Ferry-Morse.|F1 hybrid, full season, rust resistant hybrid; ears cylindrical to tapered with good cover and flags, narrow kernels.|Stylepak.|northeastern United States. 1985.|rust.|FM inbreds.
Extender (GH 2451)|L.Hansen.|Rogers.|a late mid-season, containing the se gene in the heterozygous condition, the ear is 9.5' long with 20 rows, well suited for both fresh market and processing.|Celebrity. 1988.||tolerance to stewarts wilt.|
Faith (2)|Seedway.|Seedway.|77 day relative maturity, white kernels Se genotype, plants 6-6 1/2' tall, 8' ear length, 16 kernel rows average.|Silver Choice.|eastern and mid south U.S. 2001 Seedway Commercial Veg-Seed Catalog. 2000.||F1 hybrid.
Fanciful (705)|Crookham.|Crookham.|homozygous shrunken-2, primarily developed for the cob corn market, has good cylinder appearance, excellent length to diameter ratio and straight rowing.|Supersweet Jubilee. 1989.|||
Fancy-full (902371SEBI)|Crookham.|Liberty.|76 day maturity, homozygous se bicolor, noted for exceptional tip cover of 3' or more for bird protection, dark green husk and flags.|||stewarts wilt. 1991.|
Fanfare (Golden Hybrid 70-1631)|Rogers Brothers Company.|Rogers Brothers Company.|hybrid, early to midseason maturity, two ears per stalk, high row number and good quality.|Jubilee but 5 days earlier. 1974.|||
Fantasia (XPH 3044)|Asgrow.|Asgrow.|stark white color, excellent eating quality.|Alpine.||smut, rust.|
Fantastic|Crookham.|Crookham.|mid main heterozygous sugary enhancer white hybrid released to compliment Silver Queen.|Early Silver Queen. 1989.|||
Farm Boy Hybrid|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|large ear, midseason processor.|Iochief.|general. Ferry-Morse list. 1961.|stewarts wilt.|Ia5125 x F-M inbred.
Festival (XPH 3028)|Asgrow.|Asgrow.|an early 14-16 row bicolor shrunken-2 about 10 days earlier than Dazzle (Asgrow). moderate resistance to northern leaf blight.|Honey and Pearl. 1993.|||
Fiesta CC|Crookham Company.||96 day maturity, Golden Cross class, yellow kernels, 16 rows. 1952.||||
Fiesta NH (XP 753)|M.Dunn.|U of NHG.|ten days earlier than Purple Husk Rainbow, 60% purple stalks, ear length 7.5'; seven different colors presented in the ears; not the same as Fiesta from Crookham (1952).|Purple Husk Rainbow. 1984.|||
Finecross|Michael-Leonard Company.||84 day maturity, 1932 GDD, Golden Cross class, yellow kernels, 20-22 rows. 1957.||||
Finegold|Michael-Leonard Company.||83 day maturity, 1974 GDD, Golden Cross class, yellow kernels, 18-20 rows. 1959.||||
First Class (SCH89013)|P. Mosely.|IFSI.|70 days, white, 7.5' ear. 1999.||||
First Snow (Sch78001)|IL Foundation Seeds.|IL Foundation Seeds.|early, white, sh2. 1997.||||
Flagship|Illinois Foundation Seed.|Market More.|dark husk and flags, multiple disease resistance, tip fill and consistent ear appearance.|Ultimate. 1989.||Northern leaf blight, stewarts wilt, rust, smut.|
Flavor Gold (817)|Ferry-Morse.||80 day maturity, Iochief class, yellow kernels, 14-16 rows. 1959.||||
Flavor King|Stokes.|Stokes.|85 days, se, yellow.||||
Flavor Queen|Stokes.|Stokes.|84 days, se, yellow.||||
Flavorvee (Onthyb 7411)|Hort. Expt. Sta., Simcoe, Ontario, Canada.|various seedsmen.|F1 hybrid, exceptional flavor, tenderness, holding ability, and freezing quality.|Stylepak.|northern United States and southern Ontario.||JC3C2-2 x VI 5177.
Fleet|Crookham Company.|Crookham Company.|earliest se bicolor available.||||
Floribelle|Seed Res. Specialists.||Iobelle class, yellow kernels. 1962.||||
Florida Staysweet|University of Florida.||yellow shrunken-2. 1978.||||(FA32B x FA32C) x FA56A.
Florida Sweet|University of Florida.||yellow shrunken-2. 1974.||||FA32 x FA56.
Florida XP-7|University of Florida.||yellow shrunken-2. 1995.||||(FA32B x FA32C) x UFISH8008.
Floriglade|Michael-Leonard Company.||84 day maturity, 1955 GDD, Golden Cross class, yellow kernels, 14-16 rows. 1958.||||
Florigold|Ferry-Morse Seed Co.||85 day maturity, Golden Cross class, yellow kernels, 14-16 rows. 1956.||||
Florigold 106|Ferry-Morse.||80 day maturity, Golden Cross class, yellow kernels, 14-16 rows. 1959.||||
Florigold 106A|Ferry-Morse.||80 day maturity, Golden Cross class, yellow kernels, 12-16 rows. 1962.||||
Florigold 107|Ferry-Morse.||80 day maturity, Golden Cross class, yellow kernels, 14-16 rows. 1959.||||
FM 0502 (E0502)|Ferry-Morse.|Ferry-Morse.|F1 hybrid, stylepak processing type with good seedling vigor and high yield potential.|Commander.|northwestern, midwestern, and northeastern United States.|head smut and bacterial wilt; tolerance to rust.|FM inbreds.
F-M Cross|Ferry-Morse.||81 day maturity, Carmelcross class, yellow kernels, 14-16 rows. 1950.||||
F-M Y-2|Ferry-Morse.||86 day maturity, Golden Cross class, yellow kernels, 16 rows. 1956.||||
FMX 235 (FMX 235)|D.Jeffers.|Ferry-Morse.|shrunken-2 type, 8.5-10' ears, cylindrical, good fill, 14-16 rows, good husk cover, long flag leaves.|Candy Bar. 1988.||head smut.|
For Heavens Sake (XP1073)|Toni Waltrip.|Seminis Veg. Seeds - Petoseed.|se, yellow, 79 days, ears 7-8'. 1999.||||
Foremost E.E.1|Ferry-Morse.||68 day maturity, Spancross class, yellow kernels, 12 rows. 1953.||||
Fortune (Sch30138)|Illinois Foundation Seed.|Illinois Foundation Seed.|yellow supersweet, good emergence and vigor, clean single-stalked plant, short shank, easy snap, good husk color, good eating quality, maturity in 75 days at Champaign, Illinois.|Illini Gold. 1992.||rust and northern and southern leaf blight.|
Fortune Bicolor (SCH86138)|P. Mosely.|IFSI.|75 days, yellow supersweet.|Illini Gold.|||
Fresh Start (Sch66013)|IL Foundation Seeds.|IL Foundation Seeds.|first early, bicolor, sh2. 1998.||||
Freshgold|Seed Res. Specialists.||Aristogold-Bantam Evergreen class, yellow kernels. 1963.||||
Friendship|David Galinat.|Mesa Maize Inc.|se.||||
Frontier (XPH3030Wsh2)|Asgrow.|Asgrow.|white shrunken-2 with very good germination and early vigor characteristics.|Even Sweeter. 1992.||northern corn leaf blight, rust, stewarts wilt, smut.|
Frosty|Crookham Company.|Crookham Company.|mid-season, white, se.||||
G.H. 2047 (XP 2047)|Asgrow.|Asgrow.|F1 hybrid, second early hybrid with relatively narrow deep kernels.||northwestern, northeastern, and midwestern United States, early. 1966||closed; involves an Iowa and Asgrow inbred.
Galaxy|Illinois Foundation Seed.|Market More.|12 kernels per row, 8-9' ear.|Upmost. 1989.|||
Gallant|Crookham.|Crookham.|full season, yellow, sh2, processor hybrid, high row count and a narrow-deep kernel style.|Excellency. 1990.||leaf rust, common maize rust.|
Garden Gold|Ferry-Morse.||70 day maturity, Spancross class, yellow kernels, 12-14 rows. 1957.||||
Gardener (Hybrid 74-2428)|Rogers Brothers Company.|Rogers Brothers Company.|3-way hybrid, 8.5-9' ears, 16-20 rows, 1.875' in diameter.|Jubilee.|northern half of the United States and southern Canada. 1978.||
Gardentreat (Ottawa Ch-9)|Ottawa Res. Sta., Ottawa, Ontario, Canada.|Stokes Seeds.|F1 hybrid, early, mostly 12 rowed, short husk, ears very tender and sweet; very productive.|Dorinny.|Canada. Can. J. Plant Sci. 47:454, 1967.||Ottawa CO-15 x Ottawa CO-20.
Gator Gold (FMX 163)|D.Jeffers.|Ferry-Morse.|full season fresh market with well-filled, uniform, cylindrical ears, with good dark green husk color and long flags.|Bonanza. 1987.||tolerance to blight.|
Gatorgold (Ac-807)|Abbott and Cobb.|Abbott and Cobb.|F1 hybrid.|Iobelle.|wide. 1976.|H. turcicum.|
Gemini|Stokes.|Stokes.|68 days, se, bicolor.||||
Genesis|Crookham.|Crookham.|yellow sweetcorn, large cylindrical ear with a narrow deep kernel style, very good standability, full season maturity.|Excellency. 1990.||common maize rust.|
Genetain|W.Lough.|Crookham.|su1, processor type.|||rust, Ht1 and 2. 1989.|
GH1676|Rogers.|Rogers.|81 days, se, yellow.||||
GH1698|Rogers.|Rogers.|81 days, su, yellow.||||
GH1703|Rogers.|Rogers.|73 days, su, yellow.||||
GH1887|Rogers.|Rogers.|78 days, su, yellow.||||
GH2419|Rogers.|Rogers.|78 days, se-hetero, yellow.||||
GH2547|Novartis.|Novartis.|85 days, Yellow, su.||Midwestern U.S.|Common Rust (Rp1d).|
GH2628|Rogers.|Rogers.|86 days, su, yellow.||||
GH2684|Rogers.|Rogers.|78 days, se-hetero, yellow.||||
GH2690|Rogers.|Rogers.|85 days, su, yellow.||||
Giant Bantam (XPH 2500)|Asgrow.|Asgrow.|F1 hybrid, 8-9' ears with 16-18 straight rows of tender kernels, robust plant with few tillers.|Jubilee.|temperate zone sweet corn areas. 1977.|tolerance to southern corn leaf blight race T; stewarts wilt, maize dwarf mosaic virus race A, and common smut.|
Gleam and Gold|Joseph Harris Company.|Joseph Harris Company.|F1 hybrid, late, yellow and white kernels.|Honey and Cream.|northeastern corn areas. 1963.||
Gold Crest|Ferry-Morse.||67 day maturity, Spancross class, yellow kernels, 12-14 rows. 1956.||||
Gold Crown (H18)|Joseph Harris Company.|Joseph Harris Company.|F1 hybrid, good quality, midseason, 84 day maturity, yellow, large 14-16 row ear; medium tall plant.|Gold Cup but larger and later.|United States. 1971.|H. maydis, T and O, and E. turcicum and maize dwarf mosaic.|
Gold Cup|Joseph Harris Company.||79 day maturity, Golden Cross class, yellow kernels, 14-16 rows. 1959.||||
Gold Dust (XP 301)|D.Taylor.|Robson.|72 day maturity, yellow with 7.8' ears, average of 14-16 rows; ears have 2-3' of husk protection, plants are 6.5-7.5' in height.|Sundance. 1985.|||
Gold Eagle L|Joseph Harris Company.|Joseph Harris Company.|F1 hybrid, midseason yellow market type, very high yield, small kernel.|Gold Cup.|sweet corn areas of the United States and Canada. 1962.||
Gold Label|Vaughan's.||76 day maturity, Golden Cross class, yellow kernels, 12-16 rows. 1949.||||
Gold Lady (LM-11)|Seedway.|Seedway.|F1 hybrid, will produce double ears; long slim ear, fairly small cob, holds quality after reaching peak maturity.|Wonderful and Tendersweet.|wide. 1978.||
Gold Mine|Massachusetts. Agric. Exp. Sta.||Spancross class, yellow kernels, 12 rows. 1951.||||
Gold Nuggets (Redoubt)|Rupp.|Crookham.|75 day maturity, yellow, 20 rows, 2x8' ears, 1216 heat units, formerly called Redoubt, excellent for home garden, fresh market, processing, and shipping, homozygous sugary enhancer.|Bodacious. 1986.|||
Gold Pack (XP 2073)|Asgrow.|Asgrow.|F1 hybrid, main season with very narrow, deep kernels and very high cut off ratio.|Deep Gold.|midwestern and north central United States. 1966.|bacterial wilt.|closed; Asgrow inbreds.
Gold Ring (NCX 2029)|Harris Moran.|Harris Moran.|F1 hybrid, 80 day maturity, midseason processing and fresh market hybrid; 8.5' ears, 18 row count; has performed well under rust pressure and environmental stress affecting fall corn crop.|Jubilee.|wide. 1985.|rust, some strains, northern corn leaf blight.|
Gold Rush|Corneli.||72 day maturity, 1660 GDD, Carmelcross class, yellow kernels, 12-14 rows. 1941.||||
Gold Trophy L|Joseph Harris Company.|Joseph Harris Company.|F1 hybrid, midseason yellow market type, large multi rowed ears.|Iochief.|northern corn areas. 1962.||
Gold Winner (Gold Cup 49T)|Joseph Harris Company.|Joseph Harris Company.|hybrid, midseason yellow, large ear, better flag and husk than Gold Cup.|Gold Cup. Joseph Harris Company Catalog, 1969.|||
Golden 80 (80)|Agway.|Agway.|midseason market type.|Golden Cross Bantam. Agway Catalog, 1966.||wilt, helminthosporium.|Ia2132 one parent.
Golden Bandit|Ferry-Morse.||75 day maturity, Golden Cross Bantam, yellow kernels, 12-14 rows. 1960.||||
Golden Beauty|Massachusetts. Agric. Exp. Sta.||North Star class, yellow kernels, 12 rows. 1955.||||
Golden Blessing (XP 08590473)||Seminis Vegetable Seeds-Seminis Garden.|excellent process kernel style corn with good color, early maturity, high yield in the Pacific Northwest.|Rogers 1703, Sprint.|Northwest, Midwest and Northeast U.S. 2002.|intermediate to common corn rust.|F1 hybrid.
Golden Bounty|Northrup King.||84 day maturity, Golden Cross class, yellow kernels, 12-14 rows. 1946.||||
Golden Challenger|Illinois Agric. Exp. Sta.||79 day maturity, Seneca Chief class, yellow kernels, 12-14 rows. 1953.||||
Golden Charger|Ferry-Morse.||77 day maturity, Iochief class, yellow kernels, 16-20 rows. 1961.||||
Golden Cross 127|Asgrow .||86 day maturity, 1697 GDD, Golden Cross class, yellow kernels, 10-14 rows. 1956.||||
Golden Cross Bantam|USDA Purdue University.||80-85 day maturity, Golden Cross class, yellow kernels, 12-14 rows. 1934.||||
Golden Cross Bantam T51|Ferry-Morse.||85 day maturity, Golden Cross class, yellow kernels, 12-14 rows. 1950.||||
Golden Cross Bantam White Silk|Michael-Leonard Company.||81 day maturity, 1935 GDD, Golden Cross class, yellow kernels, 14 rows. 1950.||||
Golden Cross NC|Northrup King.||85 day maturity, Golden Cross class, yellow kernels, 12-14 rows. 1943.||||
Golden Cross V120|Northrup King.||83 day maturity, Golden Cross class, yellow kernels, 12-14 rows. 1940.||||
Golden Delight|Northrup King.||85 day maturity, NK199 class, yellow kernels, 16-18 rows. 1965.||||
Golden Dividend|Rogers Brothers Company.||88 day maturity, Iobelle class, yellow kernels, 16-20 rows. 1962.||||
