Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Jetstream (XPH 5084)|Asgrow.|Asgrow.|F1 hybrid, large fruited Crimson Sweet type, round fruit with excellent eating quality and red flesh, recommended for areas where size attainment might be a problem with other types.|Crimson Sweet. 1988.||fusarium wilt race 1.|
Jubilation (NVH 4258)|Northrup, King and Co.|Northrup, King and Co.|F1 hybrid, Jubilee type melon, shape is shorter and more blocky than Jubilee, flesh is medium bright red with excellent sweet flavor, very high yielding vigorous vine that holds up well, approximately 84 day maturity.|Jubilee and Royal Jubilee. 1987.||fusarium wilt and anthracnose race 1.|
Jubilee (F59-3)|Florida Agr. Expt. Sta., Leesburg.||black-seeded Garrison type; fruit large, tough rind, sweet, pink-red flesh; elongated fruit with narrow, dark green stripes on a light green background; fruit 35 to 40 lb, with pinkish red flesh color.|Garrisonian.|eastern United States. Fla. Agr. Expt. Sta. Circ. S-148. 1963.|anthracnose and fusarium wilt.|Africa 8, Iowa Belle, Garrison, Hawkesbury, and Leesburg.
Jubilee II|Crall, Leesburg, Florida.||fruit and plant resembles Jubilee but selected for higher resistance to wilt.|Jubilee. 1990.||fusarium wilt.|Jubilee x Jubilee 5.
Juliett (NV 4317)|Rogers.|Rogers.|elongated Jubilee type, fruit weigh 23-30 lb, bright red flesh has approximately 11 percent soluble solids, approximately 90 day maturity.|Jubilee, Jubilee 2, Royal Jubilee. 1992.||fusarium wilt races 0 and 1.|
Kafir|selected from African stock.|||||fusarium wilt, anthracnose. 1932.|
Kengarden|H. Mohr, University of Kentucky.||||||Dwarf Asahi Yamato x (dwarf Bush Desert King x breeding lines) x New Hampshire Midget. 1975.
Kleckley Resistant No. 6 (Fusarium Wilt Resistant Kleckley Sweet)|Iowa State College, Ames.|Iowa Melon Growers Assn.|exceptionally high quality, medium size Kleckley Sweet.|Kleckley Sweet.|midwestern United States. Iowa Agr. Expt. Sta. Rpts. 1934, 1936. 1937.|fusarium wilt.|selection from Kleckley Sweet.
Kleckley Sweet (Monte Cristo)|W.A. Kleckley, Alabama.|Robert Buist Co.|thin, glossy, dark green rind, large white seeds, medium-red flesh, oblong fruit, 25-40 lb., 85 days to harvest; always popular and a favorite with all; excellent for home use and nearby markets; rind thin and brittle; flesh juicy and very sweet. 1887.||||possibly Boss x Arkansas Traveler.
Klondike -|||blocky fruit, rind solid green with stripes, 20-25 lb., fine textured flesh. 1908.||||mutation selected in California.
Klondike R.S. 57|California Agr. Expt. Sta., Davis.|California Agr. Expt. Sta., Davis.|tough rind, shipping type, high quality.|Blue Ribbon.|California and southwestern United States. 1959.|fusarium wilt.|R 7 x Ironsides.
Klondike R7|Mr. Porter, California.||fruit 15 x 10 inch size, 20-25 lb.; thin, dark-green rind; sweet red flesh.|||fusarium wilt. 1937.|Iowa Belle x Klondike.
Klondike Striped -||Similar:|oblong fruit with thin, tough, light green rind with narrow dark green stripes, 20-25 lb., fine textured flesh. 1923.|Resistance:||Parentage:|Parentage
Klondike Striped Blue Ribbon|Mr. Porter, California.||thin tough rind, light green with narrow dark stripes, 15 x 10 inch size, 20-30 lb., sweet dark-red flesh.|||fusarium wilt, anthracnose, sunburn. 1939.|Klondike R7 x Klondike Striped.
Klondike WR|Mr. Layton, California.||like Klondike, but sweeter.|||fusarium wilt (better than Klondike). 1957.|California Klondike 3 x Klondike R7.
Klondike WR 60|Mr. Layton, California.||||||California Klondike 3 x Klondike R7. 1958.
Kolb Gem|R.F. Kolb, Alabama.|D.M. Ferry. 1885.|||||
Lady|G.W. Elmstrom.|Sunseeds.|early maturing, compact plant, medium vigor, good leaf coverage, 22-26 lb fruit (28-35 lb in good growing conditions); Allsweet type fruit with wide dark stripe on medium green background and elongate shape; excellent fruit quality; very deep red flesh; tender, very sweet flesh; few, very small seeds.|Allsweet.|wide; performs well in eastern U.S. 2001.|Fusarium wilt race 1.|diploid F1 hybrid.
Leesburg|Watermelon and Grape Investigations Laboratory, Florida Agr. Expt. Sta., Leesburg.||very prolific, uniform, good internal quality, has a tendency to sunburn.|Kleckley Sweet.|regional to southwestern United States. Fla. Agr. Expt. Sta. Bul. 288. 1936.|fusarium wilt.|selection from Kleckley Sweet.
Long Light Icing (Gray Monarch)||Robert Buist Co.|85 days to harvest; a large melon mostly adapted for home gardens; fruit 25 lb. cylindrical with blunt ends, a beautiful light gray green faintly mottled darker; rind thin and tender; flesh red, sweet and delicious; seeds white.||||
Long Mountain -||Similar:||Resistance:||Parentage:|Parentage
Louisiana Queen|North Louisiana Experiment Station, Calhoun.||fruit similar in appearance to Dixie Queen and matures early, rind is tough and suitable for shipping, flesh is bright red, firm, crisp and sweet, fruit weigh approximately 20 lb.|||fusarium wilt race 1. 1971.|Summit x Fairfax.
Madera (XPH 960)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, several days earlier than Crimson Sweet.|Crimson Sweet. 1981.||fusarium wilt (some strains) and anthracnose (race 1).|
Majestic (XP 4510759)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|seedless Tri-X-313 type; oblong blocky shaped fruit are medium-large, 6-8 kg. range; fruit set is good and flesh color is dark red; stripes are wide, dark green on light green; mid season maturity.|Tri-X-313, A&C 5244.|United States, Mexico, Central America. 2003.||triploid F1 hybrid.
Mardela Ice Box|farmer who found it growing in Mardela, Md.|Otis S. Twilley, Salisbury, Md.||Early Arizona, but seems darker green.|wide. 1954.||unknown.
Mardi Gras (RWM 121)|T. Williams.|Rogers Seed.|hybrid Allsweet type, few misshapen fruit, wide adaptability, high yield, 20-25 lb fruit weight, matures in 86-90 days, like Sangria.|Allsweet. 1997.||anthracnose, fusarium wilt.|
Market Midget|New Hampshire Agr. Expt. Sta., Durham.|New Hampshire Agr. Expt. Sta., Durham.|early maturity; tough, leathery, thin rind of apple green color; white near stem; firm, sweet, bright-red flesh; relatively few small black seeds; can be stored several weeks and shipped.||wide. N.H. Agr. Expt. Sta. Bul. No. 440. 1960.||New Hampshire Midget x Winter Queen.
Matador (13786)|Manuel Rosa.|Seminis Vegetable Seeds-Petoseed.|seeded, late season, large fruit, wide stripes, vigorous vines, excellent yields.|Sangria.|U.S. and Mexico. 1999.||F1 hybrid.
Mercedes (SSC 9490)|Hollar Seed Co.|Shamrock Seed Co.||Sangria.|All watermelon production regions. 2000.|some races of anthracnose and fusarium wilt.|F1 hybrid.
Merrimack Sweetheart (Colebrook, Sweet Sugar, Yankee Queen)|Dept. of Hort., Univ. of New Hampshire, Durham.|Merrimack Farmer's Exchange.|earliness, adaptation to cooler weather conditions and high quality.||regional to northern New England. 1935.||selected from Japanese cultivar for local adaptation.
Mickylee (S83NW)|Agric. Research and Education Center, University of Florida, Leesburg.|Hollar Seed Company, Petoseed Co.|small, round 8-12 lb fruit with a rind pattern similar to that of Charleston Gray, very firm dark red flesh with a tough rind and small seeds.|||fusarium wilt race 1, anthracnose race 1. PVP. 1986|Texas W5, Fairfax, Summit, and Graybelle.
Miles|Univ. of Tennessee, Jackson.|Associated Seed Growers.|small white seed, very high sugar content, oblong, small 20 to 25 pounds.||regionally, for home use in the southern United States. Tenn. Agr. Expt. Sta. Circ. 103. 1948.|fusarium wilt.|Dixie Queen x Klondike R-7.
Millennium (HMS7928)|Bob Schroeder.|Harris Moran Seed Co.|very dark rind pattern, dark red flesh.|Tri-X-Shadow.|California, Southeast US, Midwest, Atlantic Shore. 1999.|fusarium wilt race 1, anthracnose.|F1 hybrid.
Millionaire (HMX 7924)|Harris Moran.|Harris Moran.|triploid seedless hybrid, very prolific, similar in appearance to Tri-X-313, firm flesh, small seeds. 1992.||||
Minilee (F82NC)|Agric. Research and Education Center, University of Florida, Leesburg.|Hollar and Co., Petoseed.|small, round 5-8 lb fruit with a rind pattern similar to that of Charleston Gray, firm red flesh with a tough, thin rind and very small seeds.|||fusarium wilt race 1, anthracnose race 1. PVP. 1986.|Texas W5, Fairfax, Summit, and Graybelle.
Mirage (XP 766)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, Crimson Sweet type, but more uniform and productive.|Crimson Sweet and Jubilee.|wide. 1977.|fusarium wilt.|
Missouri Queen|Missouri Agr. Expt. Sta., Columbia.|||Dixie Queen.|same as Dixie Queen. Mo. Bul. No.502. 1948.|fusarium wilt.|selection from Dixie Queen.
Monte Cristo (Kleckley Sweet)|W.A. Kleckley, Alabama.|Robert Buist Co.|thin, glossy, dark green rind, large white seeds, medium-red flesh, oblong fruit, 25-40 lb., 85 days to harvest; always popular and a favorite with all; excellent for home use and nearby markets; rind thin and brittle; flesh juicy and very sweet. 1887.||||possibly Boss x Arkansas Traveler.
Montreal (SXW 5023)|Gary Elmstrom.|Sunseeds.|seeded diploid watermelon; oblong fruit with wide dark green stripes on a light green background; high sugar content, good flesh color.|Allsweet.|California, Texas, Florida. 2000.|fusarium wilt race 1.|F1 hybrid.
Moon and Stars (Sun, Moon and Stars)|Peter Henderson and Co.|Peter Henderson and Co.|elongate fruit; dark green rind with bright yellow spots on it due to the Sp Sp genotype; yellow spots on fruit range in size from tiny to several inches across; leaves also have yellow spots; sweet, red flesh; thick rind; brown seeds with black speckles; 95 days to maturity.||U.S. 1926.||inbred line.
Mountain Sweet||Robert Buist Co.|90 days to harvest; for home and local markets; fruit large, 25 lb.; oblong, dark green; with sweet juicy, light crimson flesh; seeds brown.||||
New Hampshire Midget|Univ. of New Hampshire, Durham.||oval, gray skin, red flesh, black seed, high quality, very early, productive, thin rind.|Favorite Honey.|wide regional. N.H. Bul. 380. 1951.||Favorite Honey x Dakota Sweet.
Northern Sweet|Minnesota Agr. Exp. Sta.||early, round fruit, 10-12 lb. size, medium green rind with wide stripes, red-orange flesh. 1932.||||selection from Russian cultivar.
Nova|Sakata.|Sakata.|triploid seedless hybrid, fruit weigh 10-13 lb. 1990.||||
Oasis (NCX 1553)|Moran Seeds.|Moran Seeds.|F1 hybrid, striped rind with intense red flesh color; fruit measures 16 by 9 inches and weighs 24 pounds.|Dixielee.|wide. 1981.|fusarium, anthracnose (races 1 and 3).|
Olympia (PS 11005031)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|new seedless type, oval-blocky shape, better internal and external quality, rind has a dark green stripe on a medium green background, bright red flesh, mid season maturity, 18-20 lbs fruit, seedlings should be transplanted.|Millionaire.|North America, Mexico. 2002.||triploid F1 hybrid.
Omega (PS 3981428)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|seedless hybrid; typical Allsweet stripe (dark green stripe on light green background), 18-20 lb. size fruit, very bright red flesh, mid-season maturity.||North America. 2001.||F1 triploid hybrid.
Orton|Florida.||||||Iowa Belle x unknown male parent. 1950.
Park's Seedless Sweety (PSR 10076)|Petoseed Co.|Park Seed Co.|F1 hybrid, small vine; round, medium dark-green fruit; rich, red, crisp flesh that is seedless; fruit weight about 8 to 10 pounds.|||none claimed. 1979.|
Park's Whopper (PSR 175)|Petoseed Co.|Park Seed Co.|F1 hybrid, medium-vigorous vine, round dark-green rind, bright-red flesh with small mottled seed.|Sugar Doll. 1979.||fusarium wilt.|
Peacock|G. Stratis, Brawley, CA.||oval fruit, 20-25 lb., dark green rind, sweet red flesh. 1939.||||selection from Klondike.
Peacock Special Shipper|R. Peacock.||smooth, dark green rind, crisp, red flesh, 20-25 lb. 1935.||||chance cross of Klondike.
Peacock WR 50|Mr. Layton, California.||tough thin rind, dark green with faint dark stripes, 15 x 10 inch size, 20-25 lb., sweet bright red flesh.|||tolerant to fusarium wilt. 1955.|Klondike R7 x Peacock.
Peacock WR 124|Mr. Layton, California.||||||California Klondike 3 x Peacock x Klondike R7. 1959.
Perola (XP 2008)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, small to medium sized uniform fruit; excellent eating quality.|Charleston Gray (color) and Crimson Sweet (shape and maturity). PVP Certificate No. 800143. 1980.||none claimed.|
Petite Sweet (Kansas 68-20)|Charles V. Hall, Kansas State University, Manhattan.||rind pattern similar to Crimson Sweet; fruit shape is blocky round, fruit weigh 5-10 lb; flesh color is bright pinkish red and seeds are few and small.|||fusarium wilt, anthracnose races 1 and 3. 1970.|Crimson Sweet and New Hampshire Midget.
Picnic (XP 618)|Asgrow Seed Co.|Asgrow Seed Co.|Peacock type with more uniform flesh quality.|Improved Peacock.|western United States and similar areas. 1972.|fusarium wilt.|
Premiere (SSC460057)|Colorado Seeds.|Shamrock Seed Co.|82-85 day maturity; round to slightly oblong fruit; 12-24 lb. average weight; sweet, red, firm flesh; medium-dark green stripes and light green background; produces hardy vines, high yields.|Tri-X-313. 1999.|||F1 hybrid.
Prince Charles (PSX 573)|Petoseed.|Petoseed.|F1 hybrid, earlier maturing and larger fruited than Charleston Gray with stronger fusarium wilt resistance.|Charleston Gray.|wide. 1978.|fusarium wilt.|
Purdue Hawkesbury|Dept. of Hort., Purdue Univ., West Lafayette, Ind.|Agr. Alumni Seed Assn.|long and sloping toward either end, earlier, rind more uniform thickness, flesh redder, quality better than Iowa Hawkesbury.|Hawkesbury or Irish Gray.|regional to the sand areas of southwestern and central Indiana. 1949.|fusarium wilt.|inbred selection from Iowa Hawkesbury or Irish Gray.
Quetzali (RXW 113)|Rogers.|Rogers.|Icebox type with Crimson Sweet striped rind; globe shaped with bright red firm flesh.|Mickylee. PVP. 1965.||anthracnose race 1; tolerance to downy mildew.|
Rebel Queen (FMX 4)|H.Sakamoto.|Ferry-Morse Seed Co.|high yields with good, vigorous vines, rind is gray-green with narrow black-green stripes, flesh is reddish pink and firm, a high quality shipping type melon.|Crimson Sweet and Jubilee. 1982.|||
Red Charm|Sakata.|Sakata.|Icebox type watermelon.|Red Cutie. 1993.|||
Red Heart (Tri-X-333)|American Seedless Watermelon Seed Corp., Goshen, Ind.||F1 triploid hybrid, fruit seedless, firm, high sugar, deep red; satisfactory shipping quality.|Charleston Gray.|southern and central United States. Amer. Seedless Watermelon Seed Corp. 21 Nov. 1962.|anthracnose, fusarium wilt and blossom end rot.|diploid selected from Charleston Gray; tetraploid induced by colchicine.
Red-N-Sweet|Calhoun Research Station, Louisiana State University, Calhoun.|Hollar.|round-oblong fruit with Jubilee stripes and intense red flesh color, seeds are black and the rind is thin.|||fusarium wilt and anthracnose. 1987.|Calhoun Gray, Summit, Calhoun Sweet, Louisiana Queen, and plants from irradiated seeds of Calhoun Gray.
Rhode Island Red|Rhode Island Agr. Expt. Sta., Kingston.|Joseph Harris Co.|early maturity (89 days), tough rind, red flesh, dark brown seeds. Seed World 71:16-18. 1952.|Dixie Queen.|||Dixie Queen x Honey Cream, selfed eight generations.
Riviera (015 208)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|Crimson Sweet type, more round shape, quite early, fruit weight approximately 5-7 kg.|Crimson Sweet.|Caribbean. 1997.|fusarium wilt race 1, anthracnose.|F1 hybrid.
Royal Charleston|Petoseed Co.|Petoseed Co.|F1 hybrid, 20 to 25 pound oblong melon with light-green skin, thick flesh, small seed size.|Summer Festival.|general. Petoseed Catalog 1973.|fusarium wilt, anthracnose, and mildew.|
Royal Flush (PSX 10992)|F.Campara.|Petoseed Co.|F1 hybrid, large fruited with deep red flesh color, matures in main season, fruit weigh 18-22 lb, oblong fruit shape.|Royal Majesty and Sangria. 1995.||fusarium wilt race 0.|
Royal Majesty (PSX 65688)|Petoseed Co.|Petoseed Co.|F1 hybrid, Allsweet type, elongated fruit shape with medium green thin stripes, excellent production.|||fusarium wilt. 1990.|
Characteristics:|Adaptation:|Similar:|Breeder:|Resistance:||Parentage:|Name: Royal Red - see Tri-X-313.
Sabrina (XPH 5541)|Asgrow.|Asgrow.|F1 hybrid, large Sugar Baby type fruit with faint stripes, fruit approximately 10 lb, dark blue-green rind with red flesh.|Sugar Baby. 1991.|||
Samba (SSC 31782)|Shamrock Seed Co., Inc.|Shamrock Seed Co., Inc.|a very productive seedless cultivar with impressive fruit uniformity; develops very strong vines; high yields of oval-round, large sized fruit with a dark striping pattern; appealing firm, red flesh with high sugars; thrives under a wide range of growing conditions; 75-85 days to maturity.|Tri-X-313.|all watermelon growing regions. 2001.||F1 triploid hybrid.
Samos|Nunhems.|Nunhems.|medium early, large, oval fruit with dark green rind color, fruit weigh 11-13 kg, handles well and has tasty fruit with small seeds, solid, sweet flesh. 1991.||||
Sangria (NVH 4262)|Northrup, King and Co.|Northrup, King and Co.|F1 hybrid, elongated dark-green fruit 23 lb with a light stripe and small, black seeds; matures in about 87 days.|Allsweet and Calsweet.|wide. 1985.|fusarium wilt; tolerant of anthracnose.|
Santa Amalia (35422)|Manuel Rosas.|Seminis Vegetable Seeds-Petoseed.|Royal Sweet type with Crimson Sweet stripes, oblong, 20-27 lb., strong plant vigor.|no cultivar like it.|South America. 1999.||F1 hybrid.
Scarlet Klondike|Duke V. Layton, Hemet, Calif.|McCrea Seed Co.|intense red color of the flesh similar to Peacock but sweeter.|Klondike Brown Seeded.|Pacific coast of the United States, principally southern California.|none claimed. 1950.|selection from Klondike Brown Seed inbred and selected for four generations.
Scarlet Trio (NVH 4295)|Northrup, King and Co.|Northrup, King and Co.|triploid seedless hybrid, round fruit, Jubilee rind pattern.|||fusarium wilt and anthracnose race 1. 1989.|
Schochler||Robert Buist Co.|90 days to harvest; a very large melon used extensively in the South, having outstanding shipping requisites for size, tough rind and quality; fruit very long, 40 to 50 lb., rich dark green with faint stripe; flesh bright crimson, fine grained and very sugary.||||
Seedless Sangria|T. Williams.|Syngenta Seeds.|red fleshed; Allsweet rind pattern; fruit weight 16-20 lb.; semi-elongate shape.|Revolution. 2001.||fusarium wilt races 0, 1; anthracnose race 1.|triploid seedless F1 hybrid.
Sentinel (PS 36694)|Jose Gomez.|Seminis Vegetable Seeds-Petoseed.|Royal Sweet type, Crimson Sweet stripe, oblong, 20-27 lb., strong plant vigor, excellent red flesh color.|Royal Sweet.|U.S. and Australia. 1998.||F1 hybrid.
Seville (HSR 606)|Hollar Seed Company, Larry Hollar.|Hollar Seed Company, Larry Hollar.|long, dark fruit resembling Congo but with small brown seeds and red flesh.|Congo. 1992.|||
Shipper|Mississippi Agr. Expt. Sta.|Simpson Nurseries.|high quality, compact fruit of good shipping quality.|Florida Giant.|wide. J. Hered. 52, 1961. 1960.|fusarium wilt.|Dixie Queen, Klondike 7, Leesburg, Blacklee.
Small Seeded Dixielee|Crall et al., Leesburg, Florida.||round-oval fruit, light green rind with narrow dark stripes, 10-15 lb., fine textured flesh, dark, red flesh, few small black seeds, high sugar content. 1995.||||Fairfax, Summit, Charleston Gray, Texas W5, Crimson Sweet, W.R. Graybelle.
Smile|American Takii.|American Takii.|icebox type, with resistance to fruit cracking and tough rind for shipping; fruit have crisp textured, sweet, dark red flesh, black seeds; fruit are round with narrow dark stripe on light background; 6 to 8 lb fruit; 38 to 40 day maturity; fruit keep 12 days after harvest.||home garden and commercial fresh market. 2000.||hybrid.
Smokylee (D7-4 and F68-1)|Agric. Research Center, University of Florida, Leesburg.||elongated, dark green fruit with indistinctly outlined leaf patterns of lighter green color which give it a smokey appearance, fruit weigh 22-26 lb and have a very fine quality pink red flesh.|||fusarium wilt race 1, anthracnose race 1. 1971.|Texas W5 x Charleston Gray.
Southern Belle (FMX 9)|H.Sakamoto.|Ferry-Morse Seed Co.|flesh qualities outstanding; firm, deep red, and sweet with solid black-green rind.|Peacock W.R. 60. 1982.|||
Spalding|Georgia Agr. Expt. Sta.|Georgia Agr. Expt. Sta.|small, round, dark-green fruit; averages 15 pounds; sweet, tough rind.||wide. Ga. Agr. Expt. Sta. Leaflet No. 20. 1959.|fusarium wilt, anthracnose, and sunburn.|(Georgia Fusarium Wilt Resistant x Congo) x Georgia Strain 360 (Stone Mountain, Iowa Belle, Giza, Klondike 7, Icebox).
Starbrite (XPH 6004)|Asgrow.|Asgrow.|F1 hybrid, large, elongated, blocky, striped watermelon, flesh red, firm, and sweet.|Crimson Sweet. 1990.||fusarium wilt race 1.|
StarGazer (XPH 6189)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|24-26 lb fruit; Allsweet type fruit with wide dark stripe on light green background and elongate shape; bright red flesh; high yield; uniformly shaped fruit; 85 days to harvest; dark colored, medium size seeds.|Allsweet.|U.S.|Anthracnose race 1, Fusarium wilt race 1.|diploid F1 hybrid.
Stars'n'Stripes|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|22-31 lb fruit; wide dark stripe on light green background and elongate shape; uniform red flesh that is firm and very sweet; high yield; thick durable rind for shipping; 85 days to harvest; medium size black seeds.|Allsweet.|U.S.|Anthracnose race 1, Fusarium wilt race 1.|diploid F1 hybrid.
Stone Mountain (Dixie Belle)|H.G. Hastings, Atlanta, Georgia.||thick, tough, dark green rind, 17 x 14 inches, 35-40 lb., red, sweet flesh. 1924.||||
Stone Mountain No. 5|Iowa State College., Ames.|Iowa Melon Growers Assn.|Stone Mountain type with dark-green netting on a gray-green undercoat.|Stone Mountain.|midwestern United States. Iowa Agr. Expt. Sta. Rpt. 1936.|watermelon fusarium wilt.|Stone Mountain (Stone Mountain x Iowa Belle).
Sugar Baby (Tough Sweets)|M. Hardin, Geary, Okla.|Woodside Seed Co.|early; good quality; round; 8 to 12 pounds; hard rind shipping icebox type; immature melons green striped turning dark green when ripe.|Tough Sweets.|wide. Seed World. 4 March 1955.|drought.|Tough Sweets selection, inbred 13 years.
Sugar Belle (XPH 4072)|Asgrow.|Asgrow.|F1 hybrid, round shape, dark green, with faint light green stripes, weighs 10-12 lb, fine eating quality for its type. Good yield.|Panonia, Sugar Baby. 1987.|||
Sugar Bush|W. Atlee Burpee Co.|W. Atlee Burpee Co.|open pollinated, bright scarlet Icebox fruit; short internode plants that need only 6 square feet of space.|Kengarden.|northeastern and southern United States and the western coast of the United States. PVP certificate no. 7600072. 1977.||Bush Desert King and unknown parentage.
Sugar Doll (Hybrid Sugar Baby)|Petoseed.|Petoseed.|F1 hybrid, round, dark green, medium sized fruit (8 x 8 inches), bright-red flesh; small brown seeds, medium size vine; maturity about 78 days.|Sugar Baby.|wide. 1975.||
Sugarama (NVH 4264)|Northrup, King and Co.|Northrup, King and Co.|F1 hybrid, early Crimson Sweet type fruit (averages 16 pounds).|Crimson Sweet.|wide. 1984.||
Sugarlee (Florida 77-2)|Agric. Research Center, University of Florida, Leesburg.||round fruit with Jubilee stripes which weigh 15-18 lb, it is exceptionally early and has a high soluble solids content; hard, tough rind is suited for shipping.|||fusarium wilt race 1, anthracnose race 1. 1981.|Texas W5, Summit, Charleston Gray, Fairfax, Crimson Sweet, and Graybelle.
Sultan (HMX 5911)|R.Schroeder.|Harris Moran Seed Co.|half long and striped, high quality, excellent flesh color, large and vigorous vine.|Royal Sweet, Mirage. 1991.||tolerance to fusarium wilt and anthracnose.|
Summer Festival (F1 Hybrid No. 103)|T. Sakata and Co., Yokohama, Japan.|Herbst Bros. Seedsmen, New York.|F1 hybrid, fruit oblong, medium green, rind about two-thirds inches thick, flesh deep rose, firm and sweet; vines vigorous, heavy yielder, particularly in early stages.|Charleston Gray.|mid- and southern United States. 1962.|anthracnose and slightly to fusarium wilt.|
Summerfield (60-27)|U.S. Vegetable Breeding Laboratory, Charleston, S.C.||extra large slightly round fruit.|Florida Giant.||fusarium wilt and race 1 anthracnose. 1969.|Fairfax x Blackstone.
Summit|Mr. Taylor, Louisiana.||large round fruit with tough, dark green-black rind, flesh red, black mottled seeds.|||fusarium wilt (high level of resistance). 1957.|Calhoun Sweet x Black Diamond.
Sun Gold (NCX 1558)|Moran.|Moran.|globe shaped, striped fruit with yellow flesh, fruit average 24 x 23 cm with an average rind thickness of 13 mm.|Yellow Baby. PVP. 1983.||fusarium wilt and anthracnose race 1.|
Sun, Moon and Stars (Moon and Stars) -||Similar:|elongate fruit; dark green rind with bright yellow spots on it due to the Sp Sp genotype; yellow spots on fruit range in size from tiny to several inches across; leaves also have yellow spots; sweet, red flesh; thick rind; brown seeds with black speckles; 95 days to maturity.|Resistance:|U.S.|Parentage:|Parentage
Sundance (XPH 957)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, very early, round with rind color between Crimson Sweet and Chilean Black; for early harvest needs in southeastern United States.|Crimson Sweet.|southeastern United States. 1985.|fusarium wilt race 1.|
Sunshade (XP 241)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated; Charleston Gray fruit type with broad leaf blades to provide maximum protection from sunscald.|Charleston Gray.|wide. PVP Certificate No. 760027. 1977.|fusarium wilt (race 1).|
Sunsplash (25453)|Manuel Rosas.|Seminis-Petoseed.|seedless yellow-flesh round with thick rind, exterior color , narrow dark-green stripes on light green background, medium-large sizes.|Honeyheart.|U.S. Southeast Asia. 2000.||F1 hybrid.
Sunsweet (NV 4301)|Northrup, King and Co.|Northrup, King and Co.|open pollinated; early striped Allsweet type; with semi-elongate fruit (18 to 24 pounds); medium-size dark-brown seeds; high in sugar.|Allsweet and Calsweet.|wide. PVP Certificate No. 860061. 1984.|fusarium wilt; tolerant to anthracnose.|
Super Sweet (Kansas 68-12)|Charles V. Hall, Kansas State University, Manhattan.||external rind color is similar to Crimson Sweet but fruit are more spherical and are slightly grooved, fruit weigh 12-18 lb, mature 5-10 days later than Crimson Sweet, and have a tough rind and firm, pinkish red flesh; excellent flavor, texture.||southern and eastern United States. Seed World Jan. 1970.|fusarium wilt, anthracnose race 1 and 3.|Miles, Peacock and Charleston Gray.
Superior Black Diamond (Black Diamond, Yellow Belly)|William A. Watson's Sons, Thomson, Ga.|William A. Watson's Sons, Thomson, Ga.|very dark-green rind with yellow underside, very prolific, rich red meat, excellent texture.|Cannonball or Black Diamond. 1949.|||segregation within Cannonball or Black Diamond.
Sweet Baby (PSR 7975)|Petoseed Co.|Petoseed Co.|F1 hybrid, 75 days to maturity, fruit rounded, 10 to 14 pounds, dark green with red flesh, medium rind, seed medium size and mottled, vine vigorous and medium size.|Sugar Baby.|wide. 1980.|fusarium wilt.|
Sweet Charlie (NVH 4254)|Northrup, King and Co.|Northrup, King and Co.|F1 hybrid, oblong Charleston Gray-type for long-distance shipping; matures 2 or 3 days earlier than Charleston Gray and produces fruit averaging 25 pounds.|Charleston Gray.|wide. 1984.|fusarium wilt.|
Sweet Princess (NC 62-C2M)|North Carolina Agr. Expt. Sta., Raleigh.|North Carolina Foundation Seed Producers.|fruit oblong 21 to 27 pounds, rind light green with darker green stripes; attractive solid red flesh, crisp, very sweet and fine textured with unusually small tan seeds; excellent shipper.|Charleston Gray.|wide. N.C. Agr. Expt. Sta. Bul. 431, 1967.|anthracnose races 1 and 3 and fusarium wilt.|small-seeded Congo type x Charleston Gray.
Characteristics:|Adaptation:|Similar:|Breeder:|Resistance:||Parentage:|Name: Sweet Sugar -
Sweetheart|Mr. Wittenmeyer, southern Indiana.|D.M. Ferry. 1890.|||||
Sweetmeat (1-13-4)|Petoseed Co.|Petoseed Co.|F1 hybrid, medium green, thin rind, oval, sweet red flesh, small brown seed.||general. New Seeds for the World. 1968.|fusarium wilt.|
Sweetmeat II W.R. (PSX 5874)|Petoseed.|Petoseed.|F1 hybrid, oblong, large (averages 25 pounds) blocky fruit, dark-green stripes over medium-green skin; crimson flesh, small brown seeds.|Hybrid Sweetmeat.|wide. 1976.|fusarium wilt.|
Tatum (XP 940)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, fruit color of Crimson Sweet with darker stripes; shape similar to Chilean Black.|Oriental type. 1980.||none claimed.|
Tetra No. 2 (W1002)|USDA Veg. Breeding Laboratory, Charleston, S.C.||autotetraploid, extra hard rind, and firm flesh, few seeds.||||(Charleston Gray type x Sugar Baby) x Sugar Baby.
