Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Quickpick|Louisiana State University, Calhoun Research Station, Calhoun, LA.||bush-type plant habit with a synchronous pod set that is suitable for either hand- or machine-harvest; mature-green pods are straight, approximately 20 cm long, and purple in color; fresh peas are green with a light-pink eye; yield equal to or greater than yield of Texas Pinkeye Purple Hull in replicated machine harvest tests and comparable to yields of Texas Pinkeye Purple Hull, Coronet, Pinkeye Purple Hull-BVR, Mississippi Pinkeye, and Santee Early Pinkeye in replicated hand-harvest tests; immune to a Georgia isolate of blackeye cowpea mosaic virus.||as a pinkeye purple hull-type cultivar for the fresh market. HortScience 34:447, 1999.||LA 88-74 x LA 88-9.
Royal Blackeye|Louisiana State University, Calhoun.|Sun Seeds, Hollister, California.|indeterminate, short vine plant habit; pods are straight, purple at the green shell stage, and 18.5 cm long; dry seeds are 8.3 mm long, oval, and weigh 19 gm per 100 seed; mature green peas have a smooth, light green testa with a black eye; 57-63 day maturity; good processing characteristics; good yield potential.|||field tolerance to bacterial leaf blight and possibly mosaic virus. HortScience 23:933, 1988. 1985.|complex, involves Calhoun Crowder, Blackeye, Bunch Purple Hull, Texas Cream 8, Louisiana Purchase.
Santee Early Pinkeye (US-311)|United States Vegetable Laboratory, ARS, USDA, Charleston, South Carolina.||plant habit is low bush, more compact than Coronet; pod color at the green shell stage, dark purple; fresh peas are kidney shaped and have a pink eye; dry peas have a smooth seed coat and are slightly smaller than those of Coronet; excellent processing characteristics.|appearance, maturity, and yield potential to Coronet, but matures five to ten days earlier.|the southeastern United States. HortScience 25:990-991, 1990. 1988.||complex, involves Coronet, Pinkeye Purple Hull, Iron, Alabama 963.8, and Alabama 562-9-2-6-1.
Tender Cream (US-630)|United States Vegetable Laboratory, ARS, USDA, Charleston, South Carolina.||medium, bushy growth habit; concentrated pod set; pod color at green shell maturity, green with a distinct purple shading; typical pod is slightly curved, 14-16 cm long, and contains 12-14 peas; fresh peas are small, cream colored, and ovate to reniform shaped; high yield potential; excellent processing characteristics.||southeastern United States. HortScience 31:(in press), 1996. 1955.|cowpea curculio, root knot nematodes, southern bean mosaic virus, cercospora leaf spot, southern blight, rust, and powdery mildew; field resistance to blackeye cowpea mosaic virus; tolerance to seedling diseases.|product of backcross breeding program to transfer the Rk gene for root knot nematode resistance from Floricream into Carolina Cream.
Texas Cream 40|Department of Hort., Texas A and M College, College Station.||upright, pods well above foliage, early, prolific.||wide, chiefly for southern United States. Texas Agric. Expt. Sta. Prog. Rpt. 1414. 1952.|compares with leading cultivars as to disease resistance.|Extra Early Blackeye x Commercial Cream.
Texas Pinkeye Purple Hull (Tx 220-4)|Texas A and M University, College Station.||erect plant habit, plants are 15-20 cm taller than standard pinkeye cultivars, plant habit lends itself to high plant population culture; pod color green and purple when immature, dark purple at green shell stage, and purple when dry; concentrated pod set; pods slightly curved; fresh peas have a slight kidney shape and a green color with a bright-pink eye; dry peas have smooth to slightly wrinkled, cream colored testa with a dark maroon eye; eye is slightly larger than that of Pinkeye Purple Hull; seeds smaller than those of Pinkeye Purple Hull, 18 gm per 100 seed. Generally 10 days earlier and higher yielding than Pinkeye Purple Hull and Pinkeye Purple Hull-BVR; outstanding yield potential; outstanding freezing and canning characteristics.||culture on highly calcareous soils. HortScience 29:926-927, 1994. 1990.|root knot nematodes; immune to Georgia isolate of blackeye cowpea mosaic virus and some isolates of cowpea aphid borne mosaic virus, but susceptible to other isolates; tolerance to isolates from California and India; susceptible to rust, powdery mildew, and cercospora leaf spot. PVP.|complex, involves Burgundy, Pinkeye Purple Hull, Purple Hull 49, Blackeye 8152, and US-432.
Texas Purple Hull 49|Department of Hort., Texas A and M College, College Station.||upright, pods held high, superior in production to all common cultivars tested with it, disease resistance equal or superior to leading cultivars.||wide regional, especially the southern United States. Texas Agric. Expt. Sta. Prog. Rpt. 1313. 1952.||Extra Early Blackeye x Commercial Purple Hull.
Topset|Florida Agric. Expt. Sta., Gainesville.|Florida Agric. Expt. Sta., Gainesville.|high quality, high borne pods for mechanical harvest; small cream Crowder for processing or home garden; light green pods, seeds larger than Lady Cream.|Lady Cream.|southern United States.|scab and probably cercospora.|complex.
White Acre-BVR|University of Georgia, Athens.||plant, pod, and seed characteristics indistinguishable from White Acre; small seeded, cream type.|||blackeye cowpea mosaic virus. HortScience 19:592, 1984.|derived from a single plant in a White Acre population.
Worthmore|University of Georgia, Tifton.||upright plant habit; pod color at green shell maturity, purple; typical pod is 18 cm long and contains 16 peas; green shell peas are light green with a slightly tan eye; dry seeds are light tan with a greenish tan eye and have a smooth testa; excellent yield potential; 63 day maturity; plants and pods similar to Pinkeye Purple Hull, and seeds very similar to Mississippi Silver; suited for home gardens, fresh market, and processing.|||resistance or tolerance to cowpea chlorotic mottle virus, southern bean mosaic virus, cucumber mosaic virus, and cowpea aphid borne mosaic virus. HortScience 11:621-622, 1976.|Mississippi Silver x Pinkeye Purple Hull.
Zipper Cream (421-07)|Florida Agric. Expt. Sta., Gainesville.||high yield, cream crowder type, unpigmented seed coat and large seed size, easy hand shelling.|standard crowders except for seed coat.|general in southern pea area. University of Florida Circ. S210. 1972.||complicated; involves Korean Crowder, Mississippi 32, and Running Acre.
